'Time','I','II','AVR','V','RESP','PLETH','ABP'
'[12:27:03.368]',-,0.950,0.470,0.485,0.578,2.978,109.802
'[12:27:03.376]',-,0.910,0.510,0.500,0.581,2.925,108.874
'[12:27:03.384]',-,0.905,0.525,0.505,0.585,2.863,108.043
'[12:27:03.392]',-,0.950,0.470,0.510,0.588,2.793,107.408
'[12:27:03.400]',-,0.885,0.540,0.460,0.592,2.724,106.871
'[12:27:03.408]',-,0.875,0.545,0.480,0.594,2.659,106.285
'[12:27:03.416]',-,0.905,0.520,0.510,0.597,2.587,105.747
'[12:27:03.424]',-,0.975,0.445,0.525,0.599,2.515,105.113
'[12:27:03.432]',-,0.855,0.555,0.480,0.601,2.447,104.429
'[12:27:03.440]',-,0.910,0.510,0.485,0.602,2.386,103.745
'[12:27:03.448]',-,0.880,0.575,0.560,0.604,2.335,103.061
'[12:27:03.456]',-,1.040,0.445,0.575,0.605,2.294,102.475
'[12:27:03.464]',-,1.210,0.280,0.565,0.606,2.262,102.133
'[12:27:03.472]',-,1.390,0.130,0.460,0.606,2.238,101.889
'[12:27:03.480]',-,1.500,0.035,0.270,0.607,2.217,101.742
'[12:27:03.488]',-,1.265,0.355,0.075,0.607,2.198,101.596
'[12:27:03.496]',-,0.980,0.505,0.215,0.607,2.181,101.449
'[12:27:03.504]',-,0.885,0.575,0.400,0.607,2.163,101.254
'[12:27:03.512]',-,0.895,0.560,0.455,0.607,2.143,101.010
'[12:27:03.520]',-,0.925,0.515,0.475,0.608,2.119,100.717
'[12:27:03.528]',-,0.945,0.490,0.500,0.609,2.091,100.472
'[12:27:03.536]',-,0.990,0.440,0.570,0.611,2.059,100.228
'[12:27:03.544]',-,0.860,0.585,0.510,0.613,2.026,99.984
'[12:27:03.552]',-,0.920,0.510,0.545,0.616,1.994,99.789
'[12:27:03.560]',-,0.955,0.460,0.590,0.619,1.960,99.544
'[12:27:03.568]',-,0.885,0.535,0.550,0.622,1.927,99.349
'[12:27:03.576]',-,0.945,0.480,0.530,0.626,1.895,99.105
'[12:27:03.584]',-,0.990,0.430,0.550,0.629,1.863,98.812
'[12:27:03.592]',-,0.875,0.545,0.530,0.633,1.830,98.470
'[12:27:03.600]',-,0.980,0.445,0.555,0.635,1.801,98.030
'[12:27:03.608]',-,0.885,0.540,0.530,0.639,1.774,97.542
'[12:27:03.616]',-,0.935,0.500,0.540,0.642,1.747,96.858
'[12:27:03.624]',-,0.925,0.510,0.530,0.646,1.718,96.125
'[12:27:03.632]',-,0.975,0.460,0.525,0.650,1.690,95.295
'[12:27:03.640]',-,0.930,0.500,0.565,0.655,1.662,94.513
'[12:27:03.648]',-,0.995,0.455,0.570,0.659,1.635,93.683
'[12:27:03.656]',-,0.910,0.525,0.520,0.663,1.610,92.999
'[12:27:03.664]',-,0.975,0.450,0.555,0.667,1.585,92.560
'[12:27:03.672]',-,0.950,0.485,0.570,0.672,1.559,92.364
'[12:27:03.680]',-,1.025,0.420,0.545,0.676,1.533,92.511
'[12:27:03.688]',-,0.965,0.480,0.520,0.681,1.506,92.853
'[12:27:03.696]',-,0.945,0.505,0.510,0.686,1.488,93.341
'[12:27:03.704]',-,1.000,0.450,0.525,0.691,1.472,94.318
'[12:27:03.712]',-,1.105,0.355,0.565,0.696,1.454,95.979
'[12:27:03.720]',-,0.990,0.470,0.510,0.701,1.436,99.105
'[12:27:03.728]',-,1.030,0.425,0.495,0.706,1.418,104.233
'[12:27:03.736]',-,1.070,0.405,0.535,0.710,1.400,111.316
'[12:27:03.744]',-,1.050,0.420,0.485,0.715,1.383,119.815
'[12:27:03.752]',-,1.120,0.345,0.520,0.720,1.369,128.509
'[12:27:03.760]',-,1.140,0.350,0.500,0.724,1.355,136.422
'[12:27:03.768]',-,1.175,0.310,0.510,0.728,1.342,142.722
'[12:27:03.776]',-,1.100,0.400,0.475,0.732,1.329,147.314
'[12:27:03.784]',-,1.155,0.330,0.485,0.737,1.317,150.489
'[12:27:03.792]',-,1.190,0.315,0.470,0.741,1.304,152.980
'[12:27:03.800]',-,1.160,0.345,0.470,0.745,1.296,155.227
'[12:27:03.808]',-,1.100,0.385,0.450,0.748,1.290,157.425
'[12:27:03.816]',-,1.150,0.340,0.475,0.751,1.281,159.427
'[12:27:03.824]',-,1.080,0.415,0.455,0.753,1.270,161.039
'[12:27:03.832]',-,0.995,0.480,0.460,0.754,1.257,162.260
'[12:27:03.840]',-,0.955,0.500,0.470,0.755,1.244,162.993
'[12:27:03.848]',-,0.970,0.480,0.455,0.756,1.235,163.579
'[12:27:03.856]',-,0.960,0.495,0.475,0.756,1.224,164.116
'[12:27:03.864]',-,0.990,0.435,0.450,0.755,1.212,164.751
'[12:27:03.872]',-,0.940,0.495,0.485,0.754,1.199,165.435
'[12:27:03.880]',-,0.870,0.555,0.460,0.753,1.185,166.168
'[12:27:03.888]',-,0.920,0.510,0.495,0.752,1.169,166.851
'[12:27:03.896]',-,0.915,0.500,0.485,0.751,1.158,167.682
'[12:27:03.904]',-,0.895,0.530,0.510,0.749,1.150,168.561
'[12:27:03.912]',-,0.960,0.475,0.470,0.748,1.138,169.196
'[12:27:03.920]',-,0.875,0.560,0.455,0.746,1.126,169.636
'[12:27:03.928]',-,0.970,0.470,0.495,0.745,1.113,169.831
'[12:27:03.936]',-,0.895,0.550,0.470,0.744,1.103,169.880
'[12:27:03.944]',-,0.940,0.500,0.485,0.743,1.094,169.880
'[12:27:03.952]',-,0.905,0.495,0.480,0.742,1.091,169.636
'[12:27:03.960]',-,0.860,0.580,0.475,0.741,1.098,169.196
'[12:27:03.968]',-,0.905,0.535,0.485,0.740,1.116,168.610
'[12:27:03.976]',-,0.915,0.515,0.470,0.739,1.152,167.731
'[12:27:03.984]',-,0.935,0.495,0.505,0.739,1.208,166.607
'[12:27:03.992]',-,0.945,0.475,0.525,0.739,1.288,165.142
'[12:27:04.000]',-,0.905,0.530,0.455,0.741,1.376,162.993
'[12:27:04.008]',-,0.930,0.495,0.490,0.742,1.473,160.502
'[12:27:04.016]',-,0.920,0.525,0.480,0.745,1.592,157.571
'[12:27:04.024]',-,0.965,0.485,0.505,0.747,1.722,154.445
'[12:27:04.032]',-,0.900,0.545,0.490,0.751,1.854,150.977
'[12:27:04.040]',-,0.970,0.470,0.480,0.755,1.979,147.070
'[12:27:04.048]',-,0.975,0.475,0.480,0.760,2.094,142.478
'[12:27:04.056]',-,0.930,0.515,0.465,0.765,2.195,137.105
'[12:27:04.064]',-,0.975,0.470,0.470,0.770,2.282,131.293
'[12:27:04.072]',-,0.925,0.535,0.455,0.775,2.358,125.920
'[12:27:04.080]',-,0.950,0.490,0.465,0.780,2.424,121.817
'[12:27:04.088]',-,0.905,0.535,0.470,0.785,2.486,119.375
'[12:27:04.096]',-,0.955,0.475,0.455,0.790,2.534,118.740
'[12:27:04.104]',-,0.915,0.510,0.485,0.796,2.576,119.473
'[12:27:04.112]',-,0.980,0.450,0.475,0.802,2.623,120.938
'[12:27:04.120]',-,0.930,0.500,0.490,0.808,2.671,122.306
'[12:27:04.128]',-,0.955,0.470,0.510,0.814,2.719,123.380
'[12:27:04.136]',-,0.915,0.520,0.490,0.820,2.769,123.917
'[12:27:04.144]',-,0.955,0.490,0.495,0.825,2.818,124.113
'[12:27:04.152]',-,0.925,0.520,0.460,0.830,2.864,123.869
'[12:27:04.160]',-,0.950,0.505,0.485,0.836,2.907,123.380
'[12:27:04.168]',-,0.965,0.485,0.515,0.842,2.946,122.696
'[12:27:04.176]',-,0.910,0.530,0.480,0.849,2.980,121.817
'[12:27:04.184]',-,1.000,0.435,0.465,0.856,3.011,120.987
'[12:27:04.192]',-,1.035,0.410,0.500,0.862,3.035,120.156
'[12:27:04.200]',-,0.930,0.520,0.460,0.869,3.048,119.375
'[12:27:04.208]',-,1.000,0.445,0.485,0.875,3.055,118.545
'[12:27:04.216]',-,1.080,0.385,0.510,0.881,3.063,117.763
'[12:27:04.224]',-,0.955,0.520,0.430,0.886,3.067,116.982
'[12:27:04.232]',-,1.045,0.445,0.430,0.890,3.068,116.102
'[12:27:04.240]',-,1.035,0.460,0.415,0.893,3.065,115.174
'[12:27:04.248]',-,1.045,0.435,0.435,0.897,3.056,114.246
'[12:27:04.256]',-,1.010,0.430,0.465,0.899,3.040,113.367
'[12:27:04.264]',-,1.005,0.465,0.445,0.901,3.016,112.488
'[12:27:04.272]',-,0.970,0.485,0.470,0.903,2.982,111.560
'[12:27:04.280]',-,1.000,0.450,0.500,0.904,2.942,110.632
'[12:27:04.288]',-,0.895,0.545,0.450,0.905,2.895,109.753
'[12:27:04.296]',-,0.950,0.470,0.480,0.905,2.847,108.971
'[12:27:04.304]',-,0.875,0.550,0.505,0.906,2.797,108.287
'[12:27:04.312]',-,0.900,0.515,0.495,0.906,2.739,107.555
'[12:27:04.320]',-,0.920,0.500,0.485,0.906,2.676,106.676
'[12:27:04.328]',-,0.915,0.515,0.495,0.906,2.611,105.601
'[12:27:04.336]',-,0.920,0.530,0.480,0.905,2.546,104.575
'[12:27:04.344]',-,0.905,0.520,0.495,0.905,2.487,103.745
'[12:27:04.352]',-,0.935,0.495,0.480,0.904,2.432,103.501
'[12:27:04.360]',-,0.885,0.550,0.495,0.903,2.384,103.501
'[12:27:04.368]',-,0.980,0.460,0.540,0.902,2.343,103.598
'[12:27:04.376]',-,1.060,0.410,0.530,0.900,2.310,103.550
'[12:27:04.384]',-,1.255,0.235,0.575,0.899,2.283,103.256
'[12:27:04.392]',-,1.500,0.005,0.435,0.897,2.258,102.621
'[12:27:04.400]',-,1.430,0.150,0.185,0.895,2.236,101.938
'[12:27:04.408]',-,1.180,0.435,0.055,0.894,2.214,101.303
'[12:27:04.416]',-,0.940,0.550,0.250,0.893,2.191,100.814
'[12:27:04.424]',-,0.950,0.515,0.395,0.892,2.166,100.570
'[12:27:04.432]',-,0.900,0.550,0.435,0.892,2.139,100.472
'[12:27:04.440]',-,0.850,0.570,0.445,0.891,2.109,100.423
'[12:27:04.448]',-,0.930,0.505,0.415,0.891,2.077,100.375
'[12:27:04.456]',-,0.955,0.475,0.510,0.890,2.044,100.228
'[12:27:04.464]',-,0.910,0.515,0.525,0.889,2.011,100.130
'[12:27:04.472]',-,0.940,0.490,0.550,0.888,1.978,100.033
'[12:27:04.480]',-,0.930,0.465,0.525,0.888,1.944,100.130
'[12:27:04.488]',-,0.965,0.505,0.535,0.888,1.913,100.228
'[12:27:04.496]',-,0.905,0.535,0.525,0.888,1.890,100.423
'[12:27:04.504]',-,0.925,0.510,0.510,0.888,1.869,100.375
'[12:27:04.512]',-,0.945,0.490,0.540,0.888,1.844,99.935
'[12:27:04.520]',-,0.910,0.510,0.520,0.889,1.816,99.056
'[12:27:04.528]',-,0.965,0.460,0.535,0.889,1.788,97.932
'[12:27:04.536]',-,1.025,0.405,0.555,0.889,1.757,96.614
'[12:27:04.544]',-,0.905,0.530,0.530,0.889,1.724,95.295
'[12:27:04.552]',-,0.965,0.485,0.535,0.889,1.693,94.318
'[12:27:04.560]',-,0.880,0.570,0.485,0.889,1.663,93.732
'[12:27:04.568]',-,0.980,0.440,0.530,0.889,1.635,93.488
'[12:27:04.576]',-,0.930,0.500,0.525,0.889,1.610,93.341
'[12:27:04.584]',-,1.000,0.440,0.535,0.889,1.585,93.195
'[12:27:04.592]',-,0.920,0.520,0.510,0.889,1.561,92.853
'[12:27:04.600]',-,0.980,0.470,0.510,0.889,1.543,92.608
'[12:27:04.608]',-,0.935,0.500,0.530,0.889,1.528,92.413
'[12:27:04.616]',-,0.995,0.450,0.505,0.889,1.512,92.657
'[12:27:04.624]',-,0.955,0.500,0.475,0.889,1.498,93.683
'[12:27:04.632]',-,1.000,0.450,0.530,0.889,1.485,96.076
'[12:27:04.640]',-,1.030,0.425,0.555,0.889,1.475,100.130
'[12:27:04.648]',-,1.070,0.385,0.520,0.889,1.465,106.236
'[12:27:04.656]',-,1.055,0.405,0.485,0.889,1.455,114.051
'[12:27:04.664]',-,1.045,0.425,0.535,0.889,1.441,122.501
'[12:27:04.672]',-,1.115,0.360,0.505,0.888,1.425,130.414
'[12:27:04.680]',-,1.060,0.415,0.485,0.887,1.410,137.252
'[12:27:04.688]',-,1.210,0.270,0.530,0.886,1.395,142.576
'[12:27:04.696]',-,1.040,0.455,0.420,0.885,1.385,146.386
'[12:27:04.704]',-,1.100,0.460,0.450,0.883,1.379,149.316
'[12:27:04.712]',-,1.170,0.320,0.475,0.881,1.373,151.954
'[12:27:04.720]',-,1.150,0.345,0.435,0.878,1.369,154.689
'[12:27:04.728]',-,1.095,0.385,0.465,0.875,1.364,157.376
'[12:27:04.736]',-,1.070,0.400,0.430,0.871,1.359,159.574
'[12:27:04.744]',-,1.010,0.450,0.450,0.867,1.355,160.941
'[12:27:04.752]',-,1.025,0.435,0.460,0.861,1.351,161.674
'[12:27:04.760]',-,0.930,0.525,0.490,0.856,1.345,162.065
'[12:27:04.768]',-,0.965,0.475,0.455,0.849,1.338,162.455
'[12:27:04.776]',-,0.895,0.530,0.480,0.842,1.329,162.944
'[12:27:04.784]',-,0.935,0.490,0.500,0.835,1.319,163.628
'[12:27:04.792]',-,0.880,0.560,0.490,0.828,1.305,164.312
'[12:27:04.800]',-,0.955,0.485,0.530,0.819,1.293,165.044
'[12:27:04.808]',-,0.840,0.585,0.465,0.810,1.281,165.728
'[12:27:04.816]',-,0.875,0.550,0.490,0.800,1.261,166.412
'[12:27:04.824]',-,0.865,0.560,0.470,0.790,1.239,167.047
'[12:27:04.832]',-,0.915,0.495,0.520,0.779,1.215,167.438
'[12:27:04.840]',-,0.865,0.560,0.500,0.769,1.170,167.731
'[12:27:04.848]',-,0.935,0.500,0.510,0.758,1.116,167.877
'[12:27:04.856]',-,0.835,0.600,0.475,0.747,1.081,167.975
'[12:27:04.864]',-,0.830,0.585,0.420,0.738,1.059,168.073
'[12:27:04.872]',-,0.885,0.535,0.480,0.728,1.048,167.926
'[12:27:04.880]',-,0.920,0.505,0.510,0.719,1.052,167.633
'[12:27:04.888]',-,0.870,0.565,0.475,0.710,1.074,167.047
'[12:27:04.896]',-,0.910,0.510,0.480,0.700,1.110,166.070
'[12:27:04.904]',-,0.855,0.575,0.465,0.691,1.164,164.751
'[12:27:04.912]',-,0.905,0.525,0.485,0.683,1.247,163.042
'[12:27:04.920]',-,0.965,0.530,0.480,0.674,1.354,160.990
'[12:27:04.928]',-,1.020,0.410,0.530,0.667,1.479,158.499
'[12:27:04.936]',-,0.835,0.600,0.485,0.659,1.615,155.568
'[12:27:04.944]',-,0.925,0.500,0.470,0.653,1.753,152.003
'[12:27:04.952]',-,0.865,0.570,0.480,0.647,1.885,147.802
'[12:27:04.960]',-,0.900,0.540,0.485,0.641,2.005,142.918
'[12:27:04.968]',-,0.940,0.510,0.450,0.635,2.110,137.594
'[12:27:04.976]',-,0.900,0.540,0.490,0.629,2.200,132.221
'[12:27:04.984]',-,0.970,0.470,0.510,0.624,2.277,127.239
'[12:27:04.992]',-,0.990,0.445,0.495,0.618,2.342,123.283
'[12:27:05.000]',-,0.880,0.550,0.440,0.613,2.391,120.791
'[12:27:05.008]',-,0.935,0.500,0.460,0.607,2.431,119.815
'[12:27:05.016]',-,0.965,0.470,0.485,0.602,2.477,119.912
'[12:27:05.024]',-,0.905,0.535,0.475,0.598,2.526,120.596
'[12:27:05.032]',-,0.920,0.525,0.485,0.594,2.575,121.378
'[12:27:05.040]',-,0.855,0.585,0.455,0.590,2.623,121.866
'[12:27:05.048]',-,0.975,0.465,0.465,0.587,2.670,122.110
'[12:27:05.056]',-,0.965,0.485,0.460,0.582,2.716,122.110
'[12:27:05.064]',-,0.990,0.450,0.525,0.578,2.759,122.061
'[12:27:05.072]',-,0.930,0.505,0.530,0.574,2.798,121.817
'[12:27:05.080]',-,0.875,0.560,0.455,0.569,2.834,121.426
'[12:27:05.088]',-,0.940,0.495,0.475,0.565,2.867,120.889
'[12:27:05.096]',-,0.955,0.515,0.515,0.560,2.891,120.303
'[12:27:05.104]',-,0.945,0.490,0.490,0.556,2.906,119.619
'[12:27:05.112]',-,0.980,0.480,0.485,0.552,2.922,118.984
'[12:27:05.120]',-,0.960,0.520,0.465,0.549,2.935,118.349
'[12:27:05.128]',-,1.030,0.445,0.505,0.546,2.940,117.665
'[12:27:05.136]',-,1.020,0.445,0.475,0.543,2.940,116.933
'[12:27:05.144]',-,1.010,0.465,0.415,0.540,2.935,116.200
'[12:27:05.152]',-,1.030,0.460,0.475,0.537,2.926,115.419
'[12:27:05.160]',-,1.020,0.465,0.495,0.534,2.911,114.491
'[12:27:05.168]',-,1.095,0.370,0.450,0.530,2.891,113.416
'[12:27:05.176]',-,0.950,0.495,0.460,0.527,2.865,112.439
'[12:27:05.184]',-,0.935,0.505,0.460,0.525,2.832,111.511
'[12:27:05.192]',-,0.895,0.545,0.460,0.522,2.794,110.681
'[12:27:05.200]',-,0.925,0.515,0.470,0.520,2.749,109.802
'[12:27:05.208]',-,0.905,0.540,0.475,0.517,2.693,108.971
'[12:27:05.216]',-,0.980,0.460,0.485,0.516,2.629,108.239
'[12:27:05.224]',-,0.905,0.540,0.460,0.514,2.557,107.506
'[12:27:05.232]',-,0.950,0.485,0.485,0.512,2.482,106.676
'[12:27:05.240]',-,0.885,0.555,0.480,0.510,2.405,105.845
'[12:27:05.248]',-,0.910,0.535,0.470,0.508,2.330,105.064
'[12:27:05.256]',-,0.985,0.450,0.525,0.506,2.261,104.429
'[12:27:05.264]',-,0.895,0.545,0.530,0.503,2.198,103.794
'[12:27:05.272]',-,0.880,0.520,0.465,0.501,2.143,103.159
'[12:27:05.280]',-,0.920,0.535,0.550,0.499,2.095,102.573
'[12:27:05.288]',-,1.110,0.360,0.565,0.497,2.053,102.035
'[12:27:05.296]',-,1.275,0.215,0.615,0.495,2.020,101.596
'[12:27:05.304]',-,1.490,0.050,0.450,0.493,1.991,101.254
'[12:27:05.312]',-,1.445,0.140,0.220,0.491,1.964,101.058
'[12:27:05.320]',-,1.160,0.455,0.095,0.490,1.938,100.863
'[12:27:05.328]',-,0.965,0.530,0.300,0.488,1.913,100.717
'[12:27:05.336]',-,0.895,0.585,0.425,0.487,1.887,100.619
'[12:27:05.344]',-,0.885,0.590,0.435,0.485,1.860,100.472
'[12:27:05.352]',-,0.965,0.480,0.485,0.484,1.834,100.326
'[12:27:05.360]',-,0.930,0.520,0.480,0.483,1.806,100.033
'[12:27:05.368]',-,1.020,0.405,0.550,0.482,1.779,99.740
'[12:27:05.376]',-,0.920,0.505,0.555,0.482,1.751,99.495
'[12:27:05.384]',-,0.890,0.540,0.520,0.482,1.722,99.251
'[12:27:05.392]',-,0.930,0.545,0.535,0.483,1.698,99.007
'[12:27:05.400]',-,0.990,0.455,0.575,0.484,1.676,98.763
'[12:27:05.408]',-,0.900,0.550,0.550,0.485,1.651,98.421
'[12:27:05.416]',-,0.955,0.480,0.560,0.487,1.622,98.177
'[12:27:05.424]',-,0.995,0.440,0.595,0.489,1.591,97.786
'[12:27:05.432]',-,0.840,0.585,0.530,0.491,1.563,97.297
'[12:27:05.440]',-,0.970,0.470,0.575,0.495,1.536,96.662
'[12:27:05.448]',-,0.915,0.525,0.550,0.498,1.509,95.979
'[12:27:05.456]',-,0.985,0.460,0.620,0.502,1.484,95.246
'[12:27:05.464]',-,0.980,0.475,0.625,0.505,1.458,94.416
'[12:27:05.472]',-,0.915,0.540,0.580,0.510,1.433,93.683
'[12:27:05.480]',-,1.005,0.455,0.590,0.515,1.408,92.999
'[12:27:05.488]',-,1.080,0.375,0.600,0.521,1.382,92.413
'[12:27:05.496]',-,0.965,0.485,0.545,0.527,1.360,91.973
'[12:27:05.504]',-,0.920,0.535,0.570,0.532,1.338,91.876
'[12:27:05.512]',-,1.015,0.435,0.595,0.537,1.312,91.973
'[12:27:05.520]',-,0.935,0.525,0.530,0.542,1.284,92.315
'[12:27:05.528]',-,1.015,0.445,0.545,0.547,1.259,92.804
'[12:27:05.536]',-,1.095,0.370,0.575,0.552,1.236,93.732
'[12:27:05.544]',-,0.995,0.485,0.525,0.558,1.214,95.490
'[12:27:05.552]',-,1.020,0.435,0.515,0.563,1.195,98.860
'[12:27:05.560]',-,1.030,0.430,0.540,0.568,1.180,104.184
'[12:27:05.568]',-,1.065,0.395,0.520,0.572,1.168,111.413
'[12:27:05.576]',-,1.100,0.370,0.575,0.577,1.158,119.863
'[12:27:05.584]',-,1.040,0.420,0.550,0.580,1.150,128.313
'[12:27:05.592]',-,1.110,0.370,0.570,0.584,1.145,135.738
'[12:27:05.600]',-,1.195,0.390,0.575,0.586,1.143,141.501
'[12:27:05.608]',-,1.090,0.290,0.530,0.589,1.135,145.604
'[12:27:05.616]',-,1.165,0.320,0.545,0.590,1.123,148.633
'[12:27:05.624]',-,1.110,0.395,0.510,0.591,1.109,151.124
'[12:27:05.632]',-,1.210,0.300,0.505,0.591,1.094,153.419
'[12:27:05.640]',-,1.070,0.435,0.515,0.591,1.078,155.568
'[12:27:05.648]',-,1.075,0.425,0.475,0.589,1.061,157.425
'[12:27:05.656]',-,1.020,0.470,0.455,0.587,1.043,158.890
'[12:27:05.664]',-,1.040,0.425,0.520,0.585,1.025,159.818
'[12:27:05.672]',-,1.050,0.410,0.550,0.582,1.009,160.502
'[12:27:05.680]',-,0.900,0.555,0.485,0.578,0.993,161.039
'[12:27:05.688]',-,0.885,0.555,0.505,0.574,0.979,161.723
'[12:27:05.696]',-,0.955,0.495,0.530,0.569,0.972,162.504
'[12:27:05.704]',-,1.005,0.440,0.540,0.564,0.969,163.237
'[12:27:05.712]',-,0.875,0.565,0.500,0.558,0.965,163.872
'[12:27:05.720]',-,0.980,0.470,0.555,0.551,0.961,164.409
'[12:27:05.728]',-,0.880,0.565,0.520,0.545,0.955,164.947
'[12:27:05.736]',-,0.930,0.510,0.505,0.539,0.946,165.288
'[12:27:05.744]',-,0.940,0.500,0.520,0.534,0.935,165.679
'[12:27:05.752]',-,0.890,0.550,0.520,0.529,0.925,165.972
'[12:27:05.760]',-,0.845,0.595,0.515,0.523,0.917,166.168
'[12:27:05.768]',-,0.940,0.490,0.535,0.518,0.912,166.265
'[12:27:05.776]',-,0.920,0.510,0.510,0.512,0.910,166.070
'[12:27:05.784]',-,0.945,0.500,0.530,0.507,0.912,165.728
'[12:27:05.792]',-,0.820,0.630,0.490,0.503,0.922,165.191
'[12:27:05.800]',-,0.890,0.555,0.510,0.498,0.940,164.409
'[12:27:05.808]',-,0.920,0.520,0.475,0.495,0.972,163.481
'[12:27:05.816]',-,0.925,0.510,0.470,0.491,1.020,162.309
'[12:27:05.824]',-,0.900,0.540,0.495,0.488,1.087,160.795
'[12:27:05.832]',-,0.940,0.495,0.465,0.486,1.178,158.792
'[12:27:05.840]',-,0.905,0.520,0.490,0.484,1.287,156.350
'[12:27:05.848]',-,0.980,0.450,0.465,0.483,1.413,153.370
'[12:27:05.856]',-,0.825,0.620,0.410,0.483,1.545,149.805
'[12:27:05.864]',-,0.925,0.545,0.435,0.483,1.678,145.604
'[12:27:05.872]',-,0.905,0.555,0.405,0.483,1.805,140.720
'[12:27:05.880]',-,0.940,0.500,0.420,0.484,1.922,135.298
'[12:27:05.888]',-,0.980,0.460,0.430,0.484,2.025,129.681
'[12:27:05.896]',-,0.945,0.490,0.385,0.484,2.107,124.601
'[12:27:05.904]',-,0.965,0.495,0.395,0.485,2.175,120.694
'[12:27:05.912]',-,0.985,0.455,0.425,0.485,2.245,118.349
'[12:27:05.920]',-,1.060,0.385,0.480,0.486,2.313,117.568
'[12:27:05.928]',-,0.920,0.535,0.430,0.487,2.378,117.861
'[12:27:05.936]',-,0.895,0.560,0.420,0.488,2.442,118.691
'[12:27:05.944]',-,0.875,0.580,0.415,0.490,2.503,119.570
'[12:27:05.952]',-,0.955,0.485,0.410,0.491,2.563,120.156
'[12:27:05.960]',-,0.935,0.505,0.405,0.492,2.619,120.596
'[12:27:05.968]',-,0.920,0.520,0.450,0.493,2.670,120.938
'[12:27:05.976]',-,0.980,0.465,0.460,0.493,2.717,120.987
'[12:27:05.984]',-,0.920,0.525,0.425,0.493,2.760,120.889
'[12:27:05.992]',-,0.980,0.460,0.470,0.492,2.790,120.498
'[12:27:06.000]',-,0.970,0.480,0.445,0.491,2.813,119.912
'[12:27:06.008]',-,1.070,0.380,0.495,0.490,2.842,119.228
'[12:27:06.016]',-,0.955,0.495,0.460,0.488,2.872,118.447
'[12:27:06.024]',-,1.020,0.450,0.465,0.487,2.903,117.568
'[12:27:06.032]',-,0.980,0.490,0.440,0.485,2.933,116.640
'[12:27:06.040]',-,1.035,0.445,0.465,0.483,2.962,115.761
'[12:27:06.048]',-,1.055,0.425,0.410,0.480,2.991,114.881
'[12:27:06.056]',-,0.990,0.500,0.430,0.478,3.018,114.100
'[12:27:06.064]',-,0.980,0.515,0.375,0.475,3.040,113.318
'[12:27:06.072]',-,1.050,0.435,0.430,0.473,3.057,112.488
'[12:27:06.080]',-,1.005,0.430,0.425,0.470,3.066,111.560
'[12:27:06.088]',-,1.010,0.450,0.440,0.466,3.066,110.534
'[12:27:06.096]',-,0.935,0.510,0.390,0.462,3.055,109.508
'[12:27:06.104]',-,0.920,0.535,0.425,0.459,3.031,108.483
'[12:27:06.112]',-,0.955,0.490,0.435,0.454,2.999,107.555
'[12:27:06.120]',-,0.885,0.565,0.440,0.450,2.956,106.627
'[12:27:06.128]',-,0.980,0.465,0.435,0.445,2.901,105.796
'[12:27:06.136]',-,1.050,0.390,0.465,0.441,2.839,105.113
'[12:27:06.144]',-,0.870,0.575,0.470,0.437,2.770,104.429
'[12:27:06.152]',-,0.925,0.510,0.440,0.432,2.699,103.794
'[12:27:06.160]',-,0.960,0.470,0.480,0.428,2.630,103.159
'[12:27:06.168]',-,0.885,0.565,0.490,0.424,2.565,102.573
'[12:27:06.176]',-,0.990,0.445,0.545,0.419,2.506,102.035
'[12:27:06.184]',-,0.955,0.490,0.540,0.414,2.454,101.596
'[12:27:06.192]',-,1.110,0.395,0.530,0.409,2.410,101.303
'[12:27:06.200]',-,1.350,0.185,0.590,0.403,2.372,101.010
'[12:27:06.208]',-,1.335,0.215,0.380,0.398,2.336,100.668
'[12:27:06.216]',-,1.495,0.125,0.190,0.392,2.300,100.375
'[12:27:06.224]',-,1.200,0.440,0.100,0.387,2.264,99.984
'[12:27:06.232]',-,0.900,0.610,0.275,0.381,2.228,99.593
'[12:27:06.240]',-,0.860,0.615,0.380,0.376,2.192,99.300
'[12:27:06.248]',-,0.930,0.510,0.425,0.370,2.152,99.056
'[12:27:06.256]',-,0.940,0.515,0.435,0.365,2.109,98.860
'[12:27:06.264]',-,1.000,0.450,0.485,0.360,2.065,98.616
'[12:27:06.272]',-,0.970,0.480,0.525,0.354,2.019,98.372
'[12:27:06.280]',-,0.920,0.525,0.515,0.349,1.970,98.030
'[12:27:06.288]',-,0.900,0.545,0.500,0.344,1.921,97.737
'[12:27:06.296]',-,1.020,0.430,0.530,0.338,1.878,97.444
'[12:27:06.304]',-,0.920,0.525,0.495,0.333,1.839,97.200
'[12:27:06.312]',-,0.890,0.555,0.535,0.329,1.799,96.858
'[12:27:06.320]',-,0.930,0.510,0.560,0.324,1.761,96.614
'[12:27:06.328]',-,0.945,0.510,0.525,0.320,1.724,96.321
'[12:27:06.336]',-,0.985,0.475,0.545,0.316,1.689,95.881
'[12:27:06.344]',-,0.900,0.545,0.520,0.313,1.655,95.344
'[12:27:06.352]',-,0.975,0.470,0.540,0.309,1.622,94.660
'[12:27:06.360]',-,0.950,0.490,0.505,0.306,1.589,93.927
'[12:27:06.368]',-,0.980,0.470,0.525,0.303,1.559,93.195
'[12:27:06.376]',-,1.060,0.405,0.570,0.300,1.528,92.511
