'Time','II','III','AVR','V','RESP','PLETH','ABP'
'[13:14:12.536]',0.086,-,0.855,1.020,0.212,0.499,88.201
'[13:14:12.544]',0.090,-,0.840,1.004,0.213,0.521,88.592
'[13:14:12.552]',0.086,-,0.830,0.994,0.215,0.540,88.788
'[13:14:12.560]',0.090,-,0.805,0.980,0.216,0.561,89.179
'[13:14:12.568]',0.096,-,0.789,0.975,0.217,0.583,89.374
'[13:14:12.576]',0.111,-,0.766,0.969,0.218,0.604,89.570
'[13:14:12.584]',0.131,-,0.750,0.969,0.219,0.625,89.765
'[13:14:12.592]',0.141,-,0.709,0.945,0.221,0.644,89.765
'[13:14:12.600]',0.160,-,0.686,0.930,0.223,0.662,89.765
'[13:14:12.608]',0.166,-,0.645,0.895,0.224,0.677,89.570
'[13:14:12.616]',0.180,-,0.609,0.859,0.226,0.690,89.374
'[13:14:12.624]',0.189,-,0.570,0.834,0.227,0.699,89.179
'[13:14:12.632]',0.195,-,0.555,0.824,0.228,0.705,88.983
'[13:14:12.640]',0.160,-,0.545,0.811,0.230,0.705,88.788
'[13:14:12.648]',0.145,-,0.539,0.811,0.231,0.701,88.592
'[13:14:12.656]',0.121,-,0.551,0.814,0.232,0.694,88.592
'[13:14:12.664]',0.100,-,0.535,0.799,0.234,0.686,88.396
'[13:14:12.672]',0.086,-,0.520,0.785,0.236,0.675,88.201
'[13:14:12.680]',0.064,-,0.506,0.770,0.237,0.664,88.201
'[13:14:12.688]',0.051,-,0.494,0.754,0.238,0.650,87.810
'[13:14:12.696]',0.051,-,0.480,0.750,0.239,0.637,87.614
'[13:14:12.704]',0.051,-,0.461,0.740,0.239,0.625,87.223
'[13:14:12.712]',0.055,-,0.436,0.730,0.239,0.612,86.636
'[13:14:12.720]',0.055,-,0.430,0.721,0.240,0.600,85.854
'[13:14:12.728]',0.061,-,0.410,0.715,0.239,0.589,85.267
'[13:14:12.736]',0.061,-,0.404,0.709,0.239,0.581,84.681
'[13:14:12.744]',0.031,-,0.410,0.744,0.239,0.573,84.094
'[13:14:12.752]',0.061,-,0.385,0.766,0.239,0.566,83.507
'[13:14:12.760]',0.260,-,0.234,0.645,0.238,0.559,83.116
'[13:14:12.768]',0.555,-,0.035,0.426,0.237,0.552,82.725
'[13:14:12.776]',0.750,-,-0.135,0.150,0.236,0.544,82.529
'[13:14:12.784]',0.865,-,-0.219,-0.029,0.235,0.538,82.334
'[13:14:12.792]',0.760,-,-0.164,-0.049,0.235,0.531,82.138
'[13:14:12.800]',0.336,-,0.076,0.160,0.234,0.523,81.747
'[13:14:12.808]',0.051,-,0.250,0.340,0.233,0.516,81.356
'[13:14:12.816]',-0.090,-,0.375,0.490,0.232,0.510,81.356
'[13:14:12.824]',-0.180,-,0.449,0.609,0.231,0.503,81.160
'[13:14:12.832]',-0.184,-,0.494,0.705,0.230,0.497,81.160
'[13:14:12.840]',-0.119,-,0.506,0.760,0.229,0.491,80.769
'[13:14:12.848]',-0.084,-,0.520,0.799,0.228,0.485,80.574
'[13:14:12.856]',-0.035,-,0.529,0.830,0.226,0.480,80.378
'[13:14:12.864]',0.016,-,0.551,0.865,0.225,0.475,80.378
'[13:14:12.872]',0.041,-,0.596,0.900,0.224,0.470,80.378
'[13:14:12.880]',0.055,-,0.641,0.939,0.223,0.466,80.378
'[13:14:12.888]',0.070,-,0.705,0.990,0.222,0.462,80.183
'[13:14:12.896]',0.080,-,0.785,1.045,0.222,0.458,79.791
'[13:14:12.904]',0.090,-,0.885,1.109,0.221,0.453,79.791
'[13:14:12.912]',0.090,-,1.000,1.184,0.221,0.447,79.400
'[13:14:12.920]',0.090,-,1.135,1.279,0.221,0.440,79.205
'[13:14:12.928]',0.086,-,1.264,1.363,0.221,0.431,78.814
'[13:14:12.936]',0.100,-,1.420,1.469,0.221,0.423,78.227
'[13:14:12.944]',0.105,-,1.500,1.500,0.222,0.415,77.836
'[13:14:12.952]',0.105,-,1.500,1.500,0.223,0.411,77.445
'[13:14:12.960]',0.111,-,1.500,1.500,0.224,0.406,77.249
'[13:14:12.968]',0.115,-,1.500,1.500,0.225,0.400,76.662
'[13:14:12.976]',0.121,-,1.500,1.500,0.227,0.395,76.467
'[13:14:12.984]',0.121,-,1.500,1.500,0.229,0.391,76.076
'[13:14:12.992]',0.131,-,1.500,1.500,0.230,0.387,75.685
'[13:14:13.000]',0.135,-,1.500,1.500,0.232,0.383,75.293
'[13:14:13.008]',0.131,-,1.500,1.500,0.233,0.378,75.098
'[13:14:13.016]',0.135,-,1.500,1.500,0.234,0.373,74.511
'[13:14:13.024]',0.141,-,1.500,1.500,0.235,0.368,74.120
'[13:14:13.032]',0.141,-,1.500,1.500,0.236,0.361,73.729
'[13:14:13.040]',0.141,-,1.500,1.500,0.237,0.355,73.533
'[13:14:13.048]',0.150,-,1.500,1.500,0.238,0.350,73.142
'[13:14:13.056]',0.160,-,1.500,1.500,0.238,0.347,72.947
'[13:14:13.064]',0.166,-,1.500,1.500,0.239,0.343,72.751
'[13:14:13.072]',0.166,-,1.500,1.500,0.239,0.339,72.751
'[13:14:13.080]',0.180,-,1.500,1.500,0.239,0.336,72.555
'[13:14:13.088]',0.189,-,1.500,1.500,0.239,0.332,72.360
'[13:14:13.096]',0.201,-,1.500,1.500,0.239,0.328,72.164
'[13:14:13.104]',0.221,-,1.500,1.500,0.239,0.323,72.164
'[13:14:13.112]',0.240,-,1.500,1.500,0.239,0.317,72.555
'[13:14:13.120]',0.250,-,1.500,1.500,0.239,0.310,73.338
'[13:14:13.128]',0.260,-,1.500,1.500,0.238,0.304,74.316
'[13:14:13.136]',0.270,-,1.500,1.500,0.237,0.298,75.880
'[13:14:13.144]',0.260,-,1.500,1.500,0.235,0.295,78.031
'[13:14:13.152]',0.250,-,1.500,1.500,0.234,0.292,80.769
'[13:14:13.160]',0.230,-,1.500,1.500,0.233,0.289,84.289
'[13:14:13.168]',0.215,-,1.500,1.500,0.231,0.286,88.396
'[13:14:13.176]',0.189,-,1.500,1.500,0.230,0.283,92.699
'[13:14:13.184]',0.170,-,1.500,1.500,0.228,0.280,97.197
'[13:14:13.192]',0.156,-,1.500,1.500,0.227,0.276,101.695
'[13:14:13.200]',0.141,-,1.500,1.500,0.225,0.272,106.193
'[13:14:13.208]',0.135,-,1.500,1.500,0.224,0.267,110.300
'[13:14:13.216]',0.125,-,1.500,1.500,0.222,0.261,114.211
'[13:14:13.224]',0.125,-,1.500,1.500,0.220,0.256,117.340
'[13:14:13.232]',0.115,-,1.500,1.500,0.219,0.250,119.883
'[13:14:13.240]',0.115,-,1.500,1.500,0.217,0.245,122.034
'[13:14:13.248]',0.115,-,1.500,1.500,0.215,0.242,123.794
'[13:14:13.256]',0.115,-,1.500,1.500,0.214,0.240,125.163
'[13:14:13.264]',0.115,-,1.500,1.500,0.213,0.239,125.945
'[13:14:13.272]',0.121,-,1.500,1.500,0.212,0.238,125.945
'[13:14:13.280]',0.121,-,1.500,1.500,0.212,0.236,125.750
'[13:14:13.288]',0.121,-,1.500,1.500,0.211,0.235,124.967
'[13:14:13.296]',0.121,-,1.500,1.500,0.211,0.233,123.990
'[13:14:13.304]',0.121,-,1.500,1.500,0.211,0.232,122.425
'[13:14:13.312]',0.115,-,1.500,1.500,0.211,0.231,120.274
'[13:14:13.320]',0.121,-,1.500,1.500,0.211,0.231,117.731
'[13:14:13.328]',0.115,-,1.500,1.500,0.212,0.232,114.602
'[13:14:13.336]',0.115,-,1.500,1.500,0.213,0.236,111.082
'[13:14:13.344]',0.111,-,1.500,1.500,0.214,0.241,107.366
'[13:14:13.352]',0.105,-,1.500,1.500,0.216,0.251,103.651
'[13:14:13.360]',0.111,-,1.500,1.500,0.218,0.266,100.326
'[13:14:13.368]',0.100,-,1.500,1.500,0.220,0.285,97.001
'[13:14:13.376]',0.096,-,1.500,1.500,0.222,0.309,94.263
'[13:14:13.384]',0.105,-,1.500,1.500,0.225,0.336,91.917
'[13:14:13.392]',0.115,-,1.500,1.500,0.228,0.366,90.157
'[13:14:13.400]',0.105,-,1.500,1.500,0.232,0.394,88.788
'[13:14:13.408]',0.111,-,1.500,1.500,0.236,0.422,88.005
'[13:14:13.416]',0.100,-,1.500,1.500,0.239,0.450,87.614
'[13:14:13.424]',0.105,-,1.500,1.500,0.241,0.476,87.614
'[13:14:13.432]',0.105,-,1.500,1.500,0.244,0.502,87.810
'[13:14:13.440]',0.111,-,1.500,1.500,0.246,0.527,88.201
'[13:14:13.448]',0.105,-,1.500,1.500,0.249,0.547,88.788
'[13:14:13.456]',0.115,-,1.500,1.498,0.252,0.566,88.983
'[13:14:13.464]',0.121,-,1.500,1.488,0.255,0.587,89.179
'[13:14:13.472]',0.121,-,1.500,1.475,0.259,0.609,89.374
'[13:14:13.480]',0.135,-,1.500,1.465,0.261,0.630,89.570
'[13:14:13.488]',0.156,-,1.484,1.449,0.264,0.650,89.570
'[13:14:13.496]',0.176,-,1.443,1.430,0.266,0.667,89.570
'[13:14:13.504]',0.189,-,1.420,1.414,0.268,0.680,89.765
'[13:14:13.512]',0.201,-,1.389,1.375,0.269,0.690,89.765
'[13:14:13.520]',0.215,-,1.350,1.344,0.271,0.696,89.374
'[13:14:13.528]',0.230,-,1.324,1.334,0.272,0.698,89.179
'[13:14:13.536]',0.215,-,1.309,1.318,0.273,0.696,88.983
'[13:14:13.544]',0.186,-,1.305,1.309,0.273,0.691,88.983
'[13:14:13.552]',0.166,-,1.299,1.309,0.274,0.685,88.788
'[13:14:13.560]',0.145,-,1.305,1.309,0.273,0.676,88.396
'[13:14:13.568]',0.121,-,1.305,1.314,0.273,0.666,87.810
'[13:14:13.576]',0.100,-,1.299,1.299,0.272,0.653,87.419
'[13:14:13.584]',0.086,-,1.295,1.289,0.271,0.639,87.223
'[13:14:13.592]',0.080,-,1.279,1.273,0.270,0.626,87.223
'[13:14:13.600]',0.076,-,1.260,1.260,0.269,0.612,87.027
'[13:14:13.608]',0.070,-,1.244,1.254,0.268,0.598,86.050
'[13:14:13.616]',0.080,-,1.219,1.234,0.267,0.587,85.267
'[13:14:13.624]',0.086,-,1.199,1.229,0.266,0.577,84.485
'[13:14:13.632]',0.090,-,1.180,1.209,0.265,0.568,84.289
'[13:14:13.640]',0.086,-,1.160,1.205,0.264,0.561,84.289
'[13:14:13.648]',0.051,-,1.160,1.250,0.264,0.555,83.898
'[13:14:13.656]',0.150,-,1.084,1.215,0.263,0.549,83.116
'[13:14:13.664]',0.391,-,0.920,1.064,0.263,0.543,82.334
'[13:14:13.672]',0.660,-,0.721,0.820,0.263,0.536,81.747
'[13:14:13.680]',0.830,-,0.564,0.545,0.263,0.529,81.356
'[13:14:13.688]',0.885,-,0.480,0.404,0.264,0.522,81.552
'[13:14:13.696]',0.641,-,0.584,0.471,0.265,0.515,81.356
'[13:14:13.704]',0.225,-,0.795,0.654,0.266,0.507,81.160
'[13:14:13.712]',0.006,-,0.920,0.799,0.267,0.499,80.769
'[13:14:13.720]',-0.109,-,1.000,0.930,0.268,0.492,80.378
'[13:14:13.728]',-0.170,-,1.059,1.029,0.269,0.486,79.987
'[13:14:13.736]',-0.135,-,1.064,1.090,0.270,0.480,79.987
'[13:14:13.744]',-0.100,-,1.045,1.115,0.272,0.475,79.791
'[13:14:13.752]',-0.049,-,1.010,1.129,0.272,0.472,79.400
'[13:14:13.760]',-0.004,-,0.969,1.125,0.273,0.469,79.009
'[13:14:13.768]',0.035,-,0.939,1.115,0.274,0.466,78.814
'[13:14:13.776]',0.055,-,0.914,1.109,0.275,0.462,78.814
'[13:14:13.784]',0.070,-,0.900,1.100,0.275,0.459,78.618
'[13:14:13.792]',0.090,-,0.879,1.090,0.276,0.456,78.422
'[13:14:13.800]',0.096,-,0.865,1.074,0.276,0.450,78.227
'[13:14:13.808]',0.100,-,0.850,1.070,0.276,0.445,78.031
'[13:14:13.816]',0.100,-,0.830,1.055,0.276,0.440,78.227
'[13:14:13.824]',0.111,-,0.811,1.045,0.277,0.434,78.227
'[13:14:13.832]',0.111,-,0.805,1.039,0.277,0.427,77.836
'[13:14:13.840]',0.121,-,0.785,1.035,0.277,0.421,77.249
'[13:14:13.848]',0.125,-,0.775,1.020,0.277,0.416,76.858
'[13:14:13.856]',0.125,-,0.760,1.020,0.277,0.411,76.662
'[13:14:13.864]',0.131,-,0.750,1.014,0.278,0.404,76.662
'[13:14:13.872]',0.141,-,0.734,1.000,0.279,0.396,76.467
'[13:14:13.880]',0.141,-,0.725,1.000,0.280,0.389,76.271
'[13:14:13.888]',0.141,-,0.715,0.994,0.281,0.382,75.880
'[13:14:13.896]',0.145,-,0.705,0.990,0.282,0.377,75.489
'[13:14:13.904]',0.156,-,0.689,0.984,0.283,0.371,75.293
'[13:14:13.912]',0.156,-,0.676,0.980,0.284,0.368,75.098
'[13:14:13.920]',0.156,-,0.670,0.980,0.286,0.364,74.707
'[13:14:13.928]',0.160,-,0.654,0.975,0.287,0.361,74.511
'[13:14:13.936]',0.156,-,0.645,0.975,0.289,0.357,74.120
'[13:14:13.944]',0.160,-,0.641,0.975,0.291,0.355,73.924
'[13:14:13.952]',0.166,-,0.625,0.980,0.293,0.353,73.533
'[13:14:13.960]',0.176,-,0.615,0.980,0.295,0.349,73.142
'[13:14:13.968]',0.180,-,0.605,0.975,0.297,0.345,72.751
'[13:14:13.976]',0.189,-,0.596,0.975,0.299,0.341,72.555
'[13:14:13.984]',0.205,-,0.570,0.965,0.301,0.337,72.360
'[13:14:13.992]',0.215,-,0.551,0.955,0.303,0.334,72.360
'[13:14:14.000]',0.230,-,0.535,0.939,0.305,0.330,72.555
'[13:14:14.008]',0.240,-,0.520,0.924,0.307,0.327,72.947
'[13:14:14.016]',0.256,-,0.500,0.904,0.310,0.324,73.533
'[13:14:14.024]',0.275,-,0.480,0.875,0.311,0.321,74.316
'[13:14:14.032]',0.285,-,0.461,0.850,0.313,0.317,75.880
'[13:14:14.040]',0.285,-,0.455,0.830,0.314,0.314,78.031
'[13:14:14.048]',0.279,-,0.455,0.811,0.315,0.313,80.769
'[13:14:14.056]',0.260,-,0.461,0.795,0.316,0.311,84.094
'[13:14:14.064]',0.234,-,0.471,0.789,0.317,0.309,87.810
'[13:14:14.072]',0.225,-,0.471,0.785,0.318,0.306,92.112
'[13:14:14.080]',0.211,-,0.475,0.779,0.318,0.303,96.610
'[13:14:14.088]',0.189,-,0.480,0.775,0.318,0.299,101.108
'[13:14:14.096]',0.176,-,0.480,0.770,0.318,0.295,105.802
'[13:14:14.104]',0.166,-,0.480,0.770,0.317,0.291,110.104
'[13:14:14.112]',0.166,-,0.480,0.766,0.317,0.287,113.820
'[13:14:14.120]',0.156,-,0.475,0.766,0.315,0.285,117.145
'[13:14:14.128]',0.145,-,0.475,0.766,0.314,0.283,119.883
'[13:14:14.136]',0.141,-,0.465,0.760,0.313,0.281,122.230
'[13:14:14.144]',0.145,-,0.465,0.754,0.311,0.280,123.990
'[13:14:14.152]',0.141,-,0.461,0.750,0.310,0.280,125.359
'[13:14:14.160]',0.135,-,0.455,0.750,0.309,0.279,126.336
'[13:14:14.168]',0.131,-,0.449,0.740,0.308,0.277,126.728
'[13:14:14.176]',0.141,-,0.439,0.740,0.307,0.276,126.728
'[13:14:14.184]',0.141,-,0.436,0.740,0.306,0.273,126.141
'[13:14:14.192]',0.141,-,0.430,0.734,0.305,0.270,125.359
'[13:14:14.200]',0.141,-,0.426,0.730,0.305,0.268,123.990
'[13:14:14.208]',0.141,-,0.420,0.725,0.304,0.266,122.425
'[13:14:14.216]',0.141,-,0.416,0.725,0.304,0.264,120.078
'[13:14:14.224]',0.141,-,0.410,0.715,0.304,0.263,117.145
'[13:14:14.232]',0.135,-,0.410,0.715,0.305,0.264,113.820
'[13:14:14.240]',0.135,-,0.410,0.715,0.306,0.268,110.300
'[13:14:14.248]',0.131,-,0.410,0.709,0.307,0.275,106.584
'[13:14:14.256]',0.131,-,0.400,0.709,0.308,0.284,103.064
'[13:14:14.264]',0.131,-,0.400,0.705,0.309,0.299,99.544
'[13:14:14.272]',0.135,-,0.391,0.699,0.310,0.318,96.610
'[13:14:14.280]',0.125,-,0.391,0.695,0.312,0.340,93.872
'[13:14:14.288]',0.125,-,0.385,0.695,0.313,0.366,91.721
'[13:14:14.296]',0.131,-,0.381,0.689,0.315,0.393,90.157
'[13:14:14.304]',0.125,-,0.375,0.689,0.317,0.422,89.179
'[13:14:14.312]',0.131,-,0.375,0.689,0.318,0.452,88.592
'[13:14:14.320]',0.125,-,0.375,0.686,0.320,0.479,88.396
'[13:14:14.328]',0.131,-,0.371,0.680,0.321,0.505,88.396
'[13:14:14.336]',0.125,-,0.365,0.680,0.322,0.531,88.788
'[13:14:14.344]',0.131,-,0.365,0.680,0.323,0.550,88.983
'[13:14:14.352]',0.135,-,0.355,0.670,0.324,0.568,89.374
'[13:14:14.360]',0.135,-,0.350,0.670,0.326,0.587,89.765
'[13:14:14.368]',0.135,-,0.346,0.670,0.326,0.606,89.961
'[13:14:14.376]',0.145,-,0.340,0.670,0.327,0.625,90.157
'[13:14:14.384]',0.160,-,0.324,0.676,0.328,0.642,90.352
'[13:14:14.392]',0.176,-,0.314,0.664,0.329,0.660,90.352
'[13:14:14.400]',0.189,-,0.301,0.660,0.330,0.675,90.157
'[13:14:14.408]',0.201,-,0.291,0.664,0.331,0.689,89.961
'[13:14:14.416]',0.211,-,0.275,0.635,0.332,0.700,89.961
'[13:14:14.424]',0.230,-,0.260,0.615,0.333,0.708,89.961
'[13:14:14.432]',0.234,-,0.246,0.609,0.335,0.710,89.765
'[13:14:14.440]',0.225,-,0.250,0.609,0.335,0.708,89.374
'[13:14:14.448]',0.189,-,0.270,0.615,0.336,0.702,89.179
'[13:14:14.456]',0.170,-,0.291,0.625,0.335,0.693,88.983
'[13:14:14.464]',0.150,-,0.305,0.635,0.335,0.681,88.788
'[13:14:14.472]',0.135,-,0.314,0.645,0.335,0.669,88.396
'[13:14:14.480]',0.111,-,0.324,0.645,0.335,0.656,88.005
'[13:14:14.488]',0.096,-,0.336,0.650,0.334,0.643,87.614
'[13:14:14.496]',0.090,-,0.340,0.645,0.334,0.630,87.223
'[13:14:14.504]',0.080,-,0.340,0.645,0.333,0.620,86.636
'[13:14:14.512]',0.090,-,0.330,0.645,0.332,0.610,86.245
'[13:14:14.520]',0.096,-,0.330,0.645,0.331,0.600,85.658
'[13:14:14.528]',0.090,-,0.330,0.641,0.330,0.591,85.267
'[13:14:14.536]',0.096,-,0.320,0.641,0.329,0.584,84.681
'[13:14:14.544]',0.100,-,0.324,0.654,0.328,0.577,84.094
'[13:14:14.552]',0.070,-,0.340,0.709,0.327,0.570,83.703
'[13:14:14.560]',0.186,-,0.279,0.676,0.326,0.563,83.116
'[13:14:14.568]',0.445,-,0.115,0.510,0.326,0.555,82.725
'[13:14:14.576]',0.695,-,-0.059,0.266,0.326,0.548,82.334
'[13:14:14.584]',0.850,-,-0.193,0.016,0.325,0.541,81.943
'[13:14:14.592]',0.895,-,-0.250,-0.090,0.325,0.533,81.747
'[13:14:14.600]',0.600,-,-0.115,0.006,0.324,0.526,81.356
'[13:14:14.608]',0.205,-,0.100,0.201,0.324,0.520,80.965
'[13:14:14.616]',-0.004,-,0.234,0.355,0.323,0.514,80.574
'[13:14:14.624]',-0.109,-,0.324,0.484,0.323,0.509,80.183
'[13:14:14.632]',-0.160,-,0.391,0.584,0.323,0.504,79.987
'[13:14:14.640]',-0.109,-,0.400,0.650,0.324,0.500,79.791
'[13:14:14.648]',-0.084,-,0.395,0.689,0.324,0.495,79.791
'[13:14:14.656]',-0.029,-,0.381,0.705,0.325,0.490,79.596
'[13:14:14.664]',0.016,-,0.355,0.709,0.325,0.484,79.205
'[13:14:14.672]',0.051,-,0.340,0.715,0.326,0.478,79.009
'[13:14:14.680]',0.070,-,0.324,0.709,0.326,0.471,78.814
'[13:14:14.688]',0.090,-,0.314,0.715,0.326,0.464,78.814
'[13:14:14.696]',0.100,-,0.305,0.715,0.327,0.457,78.814
'[13:14:14.704]',0.115,-,0.305,0.709,0.328,0.451,78.618
'[13:14:14.712]',0.115,-,0.301,0.709,0.329,0.445,78.422
'[13:14:14.720]',0.115,-,0.301,0.705,0.330,0.438,78.227
'[13:14:14.728]',0.121,-,0.295,0.699,0.331,0.431,78.031
'[13:14:14.736]',0.125,-,0.291,0.699,0.333,0.425,77.836
'[13:14:14.744]',0.135,-,0.285,0.699,0.334,0.421,77.640
'[13:14:14.752]',0.141,-,0.275,0.695,0.336,0.417,77.249
'[13:14:14.760]',0.141,-,0.275,0.695,0.338,0.413,76.858
'[13:14:14.768]',0.145,-,0.270,0.695,0.339,0.409,76.662
'[13:14:14.776]',0.156,-,0.260,0.689,0.341,0.404,76.467
'[13:14:14.784]',0.156,-,0.266,0.686,0.343,0.398,76.271
'[13:14:14.792]',0.160,-,0.260,0.695,0.344,0.393,75.880
'[13:14:14.800]',0.156,-,0.260,0.695,0.346,0.387,75.685
'[13:14:14.808]',0.160,-,0.256,0.695,0.347,0.382,75.293
'[13:14:14.816]',0.166,-,0.256,0.695,0.348,0.376,75.098
'[13:14:14.824]',0.166,-,0.256,0.695,0.349,0.371,74.707
'[13:14:14.832]',0.170,-,0.250,0.705,0.350,0.367,74.316
'[13:14:14.840]',0.180,-,0.246,0.709,0.352,0.363,74.120
'[13:14:14.848]',0.176,-,0.250,0.715,0.353,0.360,73.729
'[13:14:14.856]',0.180,-,0.250,0.721,0.354,0.356,73.533
'[13:14:14.864]',0.186,-,0.246,0.725,0.355,0.352,73.338
'[13:14:14.872]',0.189,-,0.240,0.734,0.356,0.348,73.338
'[13:14:14.880]',0.195,-,0.234,0.734,0.357,0.344,73.142
'[13:14:14.888]',0.215,-,0.225,0.730,0.357,0.340,72.947
'[13:14:14.896]',0.234,-,0.211,0.721,0.358,0.337,72.947
'[13:14:14.904]',0.234,-,0.201,0.715,0.358,0.333,73.142
'[13:14:14.912]',0.256,-,0.189,0.699,0.358,0.330,73.338
'[13:14:14.920]',0.270,-,0.176,0.680,0.357,0.326,73.924
'[13:14:14.928]',0.275,-,0.170,0.660,0.356,0.321,75.098
'[13:14:14.936]',0.285,-,0.166,0.635,0.355,0.317,76.662
'[13:14:14.944]',0.291,-,0.160,0.619,0.353,0.314,78.618
'[13:14:14.952]',0.279,-,0.170,0.600,0.351,0.313,81.552
'[13:14:14.960]',0.260,-,0.180,0.600,0.350,0.311,84.876
'[13:14:14.968]',0.240,-,0.195,0.596,0.348,0.309,88.983
'[13:14:14.976]',0.225,-,0.201,0.590,0.347,0.308,93.286
'[13:14:14.984]',0.205,-,0.215,0.596,0.345,0.306,97.784
'[13:14:14.992]',0.186,-,0.225,0.596,0.343,0.304,102.477
'[13:14:15.000]',0.176,-,0.234,0.596,0.340,0.302,106.975
'[13:14:15.008]',0.166,-,0.240,0.600,0.337,0.299,110.691
'[13:14:15.016]',0.166,-,0.246,0.600,0.335,0.297,114.016
'[13:14:15.024]',0.150,-,0.250,0.600,0.332,0.294,117.536
'[13:14:15.032]',0.145,-,0.256,0.605,0.329,0.290,121.447
'[13:14:15.040]',0.145,-,0.250,0.605,0.326,0.289,124.967
'[13:14:15.048]',0.145,-,0.250,0.600,0.325,0.287,126.728
'[13:14:15.056]',0.145,-,0.250,0.600,0.322,0.284,127.119
'[13:14:15.064]',0.145,-,0.250,0.605,0.319,0.282,126.923
'[13:14:15.072]',0.145,-,0.250,0.605,0.316,0.278,127.119
'[13:14:15.080]',0.145,-,0.250,0.605,0.314,0.275,127.705
'[13:14:15.088]',0.150,-,0.250,0.600,0.311,0.272,127.510
'[13:14:15.096]',0.150,-,0.250,0.600,0.308,0.270,126.532
'[13:14:15.104]',0.150,-,0.250,0.600,0.305,0.268,124.772
'[13:14:15.112]',0.150,-,0.246,0.605,0.303,0.266,122.621
'[13:14:15.120]',0.156,-,0.250,0.600,0.300,0.265,120.274
'[13:14:15.128]',0.156,-,0.246,0.600,0.297,0.266,117.340
'[13:14:15.136]',0.145,-,0.250,0.605,0.295,0.270,114.211
'[13:14:15.144]',0.145,-,0.256,0.605,0.293,0.276,110.496
'[13:14:15.152]',0.141,-,0.256,0.605,0.291,0.283,106.975
'[13:14:15.160]',0.141,-,0.260,0.600,0.289,0.295,103.260
'[13:14:15.168]',0.141,-,0.266,0.600,0.287,0.312,99.544
'[13:14:15.176]',0.135,-,0.266,0.605,0.286,0.331,96.219
'[13:14:15.184]',0.141,-,0.260,0.600,0.285,0.355,93.286
'[13:14:15.192]',0.135,-,0.266,0.600,0.284,0.379,91.330
'[13:14:15.200]',0.135,-,0.266,0.600,0.283,0.407,90.157
'[13:14:15.208]',0.135,-,0.266,0.600,0.283,0.434,89.374
'[13:14:15.216]',0.135,-,0.260,0.600,0.283,0.461,88.788
'[13:14:15.224]',0.141,-,0.266,0.600,0.282,0.488,88.201
'[13:14:15.232]',0.141,-,0.260,0.596,0.282,0.511,87.810
'[13:14:15.240]',0.141,-,0.260,0.596,0.282,0.530,87.810
'[13:14:15.248]',0.135,-,0.266,0.600,0.282,0.546,88.201
'[13:14:15.256]',0.141,-,0.260,0.600,0.283,0.565,88.983
'[13:14:15.264]',0.141,-,0.260,0.600,0.283,0.585,89.374
'[13:14:15.272]',0.141,-,0.260,0.600,0.283,0.605,89.765
'[13:14:15.280]',0.150,-,0.250,0.600,0.283,0.626,89.765
'[13:14:15.288]',0.170,-,0.240,0.609,0.283,0.645,89.765
'[13:14:15.296]',0.189,-,0.225,0.605,0.284,0.664,89.961
'[13:14:15.304]',0.215,-,0.215,0.605,0.284,0.680,90.157
'[13:14:15.312]',0.221,-,0.211,0.590,0.284,0.694,90.352
'[13:14:15.320]',0.225,-,0.201,0.574,0.284,0.705,89.961
'[13:14:15.328]',0.250,-,0.186,0.564,0.284,0.713,89.765
'[13:14:15.336]',0.256,-,0.180,0.564,0.284,0.716,89.961
'[13:14:15.344]',0.240,-,0.189,0.564,0.283,0.714,90.352
'[13:14:15.352]',0.211,-,0.205,0.570,0.283,0.709,91.330
'[13:14:15.360]',0.189,-,0.225,0.584,0.283,0.700,91.525
'[13:14:15.368]',0.170,-,0.246,0.600,0.282,0.690,90.743
'[13:14:15.376]',0.156,-,0.256,0.600,0.281,0.677,89.374
'[13:14:15.384]',0.135,-,0.270,0.605,0.280,0.664,87.810
'[13:14:15.392]',0.121,-,0.279,0.605,0.280,0.648,87.027
'[13:14:15.400]',0.121,-,0.285,0.605,0.278,0.634,86.636
'[13:14:15.408]',0.121,-,0.285,0.605,0.277,0.621,86.636
'[13:14:15.416]',0.121,-,0.285,0.605,0.276,0.609,87.419
'[13:14:15.424]',0.121,-,0.285,0.609,0.275,0.598,88.201
'[13:14:15.432]',0.131,-,0.279,0.605,0.274,0.588,87.614
'[13:14:15.440]',0.131,-,0.285,0.605,0.273,0.580,86.245
'[13:14:15.448]',0.115,-,0.295,0.629,0.272,0.572,84.681
'[13:14:15.456]',0.105,-,0.311,0.686,0.271,0.564,83.703
'[13:14:15.464]',0.246,-,0.225,0.629,0.270,0.556,83.703
'[13:14:15.472]',0.510,-,0.061,0.455,0.270,0.549,83.703
'[13:14:15.480]',0.750,-,-0.104,0.201,0.269,0.542,83.116
'[13:14:15.488]',0.900,-,-0.234,-0.035,0.269,0.535,82.138
'[13:14:15.496]',0.936,-,-0.264,-0.109,0.269,0.529,80.965
'[13:14:15.504]',0.564,-,-0.094,0.020,0.269,0.523,80.965
'[13:14:15.512]',0.215,-,0.105,0.205,0.270,0.516,82.334
'[13:14:15.520]',0.025,-,0.234,0.365,0.271,0.510,83.898
'[13:14:15.528]',-0.084,-,0.324,0.490,0.272,0.503,83.898
'[13:14:15.536]',-0.115,-,0.381,0.584,0.274,0.498,82.334
