"'Time','I','II','III','AVR','V','MCL','RESP','PLETH','ABP','CVP','ART'"
"'[15:23:52.800]',-,-0.120,0.545,-,1.050,-,0.242,1.686,0.000,-,-"
"'[15:23:52.808]',-,-0.170,0.480,-,1.070,-,0.240,1.686,0.000,-,-"
"'[15:23:52.816]',-,-0.220,0.415,-,1.090,-,0.236,1.686,0.000,-,-"
"'[15:23:52.824]',-,-0.256,0.375,-,1.100,-,0.233,1.685,0.000,-,-"
"'[15:23:52.832]',-,-0.245,0.380,-,1.095,-,0.230,1.685,0.000,-,-"
"'[15:23:52.840]',-,-0.281,0.335,-,1.110,-,0.227,1.685,0.000,-,-"
"'[15:23:52.848]',-,-0.245,0.360,-,1.100,-,0.224,1.685,0.000,-,-"
"'[15:23:52.856]',-,-0.276,0.330,-,1.105,-,0.221,1.685,0.000,-,-"
"'[15:23:52.864]',-,-0.215,0.380,-,1.090,-,0.217,1.685,0.000,-,-"
"'[15:23:52.872]',-,-0.225,0.370,-,1.085,-,0.213,1.685,0.000,-,-"
"'[15:23:52.880]',-,-0.135,0.445,-,1.060,-,0.208,1.685,0.000,-,-"
"'[15:23:52.888]',-,-0.170,0.410,-,1.065,-,0.203,1.685,0.000,-,-"
"'[15:23:52.896]',-,-0.120,0.465,-,1.045,-,0.198,1.685,0.000,-,-"
"'[15:23:52.904]',-,-0.125,0.460,-,1.045,-,0.194,1.685,0.000,-,-"
"'[15:23:52.912]',-,-0.055,0.545,-,1.015,-,0.189,1.685,0.000,-,-"
"'[15:23:52.920]',-,-0.061,0.525,-,1.020,-,0.185,1.685,0.000,-,-"
"'[15:23:52.928]',-,-0.045,0.540,-,1.020,-,0.180,1.685,0.000,-,-"
"'[15:23:52.936]',-,-0.115,0.470,-,1.035,-,0.175,1.685,0.000,-,-"
"'[15:23:52.944]',-,1.466,0.460,-,1.030,-,0.171,1.685,0.000,-,-"
"'[15:23:52.952]',-,-0.500,-0.500,-,1.500,-,0.166,1.685,0.000,-,-"
"'[15:23:52.960]',-,1.501,1.426,-,-0.500,-,0.162,1.685,0.000,-,-"
"'[15:23:52.968]',-,1.150,0.500,-,1.500,-,0.158,1.685,0.000,-,-"
"'[15:23:52.976]',-,-0.481,0.375,-,0.875,-,0.154,1.685,0.000,-,-"
"'[15:23:52.984]',-,-0.500,0.315,-,0.825,-,0.150,1.685,0.000,-,-"
"'[15:23:52.992]',-,-0.500,0.295,-,0.865,-,0.146,1.685,0.000,-,-"
"'[15:23:53.000]',-,-0.500,0.310,-,0.885,-,0.143,1.685,0.000,-,-"
"'[15:23:53.008]',-,-0.500,0.255,-,0.905,-,0.141,1.685,0.000,-,-"
"'[15:23:53.016]',-,-0.481,0.310,-,0.780,-,0.139,1.685,0.000,-,-"
"'[15:23:53.024]',-,-0.500,0.285,-,0.685,-,0.137,1.685,0.000,-,-"
"'[15:23:53.032]',-,-0.500,0.315,-,0.610,-,0.135,1.685,0.000,-,-"
"'[15:23:53.040]',-,-0.500,0.255,-,0.635,-,0.134,1.685,0.000,-,-"
"'[15:23:53.048]',-,-0.476,0.275,-,0.725,-,0.132,1.685,0.000,-,-"
"'[15:23:53.056]',-,-0.386,0.255,-,0.780,-,0.132,1.685,0.000,-,-"
"'[15:23:53.064]',-,-0.230,0.455,-,0.750,-,0.132,1.685,0.000,-,-"
"'[15:23:53.072]',-,-0.160,0.550,-,0.730,-,0.133,1.685,0.000,-,-"
"'[15:23:53.080]',-,-0.025,0.705,-,0.695,-,0.134,1.685,0.000,-,-"
"'[15:23:53.088]',-,-0.050,0.720,-,0.675,-,0.136,1.685,0.000,-,-"
"'[15:23:53.096]',-,-0.035,0.755,-,0.655,-,0.138,1.685,0.000,-,-"
"'[15:23:53.104]',-,-0.266,0.565,-,0.715,-,0.140,1.685,0.000,-,-"
"'[15:23:53.112]',-,-0.386,0.485,-,0.750,-,0.142,1.685,0.000,-,-"
"'[15:23:53.120]',-,-0.500,0.405,-,0.805,-,0.144,1.685,0.000,-,-"
"'[15:23:53.128]',-,-0.500,0.355,-,0.875,-,0.146,1.685,0.000,-,-"
"'[15:23:53.136]',-,-0.500,0.085,-,0.985,-,0.148,1.685,0.000,-,-"
"'[15:23:53.144]',-,-0.500,-0.500,-,1.185,-,0.151,1.686,0.000,-,-"
"'[15:23:53.152]',-,-0.500,-0.500,-,1.400,-,0.153,1.686,0.000,-,-"
"'[15:23:53.160]',-,-0.500,-0.500,-,1.485,-,0.156,1.686,0.000,-,-"
"'[15:23:53.168]',-,-0.500,-0.500,-,1.500,-,0.158,1.686,0.000,-,-"
"'[15:23:53.176]',-,-0.500,-0.500,-,1.500,-,0.160,1.687,0.000,-,-"
"'[15:23:53.184]',-,-0.500,-0.500,-,1.500,-,0.162,1.687,0.000,-,-"
"'[15:23:53.192]',-,-0.500,-0.500,-,1.500,-,0.164,1.687,0.000,-,-"
"'[15:23:53.200]',-,-0.500,-0.500,-,1.275,-,0.166,1.687,0.000,-,-"
"'[15:23:53.208]',-,-0.500,-0.166,-,1.070,-,0.167,1.687,0.000,-,-"
"'[15:23:53.216]',-,-0.500,0.235,-,0.950,-,0.169,1.687,0.000,-,-"
"'[15:23:53.224]',-,-0.476,0.490,-,0.870,-,0.171,1.688,0.000,-,-"
"'[15:23:53.232]',-,-0.256,0.720,-,0.800,-,0.173,1.688,0.000,-,-"
"'[15:23:53.240]',-,-0.041,0.950,-,0.725,-,0.174,1.688,0.000,-,-"
"'[15:23:53.248]',-,0.330,1.326,-,0.605,-,0.176,1.688,0.000,-,-"
"'[15:23:53.256]',-,0.805,1.501,-,0.450,-,0.177,1.688,0.000,-,-"
"'[15:23:53.264]',-,1.411,1.501,-,0.265,-,0.178,1.688,0.000,-,-"
"'[15:23:53.272]',-,1.501,1.501,-,0.190,-,0.180,1.688,0.000,-,-"
"'[15:23:53.280]',-,1.501,1.501,-,0.185,-,0.181,1.688,0.000,-,-"
"'[15:23:53.288]',-,1.501,1.501,-,0.300,-,0.182,1.688,0.000,-,-"
"'[15:23:53.296]',-,1.501,1.501,-,0.390,-,0.184,1.689,0.000,-,-"
"'[15:23:53.304]',-,1.110,1.501,-,0.560,-,0.186,1.689,0.000,-,-"
"'[15:23:53.312]',-,0.896,1.501,-,0.660,-,0.187,1.689,0.000,-,-"
"'[15:23:53.320]',-,0.600,1.391,-,0.775,-,0.188,1.689,0.000,-,-"
"'[15:23:53.328]',-,0.540,1.296,-,0.805,-,0.189,1.689,0.000,-,-"
"'[15:23:53.336]',-,0.340,1.075,-,0.870,-,0.190,1.689,0.000,-,-"
"'[15:23:53.344]',-,0.295,1.025,-,0.885,-,0.190,1.689,0.000,-,-"
"'[15:23:53.352]',-,0.200,0.895,-,0.910,-,0.191,1.689,0.000,-,-"
"'[15:23:53.360]',-,0.205,0.865,-,0.905,-,0.191,1.689,0.000,-,-"
"'[15:23:53.368]',-,0.125,0.875,-,0.920,-,0.192,1.689,0.000,-,-"
"'[15:23:53.376]',-,0.100,0.780,-,0.925,-,0.192,1.689,0.000,-,-"
"'[15:23:53.384]',-,0.165,0.840,-,0.900,-,0.193,1.689,0.000,-,-"
"'[15:23:53.392]',-,0.080,0.750,-,0.930,-,0.193,1.689,0.000,-,-"
"'[15:23:53.400]',-,0.155,0.820,-,0.905,-,0.193,1.812,0.000,-,-"
"'[15:23:53.408]',-,0.080,0.735,-,0.925,-,0.193,1.994,0.000,-,-"
"'[15:23:53.416]',-,0.155,0.805,-,0.905,-,0.194,2.082,0.000,-,-"
"'[15:23:53.424]',-,0.070,0.725,-,0.935,-,0.193,2.123,0.000,-,-"
"'[15:23:53.432]',-,0.160,0.805,-,0.905,-,0.193,2.139,0.000,-,-"
"'[15:23:53.440]',-,0.080,0.725,-,0.930,-,0.192,2.141,0.000,-,-"
"'[15:23:53.448]',-,0.129,0.775,-,0.920,-,0.191,2.137,0.000,-,-"
"'[15:23:53.456]',-,0.060,0.700,-,0.945,-,0.190,2.130,0.000,-,-"
"'[15:23:53.464]',-,0.160,0.785,-,0.915,-,0.188,2.121,0.000,-,-"
"'[15:23:53.472]',-,0.084,0.715,-,0.935,-,0.186,2.111,0.000,-,-"
"'[15:23:53.480]',-,0.140,0.770,-,0.920,-,0.183,2.101,0.000,-,-"
"'[15:23:53.488]',-,0.035,0.655,-,0.950,-,0.181,2.092,0.000,-,-"
"'[15:23:53.496]',-,0.090,0.715,-,0.935,-,0.179,2.085,0.000,-,-"
"'[15:23:53.504]',-,-0.000,0.620,-,0.965,-,0.176,2.078,0.000,-,-"
"'[15:23:53.512]',-,0.135,0.760,-,0.920,-,0.173,2.072,0.000,-,-"
"'[15:23:53.520]',-,0.120,0.730,-,0.930,-,0.169,2.065,0.000,-,-"
"'[15:23:53.528]',-,0.229,0.835,-,0.905,-,0.165,2.059,0.000,-,-"
"'[15:23:53.536]',-,0.285,0.900,-,0.890,-,0.161,2.050,0.000,-,-"
"'[15:23:53.544]',-,0.700,1.310,-,0.760,-,0.157,2.038,0.000,-,-"
"'[15:23:53.552]',-,0.755,1.366,-,0.745,-,0.153,2.027,0.000,-,-"
"'[15:23:53.560]',-,0.365,0.960,-,0.880,-,0.150,2.016,0.000,-,-"
"'[15:23:53.568]',-,-0.045,0.540,-,1.015,-,0.146,2.004,0.000,-,-"
"'[15:23:53.576]',-,-0.120,0.480,-,1.030,-,0.143,1.996,0.000,-,-"
"'[15:23:53.584]',-,-0.010,0.590,-,0.995,-,0.140,1.989,0.000,-,-"
"'[15:23:53.592]',-,-0.500,-0.500,-,-0.500,-,0.137,1.983,0.000,-,-"
"'[15:23:53.600]',-,1.501,1.391,-,1.500,-,0.134,1.978,0.000,-,-"
"'[15:23:53.608]',-,0.390,0.800,-,0.965,-,0.132,1.972,0.000,-,-"
"'[15:23:53.616]',-,-0.045,0.875,-,0.720,-,0.130,1.966,0.000,-,-"
"'[15:23:53.624]',-,-0.125,0.800,-,0.760,-,0.128,1.962,0.000,-,-"
"'[15:23:53.632]',-,-0.271,0.595,-,0.840,-,0.126,1.959,0.000,-,-"
"'[15:23:53.640]',-,-0.500,0.235,-,0.955,-,0.125,1.956,0.000,-,-"
"'[15:23:53.648]',-,-0.500,0.175,-,0.965,-,0.124,1.956,0.000,-,-"
"'[15:23:53.656]',-,-0.500,0.055,-,0.880,-,0.123,1.958,0.000,-,-"
"'[15:23:53.664]',-,-0.500,0.070,-,0.800,-,0.123,1.962,0.000,-,-"
"'[15:23:53.672]',-,-0.500,-0.155,-,0.785,-,0.122,1.967,0.000,-,-"
"'[15:23:53.680]',-,-0.500,-0.151,-,0.780,-,0.122,1.972,0.000,-,-"
"'[15:23:53.688]',-,-0.500,-0.261,-,0.925,-,0.123,1.977,0.000,-,-"
"'[15:23:53.696]',-,-0.500,-0.081,-,0.940,-,0.123,1.982,0.000,-,-"
"'[15:23:53.704]',-,-0.500,-0.175,-,0.980,-,0.124,1.986,0.000,-,-"
"'[15:23:53.712]',-,-0.500,-0.086,-,0.985,-,0.126,1.991,0.000,-,-"
"'[15:23:53.720]',-,-0.500,-0.120,-,1.020,-,0.127,1.998,0.000,-,-"
"'[15:23:53.728]',-,-0.500,-0.005,-,0.970,-,0.129,2.006,0.000,-,-"
"'[15:23:53.736]',-,-0.500,-0.086,-,0.990,-,0.132,2.013,0.000,-,-"
"'[15:23:53.744]',-,-0.500,0.004,-,0.965,-,0.135,2.019,0.000,-,-"
"'[15:23:53.752]',-,-0.500,-0.070,-,1.000,-,0.138,2.024,0.000,-,-"
"'[15:23:53.760]',-,-0.500,-0.075,-,1.015,-,0.142,2.029,0.000,-,-"
"'[15:23:53.768]',-,-0.500,0.065,-,1.055,-,0.147,2.032,0.000,-,-"
"'[15:23:53.776]',-,-0.500,0.255,-,1.000,-,0.153,2.031,0.000,-,-"
"'[15:23:53.784]',-,-0.500,0.415,-,0.955,-,0.158,2.028,0.000,-,-"
"'[15:23:53.792]',-,-0.381,0.555,-,0.920,-,0.164,2.023,0.000,-,-"
"'[15:23:53.800]',-,-0.296,0.640,-,0.895,-,0.170,2.019,0.000,-,-"
"'[15:23:53.808]',-,-0.346,0.580,-,0.915,-,0.175,2.014,0.000,-,-"
"'[15:23:53.816]',-,-0.190,0.725,-,0.865,-,0.181,2.009,0.000,-,-"
"'[15:23:53.824]',-,-0.195,0.720,-,0.825,-,0.189,2.003,0.000,-,-"
"'[15:23:53.832]',-,0.035,0.950,-,0.780,-,0.196,1.998,0.000,-,-"
"'[15:23:53.840]',-,-0.000,0.915,-,0.795,-,0.206,1.993,0.000,-,-"
"'[15:23:53.848]',-,0.109,1.021,-,0.760,-,0.215,1.989,0.000,-,-"
"'[15:23:53.856]',-,0.075,0.985,-,0.765,-,0.225,1.987,0.000,-,-"
"'[15:23:53.864]',-,0.145,1.065,-,0.730,-,0.235,1.984,0.000,-,-"
"'[15:23:53.872]',-,0.080,1.010,-,0.740,-,0.245,1.980,0.000,-,-"
"'[15:23:53.880]',-,0.145,1.081,-,0.705,-,0.255,1.976,0.000,-,-"
"'[15:23:53.888]',-,0.080,1.021,-,0.715,-,0.265,1.971,0.000,-,-"
"'[15:23:53.896]',-,0.140,1.086,-,0.690,-,0.274,1.966,0.000,-,-"
"'[15:23:53.904]',-,0.064,1.005,-,0.715,-,0.282,1.961,0.000,-,-"
"'[15:23:53.912]',-,0.185,1.101,-,0.695,-,0.290,1.956,0.000,-,-"
"'[15:23:53.920]',-,0.104,1.000,-,0.750,-,0.298,1.949,0.000,-,-"
"'[15:23:53.928]',-,0.250,1.126,-,0.755,-,0.306,1.941,0.000,-,-"
"'[15:23:53.936]',-,0.340,1.200,-,0.730,-,0.313,1.933,0.000,-,-"
"'[15:23:53.944]',-,0.425,1.240,-,0.765,-,0.321,1.925,0.000,-,-"
"'[15:23:53.952]',-,0.465,1.261,-,0.785,-,0.327,1.919,0.000,-,-"
"'[15:23:53.960]',-,0.650,1.406,-,0.755,-,0.333,1.913,0.000,-,-"
"'[15:23:53.968]',-,0.685,1.421,-,0.785,-,0.338,1.906,0.000,-,-"
"'[15:23:53.976]',-,0.530,1.236,-,0.835,-,0.344,1.897,0.000,-,-"
"'[15:23:53.984]',-,0.610,1.296,-,0.815,-,0.348,1.888,0.000,-,-"
"'[15:23:53.992]',-,0.865,1.501,-,0.725,-,0.352,1.881,0.000,-,-"
"'[15:23:54.000]',-,1.501,1.501,-,0.355,-,0.354,1.874,0.000,-,-"
"'[15:23:54.008]',-,1.501,1.501,-,0.330,-,0.358,1.868,0.000,-,-"
"'[15:23:54.016]',-,1.061,1.501,-,0.665,-,0.359,1.865,0.000,-,-"
"'[15:23:54.024]',-,0.910,1.501,-,0.720,-,0.361,1.862,0.000,-,-"
"'[15:23:54.032]',-,0.695,1.326,-,0.795,-,0.361,1.858,0.000,-,-"
"'[15:23:54.040]',-,0.525,1.166,-,0.850,-,0.362,1.852,0.000,-,-"
"'[15:23:54.048]',-,0.495,1.151,-,0.860,-,0.362,1.845,0.000,-,-"
"'[15:23:54.056]',-,0.480,1.160,-,0.855,-,0.362,1.835,0.000,-,-"
"'[15:23:54.064]',-,0.335,0.965,-,0.895,-,0.361,1.825,0.000,-,-"
"'[15:23:54.072]',-,0.214,0.845,-,0.925,-,0.360,1.816,0.000,-,-"
"'[15:23:54.080]',-,0.220,0.860,-,0.925,-,0.358,1.807,0.000,-,-"
"'[15:23:54.088]',-,0.165,0.795,-,0.940,-,0.356,1.800,0.000,-,-"
"'[15:23:54.096]',-,0.149,0.760,-,0.940,-,0.354,1.792,0.000,-,-"
"'[15:23:54.104]',-,0.030,0.630,-,0.975,-,0.351,1.784,0.000,-,-"
"'[15:23:54.112]',-,0.015,0.615,-,0.970,-,0.349,1.775,0.000,-,-"
"'[15:23:54.120]',-,0.080,0.675,-,0.955,-,0.347,1.766,0.000,-,-"
"'[15:23:54.128]',-,-0.045,0.545,-,0.990,-,0.345,1.758,0.000,-,-"
"'[15:23:54.136]',-,-0.500,-0.500,-,1.500,-,0.343,1.751,0.000,-,-"
"'[15:23:54.144]',-,1.501,1.361,-,-0.500,-,0.341,1.745,0.000,-,-"
"'[15:23:54.152]',-,1.055,0.520,-,1.500,-,0.339,1.739,0.000,-,-"
"'[15:23:54.160]',-,-0.371,0.470,-,0.865,-,0.337,1.734,0.000,-,-"
"'[15:23:54.168]',-,-0.500,0.435,-,0.815,-,0.335,1.728,0.000,-,-"
"'[15:23:54.176]',-,-0.500,0.345,-,0.880,-,0.332,1.723,0.000,-,-"
"'[15:23:54.184]',-,-0.500,0.270,-,0.915,-,0.330,1.719,0.000,-,-"
"'[15:23:54.192]',-,-0.500,0.230,-,0.925,-,0.328,1.717,0.000,-,-"
"'[15:23:54.200]',-,-0.500,0.235,-,0.800,-,0.326,1.715,0.000,-,-"
"'[15:23:54.208]',-,-0.500,0.210,-,0.705,-,0.323,1.717,0.000,-,-"
"'[15:23:54.216]',-,-0.500,0.190,-,0.635,-,0.322,1.719,0.000,-,-"
"'[15:23:54.224]',-,-0.500,0.145,-,0.675,-,0.320,1.724,0.000,-,-"
"'[15:23:54.232]',-,-0.500,0.125,-,0.770,-,0.319,1.730,0.000,-,-"
"'[15:23:54.240]',-,-0.500,0.145,-,0.830,-,0.318,1.739,0.000,-,-"
"'[15:23:54.248]',-,-0.496,0.165,-,0.840,-,0.317,1.748,0.000,-,-"
"'[15:23:54.256]',-,-0.500,0.150,-,0.865,-,0.317,1.758,0.000,-,-"
"'[15:23:54.264]',-,-0.500,0.155,-,0.875,-,0.317,1.767,0.000,-,-"
"'[15:23:54.272]',-,-0.500,0.140,-,0.855,-,0.317,1.779,0.000,-,-"
"'[15:23:54.280]',-,-0.500,0.140,-,0.850,-,0.317,1.795,0.000,-,-"
"'[15:23:54.288]',-,-0.500,0.140,-,0.855,-,0.317,1.813,0.000,-,-"
"'[15:23:54.296]',-,-0.500,0.170,-,0.855,-,0.317,1.834,0.000,-,-"
"'[15:23:54.304]',-,-0.500,0.220,-,0.885,-,0.317,1.855,0.000,-,-"
"'[15:23:54.312]',-,-0.500,0.260,-,0.935,-,0.316,1.878,0.000,-,-"
"'[15:23:54.320]',-,-0.500,0.320,-,0.940,-,0.316,1.902,0.000,-,-"
"'[15:23:54.328]',-,-0.500,0.365,-,0.925,-,0.316,1.926,0.000,-,-"
"'[15:23:54.336]',-,-0.500,0.435,-,0.900,-,0.316,1.950,0.000,-,-"
"'[15:23:54.344]',-,-0.421,0.515,-,0.875,-,0.317,1.973,0.000,-,-"
"'[15:23:54.352]',-,-0.386,0.545,-,0.870,-,0.318,1.993,0.000,-,-"
"'[15:23:54.360]',-,-0.391,0.540,-,0.875,-,0.318,2.012,0.000,-,-"
"'[15:23:54.368]',-,-0.426,0.500,-,0.895,-,0.319,2.031,0.000,-,-"
"'[15:23:54.376]',-,-0.461,0.465,-,0.910,-,0.319,2.052,0.000,-,-"
"'[15:23:54.384]',-,-0.486,0.440,-,0.925,-,0.320,2.068,0.000,-,-"
"'[15:23:54.392]',-,-0.471,0.455,-,0.915,-,0.320,2.082,0.000,-,-"
"'[15:23:54.400]',-,-0.456,0.475,-,0.900,-,0.321,2.094,0.000,-,-"
"'[15:23:54.408]',-,-0.431,0.505,-,0.885,-,0.322,2.103,0.000,-,-"
"'[15:23:54.416]',-,-0.421,0.525,-,0.870,-,0.322,2.109,0.000,-,-"
"'[15:23:54.424]',-,-0.411,0.535,-,0.860,-,0.324,2.118,0.000,-,-"
"'[15:23:54.432]',-,-0.411,0.540,-,0.860,-,0.325,2.128,0.000,-,-"
"'[15:23:54.440]',-,-0.416,0.545,-,0.860,-,0.326,2.137,0.000,-,-"
"'[15:23:54.448]',-,-0.396,0.550,-,0.875,-,0.328,2.143,0.000,-,-"
"'[15:23:54.456]',-,-0.386,0.545,-,0.900,-,0.330,2.149,0.000,-,-"
"'[15:23:54.464]',-,-0.346,0.560,-,0.935,-,0.332,2.154,0.000,-,-"
"'[15:23:54.472]',-,-0.321,0.555,-,0.965,-,0.334,2.158,0.000,-,-"
"'[15:23:54.480]',-,-0.281,0.560,-,0.995,-,0.337,2.163,0.000,-,-"
"'[15:23:54.488]',-,-0.256,0.560,-,1.015,-,0.340,2.167,0.000,-,-"
"'[15:23:54.496]',-,-0.215,0.560,-,1.020,-,0.342,2.169,0.000,-,-"
"'[15:23:54.504]',-,-0.186,0.560,-,1.030,-,0.345,2.168,0.000,-,-"
"'[15:23:54.512]',-,-0.150,0.570,-,1.020,-,0.347,2.167,0.000,-,-"
"'[15:23:54.520]',-,-0.130,0.575,-,1.010,-,0.350,2.166,0.000,-,-"
"'[15:23:54.528]',-,-0.090,0.595,-,0.990,-,0.352,2.164,0.000,-,-"
"'[15:23:54.536]',-,-0.081,0.600,-,0.980,-,0.355,2.159,0.000,-,-"
"'[15:23:54.544]',-,-0.055,0.610,-,0.970,-,0.357,2.154,0.000,-,-"
"'[15:23:54.552]',-,-0.061,0.605,-,0.970,-,0.359,2.149,0.000,-,-"
"'[15:23:54.560]',-,-0.055,0.605,-,0.965,-,0.361,2.144,0.000,-,-"
"'[15:23:54.568]',-,-0.070,0.590,-,0.970,-,0.363,2.139,0.000,-,-"
"'[15:23:54.576]',-,-0.081,0.580,-,0.970,-,0.364,2.131,0.000,-,-"
"'[15:23:54.584]',-,-0.100,0.560,-,0.975,-,0.365,2.124,0.000,-,-"
"'[15:23:54.592]',-,-0.105,0.540,-,0.980,-,0.366,2.118,0.000,-,-"
"'[15:23:54.600]',-,-0.120,0.520,-,0.985,-,0.367,2.109,0.000,-,-"
"'[15:23:54.608]',-,-0.140,0.500,-,0.995,-,0.367,2.100,0.000,-,-"
"'[15:23:54.616]',-,-0.166,0.480,-,1.000,-,0.368,2.091,0.000,-,-"
"'[15:23:54.624]',-,-0.175,0.465,-,1.005,-,0.369,2.084,0.000,-,-"
"'[15:23:54.632]',-,-0.195,0.450,-,1.010,-,0.370,2.078,0.000,-,-"
"'[15:23:54.640]',-,-0.215,0.435,-,1.020,-,0.371,2.072,0.000,-,-"
"'[15:23:54.648]',-,-0.225,0.425,-,1.025,-,0.372,2.066,0.000,-,-"
"'[15:23:54.656]',-,-0.261,0.400,-,1.045,-,0.374,2.062,0.000,-,-"
"'[15:23:54.664]',-,-0.276,0.385,-,1.050,-,0.376,2.057,0.000,-,-"
"'[15:23:54.672]',-,-0.306,0.350,-,1.065,-,0.379,2.050,0.000,-,-"
"'[15:23:54.680]',-,-0.316,0.340,-,1.070,-,0.381,2.042,0.000,-,-"
"'[15:23:54.688]',-,-0.331,0.325,-,1.075,-,0.384,2.034,0.000,-,-"
"'[15:23:54.696]',-,-0.341,0.325,-,1.085,-,0.386,2.025,0.000,-,-"
"'[15:23:54.704]',-,-0.351,0.315,-,1.090,-,0.389,2.017,0.000,-,-"
"'[15:23:54.712]',-,-0.500,-0.500,-,1.500,-,0.391,2.009,0.000,-,-"
"'[15:23:54.720]',-,1.501,1.350,-,-0.500,-,0.395,1.999,0.000,-,-"
"'[15:23:54.728]',-,1.055,0.455,-,1.500,-,0.399,1.990,0.000,-,-"
"'[15:23:54.736]',-,-0.500,0.360,-,0.900,-,0.404,1.983,0.000,-,-"
"'[15:23:54.744]',-,-0.500,0.395,-,0.830,-,0.409,1.978,0.000,-,-"
"'[15:23:54.752]',-,-0.500,0.470,-,0.840,-,0.413,1.972,0.000,-,-"
"'[15:23:54.760]',-,-0.476,0.490,-,0.850,-,0.418,1.965,0.000,-,-"
"'[15:23:54.768]',-,-0.446,0.430,-,0.865,-,0.422,1.956,0.000,-,-"
"'[15:23:54.776]',-,-0.331,0.475,-,0.765,-,0.426,1.945,0.000,-,-"
"'[15:23:54.784]',-,-0.301,0.505,-,0.630,-,0.431,1.935,0.000,-,-"
"'[15:23:54.792]',-,-0.366,0.525,-,0.535,-,0.437,1.927,0.000,-,-"
"'[15:23:54.800]',-,-0.351,0.530,-,0.505,-,0.443,1.922,0.000,-,-"
"'[15:23:54.808]',-,-0.261,0.515,-,0.585,-,0.449,1.919,0.000,-,-"
"'[15:23:54.816]',-,-0.166,0.550,-,0.645,-,0.456,1.918,0.000,-,-"
"'[15:23:54.824]',-,-0.085,0.610,-,0.670,-,0.463,1.917,0.000,-,-"
"'[15:23:54.832]',-,-0.075,0.640,-,0.665,-,0.470,1.918,0.000,-,-"
"'[15:23:54.840]',-,-0.061,0.670,-,0.690,-,0.477,1.921,0.000,-,-"
"'[15:23:54.848]',-,-0.085,0.680,-,0.670,-,0.483,1.925,0.000,-,-"
"'[15:23:54.856]',-,-0.115,0.665,-,0.665,-,0.490,1.930,0.000,-,-"
"'[15:23:54.864]',-,-0.140,0.665,-,0.680,-,0.494,1.935,0.000,-,-"
"'[15:23:54.872]',-,-0.180,0.650,-,0.705,-,0.500,1.939,0.000,-,-"
"'[15:23:54.880]',-,-0.215,0.655,-,0.725,-,0.504,1.945,0.000,-,-"
"'[15:23:54.888]',-,-0.251,0.680,-,0.760,-,0.508,1.950,0.000,-,-"
"'[15:23:54.896]',-,-0.281,0.700,-,0.795,-,0.512,1.955,0.000,-,-"
"'[15:23:54.904]',-,-0.271,0.710,-,0.800,-,0.515,1.959,0.000,-,-"
"'[15:23:54.912]',-,-0.261,0.725,-,0.805,-,0.518,1.963,0.000,-,-"
"'[15:23:54.920]',-,-0.271,0.705,-,0.810,-,0.521,1.967,0.000,-,-"
"'[15:23:54.928]',-,-0.271,0.705,-,0.815,-,0.523,1.971,0.000,-,-"
"'[15:23:54.936]',-,-0.271,0.685,-,0.820,-,0.525,1.971,0.000,-,-"
"'[15:23:54.944]',-,-0.266,0.685,-,0.815,-,0.527,1.969,0.000,-,-"
"'[15:23:54.952]',-,-0.261,0.695,-,0.815,-,0.530,1.965,0.000,-,-"
"'[15:23:54.960]',-,-0.256,0.695,-,0.820,-,0.532,1.960,0.000,-,-"
"'[15:23:54.968]',-,-0.261,0.685,-,0.825,-,0.535,1.955,0.000,-,-"
"'[15:23:54.976]',-,-0.266,0.685,-,0.815,-,0.539,1.950,0.000,-,-"
"'[15:23:54.984]',-,-0.286,0.670,-,0.815,-,0.543,1.947,0.000,-,-"
"'[15:23:54.992]',-,-0.291,0.665,-,0.810,-,0.547,1.946,0.000,-,-"
"'[15:23:55.000]',-,-0.296,0.670,-,0.805,-,0.551,1.944,0.000,-,-"
"'[15:23:55.008]',-,-0.301,0.680,-,0.795,-,0.556,1.943,0.000,-,-"
"'[15:23:55.016]',-,-0.291,0.680,-,0.795,-,0.560,1.941,0.000,-,-"
"'[15:23:55.024]',-,-0.281,0.680,-,0.795,-,0.564,1.937,0.000,-,-"
"'[15:23:55.032]',-,-0.261,0.690,-,0.805,-,0.569,1.934,0.000,-,-"
"'[15:23:55.040]',-,-0.245,0.680,-,0.825,-,0.574,1.929,0.000,-,-"
"'[15:23:55.048]',-,-0.220,0.680,-,0.850,-,0.580,1.924,0.000,-,-"
"'[15:23:55.056]',-,-0.190,0.680,-,0.875,-,0.586,1.920,0.000,-,-"
"'[15:23:55.064]',-,-0.155,0.670,-,0.905,-,0.592,1.917,0.000,-,-"
"'[15:23:55.072]',-,-0.130,0.660,-,0.930,-,0.598,1.914,0.000,-,-"
"'[15:23:55.080]',-,-0.110,0.655,-,0.950,-,0.603,1.912,0.000,-,-"
"'[15:23:55.088]',-,-0.090,0.645,-,0.965,-,0.609,1.911,0.000,-,-"
"'[15:23:55.096]',-,-0.081,0.635,-,0.975,-,0.614,1.911,0.000,-,-"
"'[15:23:55.104]',-,-0.081,0.615,-,0.975,-,0.619,1.911,0.000,-,-"
"'[15:23:55.112]',-,-0.081,0.605,-,0.975,-,0.624,1.911,0.000,-,-"
"'[15:23:55.120]',-,-0.090,0.585,-,0.980,-,0.629,1.911,0.000,-,-"
