"'Time','II','PLETH','V','ABP','III'"
"'[01:55:12.976]',-,0.502,-,-,-"
"'[01:55:12.984]',-,0.502,-,-,-"
"'[01:55:12.992]',-,0.502,-,-,-"
"'[01:55:13.000]',-,0.502,-,-,-"
"'[01:55:13.008]',-,0.502,-,-,-"
"'[01:55:13.016]',-,0.502,-,-,-"
"'[01:55:13.024]',-,0.502,-,-,-"
"'[01:55:13.032]',-,0.502,-,-,-"
"'[01:55:13.040]',-,0.502,-,-,-"
"'[01:55:13.048]',-,0.502,-,-,-"
"'[01:55:13.056]',-,0.502,-,-,-"
"'[01:55:13.064]',-,0.502,-,-,-"
"'[01:55:13.072]',-,0.502,-,-,-"
"'[01:55:13.080]',-,0.502,-,-,-"
"'[01:55:13.088]',-,0.502,-,-,-"
"'[01:55:13.096]',-,0.502,-,-,-"
"'[01:55:13.104]',-,0.502,-,-,-"
"'[01:55:13.112]',-,0.502,-,-,-"
"'[01:55:13.120]',-,0.502,-,-,-"
"'[01:55:13.128]',-,0.502,-,-,-"
"'[01:55:13.136]',-,0.502,-,-,-"
"'[01:55:13.144]',-,0.502,-,-,-"
"'[01:55:13.152]',-,0.502,-,-,-"
"'[01:55:13.160]',-,0.502,-,-,-"
"'[01:55:13.168]',-,0.502,-,-,-"
"'[01:55:13.176]',-,0.502,-,-,-"
"'[01:55:13.184]',-,0.502,-,-,-"
"'[01:55:13.192]',-,0.502,-,-,-"
"'[01:55:13.200]',-,0.502,-,-,-"
"'[01:55:13.208]',-,0.502,-,-,-"
"'[01:55:13.216]',-,0.502,-,-,-"
"'[01:55:13.224]',-,0.502,-,-,-"
"'[01:55:13.232]',-,0.502,-,-,-"
"'[01:55:13.240]',-,0.502,-,-,-"
"'[01:55:13.248]',-,0.502,-,-,-"
"'[01:55:13.256]',-,0.502,-,-,-"
"'[01:55:13.264]',-,0.502,-,-,-"
"'[01:55:13.272]',-,0.502,-,-,-"
"'[01:55:13.280]',-,0.502,-,-,-"
"'[01:55:13.288]',-,0.502,-,-,-"
"'[01:55:13.296]',-,0.502,-,-,-"
"'[01:55:13.304]',-,0.502,-,-,-"
"'[01:55:13.312]',-,0.502,-,-,-"
"'[01:55:13.320]',-,0.502,-,-,-"
"'[01:55:13.328]',-,0.502,-,-,-"
"'[01:55:13.336]',-,0.502,-,-,-"
"'[01:55:13.344]',-,0.502,-,-,-"
"'[01:55:13.352]',-,0.502,-,-,-"
"'[01:55:13.360]',-,0.502,-,-,-"
"'[01:55:13.368]',-,0.502,-,-,-"
"'[01:55:13.376]',-,0.502,-,-,-"
"'[01:55:13.384]',-,0.502,-,-,-"
"'[01:55:13.392]',-,0.502,-,-,-"
"'[01:55:13.400]',-,0.502,-,-,-"
"'[01:55:13.408]',-,0.502,-,-,-"
"'[01:55:13.416]',-,0.502,-,-,-"
"'[01:55:13.424]',-,0.502,-,-,-"
"'[01:55:13.432]',-,0.502,-,-,-"
"'[01:55:13.440]',-,0.502,-,-,-"
"'[01:55:13.448]',-,0.502,-,-,-"
"'[01:55:13.456]',-,0.502,-,-,-"
"'[01:55:13.464]',-,0.502,-,-,-"
"'[01:55:13.472]',-,0.502,-,-,-"
"'[01:55:13.480]',-,0.502,-,-,-"
"'[01:55:13.488]',-,0.502,-,-,-"
"'[01:55:13.496]',-,0.502,-,-,-"
"'[01:55:13.504]',-,0.502,-,-,-"
"'[01:55:13.512]',-,0.502,-,-,-"
"'[01:55:13.520]',-,0.502,-,-,-"
"'[01:55:13.528]',-,0.502,-,-,-"
"'[01:55:13.536]',-,0.502,-,-,-"
"'[01:55:13.544]',-,0.502,-,-,-"
"'[01:55:13.552]',-,0.502,-,-,-"
"'[01:55:13.560]',-,0.502,-,-,-"
"'[01:55:13.568]',-,0.502,-,-,-"
"'[01:55:13.576]',-,0.502,-,-,-"
"'[01:55:13.584]',-,0.502,-,-,-"
"'[01:55:13.592]',-,0.502,-,-,-"
"'[01:55:13.600]',-,0.502,-,-,-"
"'[01:55:13.608]',-,0.502,-,-,-"
"'[01:55:13.616]',-,0.502,-,-,-"
"'[01:55:13.624]',-,0.502,-,-,-"
"'[01:55:13.632]',-,0.502,-,-,-"
"'[01:55:13.640]',-,0.502,-,-,-"
"'[01:55:13.648]',-,0.502,-,-,-"
"'[01:55:13.656]',-,0.502,-,-,-"
"'[01:55:13.664]',-,0.502,-,-,-"
"'[01:55:13.672]',-,0.502,-,-,-"
"'[01:55:13.680]',-,0.502,-,-,-"
"'[01:55:13.688]',-,0.502,-,-,-"
"'[01:55:13.696]',-,0.502,-,-,-"
"'[01:55:13.704]',-,0.502,-,-,-"
"'[01:55:13.712]',-,0.502,-,-,-"
"'[01:55:13.720]',-,0.502,-,-,-"
"'[01:55:13.728]',-,0.502,-,-,-"
"'[01:55:13.736]',-,0.502,-,-,-"
"'[01:55:13.744]',-,0.502,-,-,-"
"'[01:55:13.752]',-,0.502,-,-,-"
"'[01:55:13.760]',-,0.502,-,-,-"
"'[01:55:13.768]',-,0.502,-,-,-"
"'[01:55:13.776]',-,0.502,-,-,-"
"'[01:55:13.784]',-,0.502,-,-,-"
"'[01:55:13.792]',-,0.502,-,-,-"
"'[01:55:13.800]',-,0.502,-,-,-"
"'[01:55:13.808]',-,0.502,-,-,-"
"'[01:55:13.816]',-,0.502,-,-,-"
"'[01:55:13.824]',-,0.502,-,-,-"
"'[01:55:13.832]',-,0.502,-,-,-"
"'[01:55:13.840]',-,0.502,-,-,-"
"'[01:55:13.848]',-,0.502,-,-,-"
"'[01:55:13.856]',-,0.502,-,-,-"
"'[01:55:13.864]',-,0.502,-,-,-"
"'[01:55:13.872]',-,0.502,-,-,-"
"'[01:55:13.880]',-,0.502,-,-,-"
"'[01:55:13.888]',-,0.502,-,-,-"
"'[01:55:13.896]',-,0.502,-,-,-"
"'[01:55:13.904]',-,0.502,-,-,-"
"'[01:55:13.912]',-,0.502,-,-,-"
"'[01:55:13.920]',-,0.502,-,-,-"
"'[01:55:13.928]',-,0.502,-,-,-"
"'[01:55:13.936]',-,0.502,-,-,-"
"'[01:55:13.944]',-,0.502,-,-,-"
"'[01:55:13.952]',-,0.502,-,-,-"
"'[01:55:13.960]',-,0.502,-,-,-"
"'[01:55:13.968]',-,0.502,-,-,-"
"'[01:55:13.976]',-,0.502,-,-,-"
"'[01:55:13.984]',-,0.502,-,-,-"
"'[01:55:13.992]',-,0.502,-,-,-"
"'[01:55:14.000]',-,0.502,-,-,-"
"'[01:55:14.008]',-,0.502,-,-,-"
"'[01:55:14.016]',-,0.502,-,-,-"
"'[01:55:14.024]',-,0.502,-,-,-"
"'[01:55:14.032]',-,0.502,-,-,-"
"'[01:55:14.040]',-,0.502,-,-,-"
"'[01:55:14.048]',-,0.502,-,-,-"
"'[01:55:14.056]',-,0.502,-,-,-"
"'[01:55:14.064]',-,0.502,-,-,-"
"'[01:55:14.072]',-,0.502,-,-,-"
"'[01:55:14.080]',-,0.502,-,-,-"
"'[01:55:14.088]',-,0.502,-,-,-"
"'[01:55:14.096]',-,0.502,-,-,-"
"'[01:55:14.104]',-,0.502,-,-,-"
"'[01:55:14.112]',-,0.502,-,-,-"
"'[01:55:14.120]',-,0.502,-,-,-"
"'[01:55:14.128]',-,0.502,-,-,-"
"'[01:55:14.136]',-,0.502,-,-,-"
"'[01:55:14.144]',-,0.502,-,-,-"
"'[01:55:14.152]',-,0.502,-,-,-"
"'[01:55:14.160]',-,0.502,-,-,-"
"'[01:55:14.168]',-,0.502,-,-,-"
"'[01:55:14.176]',-,0.502,-,-,-"
"'[01:55:14.184]',-,0.502,-,-,-"
"'[01:55:14.192]',-,0.502,-,-,-"
"'[01:55:14.200]',-,0.502,-,-,-"
"'[01:55:14.208]',-,0.502,-,-,-"
"'[01:55:14.216]',-,0.502,-,-,-"
"'[01:55:14.224]',-,0.502,-,-,-"
"'[01:55:14.232]',-,0.502,-,-,-"
"'[01:55:14.240]',-,0.502,-,-,-"
"'[01:55:14.248]',-,0.502,-,-,-"
"'[01:55:14.256]',-,0.502,-,-,-"
"'[01:55:14.264]',-,0.502,-,-,-"
"'[01:55:14.272]',-,0.502,-,-,-"
"'[01:55:14.280]',-,0.502,-,-,-"
"'[01:55:14.288]',-,0.502,-,-,-"
"'[01:55:14.296]',-,0.502,-,-,-"
"'[01:55:14.304]',-,0.502,-,-,-"
"'[01:55:14.312]',-,0.502,-,-,-"
"'[01:55:14.320]',-,0.502,-,-,-"
"'[01:55:14.328]',-,0.502,-,-,-"
"'[01:55:14.336]',-,0.502,-,-,-"
"'[01:55:14.344]',-,0.502,-,-,-"
"'[01:55:14.352]',-,0.502,-,-,-"
"'[01:55:14.360]',-,0.502,-,-,-"
"'[01:55:14.368]',-,0.502,-,-,-"
"'[01:55:14.376]',-,0.502,-,-,-"
"'[01:55:14.384]',-,0.502,-,-,-"
"'[01:55:14.392]',-,0.502,-,-,-"
"'[01:55:14.400]',-,0.502,-,-,-"
"'[01:55:14.408]',-,0.502,-,-,-"
"'[01:55:14.416]',-,0.502,-,-,-"
"'[01:55:14.424]',-,0.502,-,-,-"
"'[01:55:14.432]',-,0.502,-,-,-"
"'[01:55:14.440]',-,0.502,-,-,-"
"'[01:55:14.448]',-,0.502,-,-,-"
"'[01:55:14.456]',-,0.502,-,-,-"
"'[01:55:14.464]',-,0.502,-,-,-"
"'[01:55:14.472]',-,0.502,-,-,-"
"'[01:55:14.480]',-,0.502,-,-,-"
"'[01:55:14.488]',-,0.502,-,-,-"
"'[01:55:14.496]',-,0.502,-,-,-"
"'[01:55:14.504]',-,0.502,-,-,-"
"'[01:55:14.512]',-,0.502,-,-,-"
"'[01:55:14.520]',-,0.502,-,-,-"
"'[01:55:14.528]',-,0.502,-,-,-"
"'[01:55:14.536]',-,0.502,-,-,-"
"'[01:55:14.544]',-,0.502,-,-,-"
"'[01:55:14.552]',-,0.502,-,-,-"
"'[01:55:14.560]',-,0.502,-,-,-"
"'[01:55:14.568]',-,0.502,-,-,-"
"'[01:55:14.576]',-,0.502,-,-,-"
"'[01:55:14.584]',-,0.502,-,-,-"
"'[01:55:14.592]',-,0.502,-,-,-"
"'[01:55:14.600]',-,0.502,-,-,-"
"'[01:55:14.608]',-,0.502,-,-,-"
"'[01:55:14.616]',-,0.502,-,-,-"
"'[01:55:14.624]',-,0.502,-,-,-"
"'[01:55:14.632]',-,0.502,-,-,-"
"'[01:55:14.640]',-,0.502,-,-,-"
"'[01:55:14.648]',-,0.502,-,-,-"
"'[01:55:14.656]',-,0.502,-,-,-"
"'[01:55:14.664]',-,0.502,-,-,-"
"'[01:55:14.672]',-,0.502,-,-,-"
"'[01:55:14.680]',-,0.502,-,-,-"
"'[01:55:14.688]',-,0.502,-,-,-"
"'[01:55:14.696]',-,0.502,-,-,-"
"'[01:55:14.704]',-,0.502,-,-,-"
"'[01:55:14.712]',-,0.502,-,-,-"
"'[01:55:14.720]',-,0.502,-,-,-"
"'[01:55:14.728]',-,0.502,-,-,-"
"'[01:55:14.736]',-,0.502,-,-,-"
"'[01:55:14.744]',-,0.502,-,-,-"
"'[01:55:14.752]',-,0.502,-,-,-"
"'[01:55:14.760]',-,0.502,-,-,-"
"'[01:55:14.768]',-,0.502,-,-,-"
"'[01:55:14.776]',-,0.502,-,-,-"
"'[01:55:14.784]',-,0.502,-,-,-"
"'[01:55:14.792]',-,0.502,-,-,-"
"'[01:55:14.800]',-,0.502,-,-,-"
"'[01:55:14.808]',-,0.502,-,-,-"
"'[01:55:14.816]',-,0.502,-,-,-"
"'[01:55:14.824]',-,0.502,-,-,-"
"'[01:55:14.832]',-,0.502,-,-,-"
"'[01:55:14.840]',-,0.502,-,-,-"
"'[01:55:14.848]',-,0.502,-,-,-"
"'[01:55:14.856]',-,0.502,-,-,-"
"'[01:55:14.864]',-,0.502,-,-,-"
"'[01:55:14.872]',-,0.502,-,-,-"
"'[01:55:14.880]',-,0.502,-,-,-"
"'[01:55:14.888]',-,0.502,-,-,-"
"'[01:55:14.896]',-,0.502,-,-,-"
"'[01:55:14.904]',-,0.502,-,-,-"
"'[01:55:14.912]',-,0.502,-,-,-"
"'[01:55:14.920]',-,0.502,-,-,-"
"'[01:55:14.928]',-,0.502,-,-,-"
"'[01:55:14.936]',-,0.502,-,-,-"
"'[01:55:14.944]',-,0.502,-,-,-"
"'[01:55:14.952]',-,0.502,-,-,-"
"'[01:55:14.960]',-,0.502,-,-,-"
"'[01:55:14.968]',-,0.502,-,-,-"
"'[01:55:14.976]',-,0.502,-,-,-"
"'[01:55:14.984]',-,0.502,-,-,-"
"'[01:55:14.992]',-,0.502,-,-,-"
"'[01:55:15.000]',-,0.502,-,-,-"
"'[01:55:15.008]',-,0.502,-,-,-"
"'[01:55:15.016]',-,0.502,-,-,-"
"'[01:55:15.024]',-,0.502,-,-,-"
"'[01:55:15.032]',-,0.502,-,-,-"
"'[01:55:15.040]',-,0.502,-,-,-"
"'[01:55:15.048]',-,0.502,-,-,-"
"'[01:55:15.056]',-,0.502,-,-,-"
"'[01:55:15.064]',-,0.502,-,-,-"
"'[01:55:15.072]',-,0.502,-,-,-"
"'[01:55:15.080]',-,0.502,-,-,-"
"'[01:55:15.088]',-,0.502,-,-,-"
"'[01:55:15.096]',-,0.502,-,-,-"
"'[01:55:15.104]',-,0.502,-,-,-"
"'[01:55:15.112]',-,0.502,-,-,-"
"'[01:55:15.120]',-,0.502,-,-,-"
"'[01:55:15.128]',-,0.502,-,-,-"
"'[01:55:15.136]',-,0.502,-,-,-"
"'[01:55:15.144]',-,0.502,-,-,-"
"'[01:55:15.152]',-,0.502,-,-,-"
"'[01:55:15.160]',-,0.502,-,-,-"
"'[01:55:15.168]',-,0.502,-,-,-"
"'[01:55:15.176]',-,0.502,-,-,-"
"'[01:55:15.184]',-,0.502,-,-,-"
"'[01:55:15.192]',-,0.502,-,-,-"
"'[01:55:15.200]',-,0.502,-,-,-"
"'[01:55:15.208]',-,0.502,-,-,-"
"'[01:55:15.216]',-,0.502,-,-,-"
"'[01:55:15.224]',-,0.502,-,-,-"
"'[01:55:15.232]',-,0.502,-,-,-"
"'[01:55:15.240]',-,0.502,-,-,-"
"'[01:55:15.248]',-,0.502,-,-,-"
"'[01:55:15.256]',-,0.502,-,-,-"
"'[01:55:15.264]',-,0.502,-,-,-"
"'[01:55:15.272]',-,0.502,-,-,-"
"'[01:55:15.280]',-,0.502,-,-,-"
"'[01:55:15.288]',-,0.502,-,-,-"
"'[01:55:15.296]',-,0.502,-,-,-"
"'[01:55:15.304]',-,0.502,-,-,-"
"'[01:55:15.312]',-,0.502,-,-,-"
"'[01:55:15.320]',-,0.502,-,-,-"
"'[01:55:15.328]',-,0.502,-,-,-"
"'[01:55:15.336]',-,0.502,-,-,-"
"'[01:55:15.344]',-,0.502,-,-,-"
"'[01:55:15.352]',-,0.502,-,-,-"
"'[01:55:15.360]',-,0.502,-,-,-"
"'[01:55:15.368]',-,0.502,-,-,-"
"'[01:55:15.376]',-,0.502,-,-,-"
"'[01:55:15.384]',-,0.502,-,-,-"
"'[01:55:15.392]',-,0.502,-,-,-"
"'[01:55:15.400]',-,0.502,-,-,-"
"'[01:55:15.408]',-,0.502,-,-,-"
"'[01:55:15.416]',-,0.502,-,-,-"
"'[01:55:15.424]',-,0.502,-,-,-"
"'[01:55:15.432]',-,0.502,-,-,-"
"'[01:55:15.440]',-,0.502,-,-,-"
"'[01:55:15.448]',-,0.502,-,-,-"
"'[01:55:15.456]',-,0.502,-,-,-"
"'[01:55:15.464]',-,0.502,-,-,-"
"'[01:55:15.472]',-,0.502,-,-,-"
"'[01:55:15.480]',-,0.502,-,-,-"
"'[01:55:15.488]',-,0.502,-,-,-"
"'[01:55:15.496]',-,0.502,-,-,-"
"'[01:55:15.504]',-,0.502,-,-,-"
"'[01:55:15.512]',-,0.502,-,-,-"
"'[01:55:15.520]',-,0.502,-,-,-"
"'[01:55:15.528]',-,0.502,-,-,-"
"'[01:55:15.536]',-,0.502,-,-,-"
"'[01:55:15.544]',-,0.502,-,-,-"
"'[01:55:15.552]',-,0.502,-,-,-"
"'[01:55:15.560]',-,0.502,-,-,-"
"'[01:55:15.568]',-,0.502,-,-,-"
"'[01:55:15.576]',-,0.502,-,-,-"
"'[01:55:15.584]',-,0.502,-,-,-"
"'[01:55:15.592]',-,0.502,-,-,-"
"'[01:55:15.600]',-,0.502,-,-,-"
"'[01:55:15.608]',-,0.502,-,-,-"
"'[01:55:15.616]',-,0.502,-,-,-"
"'[01:55:15.624]',-,0.502,-,-,-"
"'[01:55:15.632]',-,0.502,-,-,-"
"'[01:55:15.640]',-,0.502,-,-,-"
"'[01:55:15.648]',-,0.502,-,-,-"
"'[01:55:15.656]',-,0.502,-,-,-"
"'[01:55:15.664]',-,0.502,-,-,-"
"'[01:55:15.672]',-,0.502,-,-,-"
"'[01:55:15.680]',-,0.502,-,-,-"
"'[01:55:15.688]',-,0.502,-,-,-"
"'[01:55:15.696]',-,0.502,-,-,-"
"'[01:55:15.704]',-,0.502,-,-,-"
"'[01:55:15.712]',-,0.502,-,-,-"
"'[01:55:15.720]',-,0.502,-,-,-"
"'[01:55:15.728]',-,0.502,-,-,-"
"'[01:55:15.736]',-,0.502,-,-,-"
"'[01:55:15.744]',-,0.502,-,-,-"
"'[01:55:15.752]',-,0.502,-,-,-"
"'[01:55:15.760]',-,0.502,-,-,-"
"'[01:55:15.768]',-,0.502,-,-,-"
"'[01:55:15.776]',-,0.502,-,-,-"
"'[01:55:15.784]',-,0.502,-,-,-"
"'[01:55:15.792]',-,0.502,-,-,-"
"'[01:55:15.800]',-,0.502,-,-,-"
"'[01:55:15.808]',-,0.502,-,-,-"
"'[01:55:15.816]',-,0.502,-,-,-"
"'[01:55:15.824]',-,0.502,-,-,-"
"'[01:55:15.832]',-,0.502,-,-,-"
"'[01:55:15.840]',-,0.502,-,-,-"
"'[01:55:15.848]',-,0.502,-,-,-"
"'[01:55:15.856]',-,0.502,-,-,-"
"'[01:55:15.864]',-,0.502,-,-,-"
"'[01:55:15.872]',-,0.502,-,-,-"
"'[01:55:15.880]',-,0.502,-,-,-"
"'[01:55:15.888]',-,0.502,-,-,-"
"'[01:55:15.896]',-,0.502,-,-,-"
"'[01:55:15.904]',-,0.502,-,-,-"
"'[01:55:15.912]',-,0.502,-,-,-"
"'[01:55:15.920]',-,0.502,-,-,-"
"'[01:55:15.928]',-,0.502,-,-,-"
"'[01:55:15.936]',-,0.502,-,-,-"
"'[01:55:15.944]',-,0.502,-,-,-"
"'[01:55:15.952]',-,0.502,-,-,-"
"'[01:55:15.960]',-,0.502,-,-,-"
"'[01:55:15.968]',-,0.502,-,-,-"
"'[01:55:15.976]',-,0.502,-,-,-"
"'[01:55:15.984]',-,0.502,-,-,-"
"'[01:55:15.992]',-,0.502,-,-,-"
"'[01:55:16.000]',-,0.502,-,-,-"
"'[01:55:16.008]',-,0.502,-,-,-"
"'[01:55:16.016]',-,0.502,-,-,-"
"'[01:55:16.024]',-,0.502,-,-,-"
"'[01:55:16.032]',-,0.502,-,-,-"
"'[01:55:16.040]',-,0.502,-,-,-"
"'[01:55:16.048]',-,0.502,-,-,-"
"'[01:55:16.056]',-,0.502,-,-,-"
"'[01:55:16.064]',-,0.502,-,-,-"
"'[01:55:16.072]',-,0.502,-,-,-"
"'[01:55:16.080]',-,0.502,-,-,-"
"'[01:55:16.088]',-,0.502,-,-,-"
"'[01:55:16.096]',-,0.502,-,-,-"
"'[01:55:16.104]',-,0.502,-,-,-"
"'[01:55:16.112]',-,0.502,-,-,-"
"'[01:55:16.120]',-,0.502,-,-,-"
"'[01:55:16.128]',-,0.502,-,-,-"
"'[01:55:16.136]',-,0.502,-,-,-"
"'[01:55:16.144]',-,0.502,-,-,-"
"'[01:55:16.152]',-,0.502,-,-,-"
"'[01:55:16.160]',-,0.502,-,-,-"
"'[01:55:16.168]',-,0.502,-,-,-"
"'[01:55:16.176]',-,0.502,-,-,-"
"'[01:55:16.184]',-,0.502,-,-,-"
"'[01:55:16.192]',-,0.502,-,-,-"
"'[01:55:16.200]',-,0.502,-,-,-"
"'[01:55:16.208]',-,0.502,-,-,-"
"'[01:55:16.216]',-,0.502,-,-,-"
"'[01:55:16.224]',-,0.502,-,-,-"
"'[01:55:16.232]',-,0.502,-,-,-"
"'[01:55:16.240]',-,0.502,-,-,-"
"'[01:55:16.248]',-,0.502,-,-,-"
"'[01:55:16.256]',-,0.502,-,-,-"
"'[01:55:16.264]',-,0.502,-,-,-"
"'[01:55:16.272]',-,0.502,-,-,-"
"'[01:55:16.280]',-,0.502,-,-,-"
"'[01:55:16.288]',-,0.502,-,-,-"
"'[01:55:16.296]',-,0.502,-,-,-"
"'[01:55:16.304]',-,0.502,-,-,-"
"'[01:55:16.312]',-,0.502,-,-,-"
"'[01:55:16.320]',-,0.502,-,-,-"
"'[01:55:16.328]',-,0.502,-,-,-"
"'[01:55:16.336]',-,0.502,-,-,-"
"'[01:55:16.344]',-,0.502,-,-,-"
"'[01:55:16.352]',-,0.502,-,-,-"
"'[01:55:16.360]',-,0.502,-,-,-"
"'[01:55:16.368]',-,0.502,-,-,-"
"'[01:55:16.376]',-,0.502,-,-,-"
"'[01:55:16.384]',-,0.502,-,-,-"
"'[01:55:16.392]',-,0.502,-,-,-"
"'[01:55:16.400]',-,0.502,-,-,-"
"'[01:55:16.408]',-,0.502,-,-,-"
"'[01:55:16.416]',-,0.502,-,-,-"
"'[01:55:16.424]',-,0.502,-,-,-"
"'[01:55:16.432]',-,0.502,-,-,-"
"'[01:55:16.440]',-,0.502,-,-,-"
"'[01:55:16.448]',-,0.502,-,-,-"
"'[01:55:16.456]',-,0.502,-,-,-"
"'[01:55:16.464]',-,0.502,-,-,-"
"'[01:55:16.472]',-,0.502,-,-,-"
"'[01:55:16.480]',-,0.502,-,-,-"
"'[01:55:16.488]',-,0.502,-,-,-"
"'[01:55:16.496]',-,0.502,-,-,-"
"'[01:55:16.504]',-,0.502,-,-,-"
"'[01:55:16.512]',-,0.502,-,-,-"
"'[01:55:16.520]',-,0.502,-,-,-"
"'[01:55:16.528]',-,0.502,-,-,-"
"'[01:55:16.536]',-,0.502,-,-,-"
"'[01:55:16.544]',-,0.502,-,-,-"
"'[01:55:16.552]',-,0.502,-,-,-"
"'[01:55:16.560]',-,0.502,-,-,-"
"'[01:55:16.568]',-,0.502,-,-,-"
"'[01:55:16.576]',-,0.502,-,-,-"
"'[01:55:16.584]',-,0.502,-,-,-"
"'[01:55:16.592]',-,0.502,-,-,-"
"'[01:55:16.600]',-,0.502,-,-,-"
"'[01:55:16.608]',-,0.502,-,-,-"
"'[01:55:16.616]',-,0.502,-,-,-"
"'[01:55:16.624]',-,0.502,-,-,-"
"'[01:55:16.632]',-,0.502,-,-,-"
"'[01:55:16.640]',-,0.502,-,-,-"
"'[01:55:16.648]',-,0.502,-,-,-"
"'[01:55:16.656]',-,0.502,-,-,-"
"'[01:55:16.664]',-,0.502,-,-,-"
"'[01:55:16.672]',-,0.502,-,-,-"
"'[01:55:16.680]',-,0.502,-,-,-"
"'[01:55:16.688]',-,0.502,-,-,-"
"'[01:55:16.696]',-,0.502,-,-,-"
"'[01:55:16.704]',-,0.502,-,-,-"
"'[01:55:16.712]',-,0.502,-,-,-"
"'[01:55:16.720]',-,0.502,-,-,-"
"'[01:55:16.728]',-,0.502,-,-,-"
"'[01:55:16.736]',-,0.502,-,-,-"
"'[01:55:16.744]',-,0.502,-,-,-"
"'[01:55:16.752]',-,0.502,-,-,-"
"'[01:55:16.760]',-,0.502,-,-,-"
"'[01:55:16.768]',-,0.502,-,-,-"
"'[01:55:16.776]',-,0.502,-,-,-"
"'[01:55:16.784]',-,0.502,-,-,-"
"'[01:55:16.792]',-,0.502,-,-,-"
"'[01:55:16.800]',-,0.502,-,-,-"
"'[01:55:16.808]',-,0.502,-,-,-"
"'[01:55:16.816]',-,0.502,-,-,-"
"'[01:55:16.824]',-,0.502,-,-,-"
"'[01:55:16.832]',-,0.502,-,-,-"
"'[01:55:16.840]',-,0.502,-,-,-"
"'[01:55:16.848]',-,0.502,-,-,-"
"'[01:55:16.856]',-,0.502,-,-,-"
"'[01:55:16.864]',-,0.502,-,-,-"
"'[01:55:16.872]',-,0.502,-,-,-"
"'[01:55:16.880]',-,0.502,-,-,-"
"'[01:55:16.888]',-,0.502,-,-,-"
"'[01:55:16.896]',-,0.502,-,-,-"
"'[01:55:16.904]',-,0.502,-,-,-"
"'[01:55:16.912]',-,0.502,-,-,-"
"'[01:55:16.920]',-,0.502,-,-,-"
"'[01:55:16.928]',-,0.502,-,-,-"
"'[01:55:16.936]',-,0.502,-,-,-"
"'[01:55:16.944]',-,0.502,-,-,-"
"'[01:55:16.952]',-,0.502,-,-,-"
"'[01:55:16.960]',-,0.502,-,-,-"
"'[01:55:16.968]',-,0.502,-,-,-"
"'[01:55:16.976]',-,0.502,-,-,-"
"'[01:55:16.984]',-,0.502,-,-,-"
"'[01:55:16.992]',-,0.502,-,-,-"
"'[01:55:17.000]',-,0.502,-,-,-"
"'[01:55:17.008]',-,0.502,-,-,-"
"'[01:55:17.016]',-,0.502,-,-,-"
"'[01:55:17.024]',-,0.502,-,-,-"
"'[01:55:17.032]',-,0.502,-,-,-"
"'[01:55:17.040]',-,0.502,-,-,-"
"'[01:55:17.048]',-,0.502,-,-,-"
"'[01:55:17.056]',-,0.502,-,-,-"
"'[01:55:17.064]',-,0.502,-,-,-"
"'[01:55:17.072]',-,0.502,-,-,-"
"'[01:55:17.080]',-,0.502,-,-,-"
"'[01:55:17.088]',-,0.502,-,-,-"
"'[01:55:17.096]',-,0.502,-,-,-"
"'[01:55:17.104]',-,0.502,-,-,-"
"'[01:55:17.112]',-,0.502,-,-,-"
"'[01:55:17.120]',-,0.502,-,-,-"
"'[01:55:17.128]',-,0.502,-,-,-"
"'[01:55:17.136]',-,0.502,-,-,-"
"'[01:55:17.144]',-,0.502,-,-,-"
"'[01:55:17.152]',-,0.502,-,-,-"
"'[01:55:17.160]',-,0.502,-,-,-"
"'[01:55:17.168]',-,0.502,-,-,-"
"'[01:55:17.176]',-,0.502,-,-,-"
"'[01:55:17.184]',-,0.502,-,-,-"
"'[01:55:17.192]',-,0.502,-,-,-"
"'[01:55:17.200]',-,0.502,-,-,-"
"'[01:55:17.208]',-,0.502,-,-,-"
"'[01:55:17.216]',-,0.502,-,-,-"
"'[01:55:17.224]',-,0.502,-,-,-"
"'[01:55:17.232]',-,0.502,-,-,-"
"'[01:55:17.240]',-,0.502,-,-,-"
"'[01:55:17.248]',-,0.502,-,-,-"
"'[01:55:17.256]',-,0.502,-,-,-"
"'[01:55:17.264]',-,0.502,-,-,-"
"'[01:55:17.272]',-,0.502,-,-,-"
"'[01:55:17.280]',-,0.502,-,-,-"
"'[01:55:17.288]',-,0.502,-,-,-"
"'[01:55:17.296]',-,0.502,-,-,-"
"'[01:55:17.304]',-,0.502,-,-,-"
"'[01:55:17.312]',-,0.502,-,-,-"
"'[01:55:17.320]',-,0.502,-,-,-"
"'[01:55:17.328]',-,0.502,-,-,-"
"'[01:55:17.336]',-,0.502,-,-,-"
"'[01:55:17.344]',-,0.502,-,-,-"
"'[01:55:17.352]',-,0.502,-,-,-"
"'[01:55:17.360]',-,0.502,-,-,-"
"'[01:55:17.368]',-,0.502,-,-,-"
"'[01:55:17.376]',-,0.502,-,-,-"
"'[01:55:17.384]',-,0.502,-,-,-"
"'[01:55:17.392]',-,0.502,-,-,-"
"'[01:55:17.400]',-,0.502,-,-,-"
"'[01:55:17.408]',-,0.502,-,-,-"
"'[01:55:17.416]',-,0.502,-,-,-"
"'[01:55:17.424]',-,0.502,-,-,-"
"'[01:55:17.432]',-,0.502,-,-,-"
"'[01:55:17.440]',-,0.502,-,-,-"
