'Time','II','PLETH','ABP','III','I'
'[19:55:17.544]',0.323,0.596,87.461,-,-
'[19:55:17.552]',0.346,0.600,87.461,-,-
'[19:55:17.560]',0.362,0.604,86.632,-,-
'[19:55:17.568]',0.378,0.604,86.010,-,-
'[19:55:17.576]',0.394,0.604,85.181,-,-
'[19:55:17.584]',0.378,0.604,84.352,-,-
'[19:55:17.592]',0.362,0.604,83.523,-,-
'[19:55:17.600]',0.362,0.600,82.902,-,-
'[19:55:17.608]',0.346,0.600,82.902,-,-
'[19:55:17.616]',0.315,0.596,82.073,-,-
'[19:55:17.624]',0.315,0.592,82.073,-,-
'[19:55:17.632]',0.315,0.588,81.244,-,-
'[19:55:17.640]',0.323,0.580,80.415,-,-
'[19:55:17.648]',0.315,0.576,79.585,-,-
'[19:55:17.656]',0.315,0.573,79.585,-,-
'[19:55:17.664]',0.307,0.565,78.964,-,-
'[19:55:17.672]',0.307,0.561,78.135,-,-
'[19:55:17.680]',0.299,0.557,78.135,-,-
'[19:55:17.688]',0.291,0.549,77.306,-,-
'[19:55:17.696]',0.307,0.545,76.477,-,-
'[19:55:17.704]',0.394,0.541,76.477,-,-
'[19:55:17.712]',0.598,0.537,75.855,-,-
'[19:55:17.720]',0.890,0.533,75.026,-,-
'[19:55:17.728]',0.992,0.529,75.026,-,-
'[19:55:17.736]',0.693,0.525,75.026,-,-
'[19:55:17.744]',0.205,0.522,74.197,-,-
'[19:55:17.752]',-0.157,0.518,74.197,-,-
'[19:55:17.760]',-0.236,0.514,74.197,-,-
'[19:55:17.768]',-0.118,0.510,73.368,-,-
'[19:55:17.776]',0.063,0.506,73.368,-,-
'[19:55:17.784]',0.213,0.502,73.368,-,-
'[19:55:17.792]',0.283,0.498,73.368,-,-
'[19:55:17.800]',0.315,0.494,73.368,-,-
'[19:55:17.808]',0.331,0.490,73.368,-,-
'[19:55:17.816]',0.331,0.490,73.368,-,-
'[19:55:17.824]',0.315,0.486,73.368,-,-
'[19:55:17.832]',0.315,0.486,72.746,-,-
'[19:55:17.840]',0.331,0.482,72.746,-,-
'[19:55:17.848]',0.346,0.482,72.746,-,-
'[19:55:17.856]',0.346,0.478,71.917,-,-
'[19:55:17.864]',0.378,0.475,71.088,-,-
'[19:55:17.872]',0.409,0.471,71.088,-,-
'[19:55:17.880]',0.402,0.467,71.088,-,-
'[19:55:17.888]',0.346,0.463,70.259,-,-
'[19:55:17.896]',0.307,0.459,70.259,-,-
'[19:55:17.904]',0.291,0.455,69.430,-,-
'[19:55:17.912]',0.315,0.451,69.430,-,-
'[19:55:17.920]',0.331,0.447,68.808,-,-
'[19:55:17.928]',0.331,0.443,67.979,-,-
'[19:55:17.936]',0.346,0.439,67.150,-,-
'[19:55:17.944]',0.370,0.435,67.150,-,-
'[19:55:17.952]',0.386,0.435,67.150,-,-
'[19:55:17.960]',0.386,0.431,67.979,-,-
'[19:55:17.968]',0.354,0.431,69.430,-,-
'[19:55:17.976]',0.339,0.431,72.746,-,-
'[19:55:17.984]',0.331,0.427,78.135,-,-
'[19:55:17.992]',0.331,0.427,85.181,-,-
'[19:55:18.000]',0.362,0.427,93.679,-,-
'[19:55:18.008]',0.386,0.424,103.212,-,-
'[19:55:18.016]',0.386,0.424,110.881,-,-
'[19:55:18.024]',0.362,0.424,116.477,-,-
'[19:55:18.032]',0.354,0.420,118.756,-,-
'[19:55:18.040]',0.370,0.420,119.585,-,-
'[19:55:18.048]',0.394,0.420,119.585,-,-
'[19:55:18.056]',0.386,0.416,119.585,-,-
'[19:55:18.064]',0.370,0.416,120.415,-,-
'[19:55:18.072]',0.362,0.412,122.694,-,-
'[19:55:18.080]',0.339,0.408,125.803,-,-
'[19:55:18.088]',0.331,0.404,130.570,-,-
'[19:55:18.096]',0.354,0.400,134.301,-,-
'[19:55:18.104]',0.362,0.400,138.238,-,-
'[19:55:18.112]',0.370,0.396,141.347,-,-
'[19:55:18.120]',0.402,0.392,142.176,-,-
'[19:55:18.128]',0.402,0.392,142.176,-,-
'[19:55:18.136]',0.378,0.388,141.347,-,-
'[19:55:18.144]',0.362,0.388,140.725,-,-
'[19:55:18.152]',0.362,0.388,139.896,-,-
'[19:55:18.160]',0.362,0.384,139.896,-,-
'[19:55:18.168]',0.362,0.380,139.896,-,-
'[19:55:18.176]',0.370,0.380,139.896,-,-
'[19:55:18.184]',0.370,0.376,139.896,-,-
'[19:55:18.192]',0.362,0.376,139.896,-,-
'[19:55:18.200]',0.378,0.373,139.896,-,-
'[19:55:18.208]',0.386,0.373,139.067,-,-
'[19:55:18.216]',0.402,0.369,138.238,-,-
'[19:55:18.224]',0.394,0.369,136.788,-,-
'[19:55:18.232]',0.378,0.369,135.130,-,-
'[19:55:18.240]',0.370,0.369,133.679,-,-
'[19:55:18.248]',0.378,0.369,132.021,-,-
'[19:55:18.256]',0.370,0.369,131.192,-,-
'[19:55:18.264]',0.386,0.369,129.741,-,-
'[19:55:18.272]',0.402,0.369,128.083,-,-
'[19:55:18.280]',0.402,0.373,126.632,-,-
'[19:55:18.288]',0.409,0.376,124.145,-,-
'[19:55:18.296]',0.394,0.380,121.865,-,-
'[19:55:18.304]',0.386,0.384,118.756,-,-
'[19:55:18.312]',0.386,0.392,114.819,-,-
'[19:55:18.320]',0.378,0.400,110.259,-,-
'[19:55:18.328]',0.370,0.408,105.492,-,-
'[19:55:18.336]',0.378,0.420,102.383,-,-
'[19:55:18.344]',0.370,0.431,99.275,-,-
'[19:55:18.352]',0.386,0.439,97.617,-,-
'[19:55:18.360]',0.402,0.451,97.617,-,-
'[19:55:18.368]',0.386,0.463,97.617,-,-
'[19:55:18.376]',0.354,0.471,98.446,-,-
'[19:55:18.384]',0.331,0.482,98.446,-,-
'[19:55:18.392]',0.331,0.494,97.617,-,-
'[19:55:18.400]',0.346,0.506,96.788,-,-
'[19:55:18.408]',0.362,0.518,96.166,-,-
'[19:55:18.416]',0.362,0.525,94.508,-,-
'[19:55:18.424]',0.362,0.537,93.679,-,-
'[19:55:18.432]',0.362,0.541,93.057,-,-
'[19:55:18.440]',0.362,0.549,92.228,-,-
'[19:55:18.448]',0.362,0.553,91.399,-,-
'[19:55:18.456]',0.386,0.561,91.399,-,-
'[19:55:18.464]',0.409,0.569,90.570,-,-
'[19:55:18.472]',0.417,0.576,90.570,-,-
'[19:55:18.480]',0.394,0.584,89.741,-,-
'[19:55:18.488]',0.386,0.592,89.741,-,-
'[19:55:18.496]',0.370,0.600,89.119,-,-
'[19:55:18.504]',0.323,0.604,88.290,-,-
'[19:55:18.512]',0.276,0.608,87.461,-,-
'[19:55:18.520]',0.205,0.612,87.461,-,-
'[19:55:18.528]',0.055,0.616,86.632,-,-
'[19:55:18.536]',-0.173,0.616,86.010,-,-
'[19:55:18.544]',-0.386,0.616,85.181,-,-
'[19:55:18.552]',-0.480,0.616,84.352,-,-
'[19:55:18.560]',-0.409,0.616,83.523,-,-
'[19:55:18.568]',-0.244,0.616,82.902,-,-
'[19:55:18.576]',-0.118,0.616,82.902,-,-
'[19:55:18.584]',-0.063,0.616,82.073,-,-
'[19:55:18.592]',-0.008,0.616,82.073,-,-
'[19:55:18.600]',0.079,0.612,81.244,-,-
'[19:55:18.608]',0.173,0.612,81.244,-,-
'[19:55:18.616]',0.260,0.608,80.415,-,-
'[19:55:18.624]',0.354,0.604,79.585,-,-
'[19:55:18.632]',0.417,0.596,79.585,-,-
'[19:55:18.640]',0.449,0.592,79.585,-,-
'[19:55:18.648]',0.488,0.584,78.964,-,-
'[19:55:18.656]',0.496,0.576,78.964,-,-
'[19:55:18.664]',0.504,0.573,78.135,-,-
'[19:55:18.672]',0.496,0.565,77.306,-,-
'[19:55:18.680]',0.496,0.561,77.306,-,-
'[19:55:18.688]',0.488,0.557,76.477,-,-
'[19:55:18.696]',0.472,0.549,76.477,-,-
'[19:55:18.704]',0.472,0.545,75.855,-,-
'[19:55:18.712]',0.488,0.541,75.855,-,-
'[19:55:18.720]',0.496,0.537,75.855,-,-
'[19:55:18.728]',0.528,0.533,75.855,-,-
'[19:55:18.736]',0.551,0.529,75.855,-,-
'[19:55:18.744]',0.567,0.525,75.026,-,-
'[19:55:18.752]',0.559,0.518,75.026,-,-
'[19:55:18.760]',0.559,0.514,74.197,-,-
'[19:55:18.768]',0.567,0.506,73.368,-,-
'[19:55:18.776]',0.567,0.502,73.368,-,-
'[19:55:18.784]',0.583,0.498,72.746,-,-
'[19:55:18.792]',0.622,0.494,71.917,-,-
'[19:55:18.800]',0.654,0.490,71.088,-,-
'[19:55:18.808]',0.701,0.486,70.259,-,-
'[19:55:18.816]',0.732,0.478,68.808,-,-
'[19:55:18.824]',0.740,0.475,68.808,-,-
'[19:55:18.832]',0.740,0.475,68.808,-,-
'[19:55:18.840]',0.756,0.471,70.259,-,-
'[19:55:18.848]',0.780,0.467,73.368,-,-
'[19:55:18.856]',0.819,0.463,78.135,-,-
'[19:55:18.864]',0.858,0.459,84.352,-,-
'[19:55:18.872]',0.906,0.455,91.399,-,-
'[19:55:18.880]',0.937,0.451,98.446,-,-
'[19:55:18.888]',0.953,0.451,103.212,-,-
'[19:55:18.896]',0.945,0.447,106.943,-,-
'[19:55:18.904]',0.913,0.443,108.601,-,-
'[19:55:18.912]',0.866,0.439,108.601,-,-
'[19:55:18.920]',0.819,0.439,108.601,-,-
'[19:55:18.928]',0.772,0.435,108.601,-,-
'[19:55:18.936]',0.732,0.435,109.430,-,-
'[19:55:18.944]',0.685,0.431,110.259,-,-
'[19:55:18.952]',0.614,0.431,112.539,-,-
'[19:55:18.960]',0.543,0.427,113.990,-,-
'[19:55:18.968]',0.472,0.427,115.648,-,-
'[19:55:18.976]',0.417,0.424,116.477,-,-
'[19:55:18.984]',0.386,0.424,116.477,-,-
'[19:55:18.992]',0.346,0.420,114.819,-,-
'[19:55:19.000]',0.315,0.416,113.368,-,-
'[19:55:19.008]',0.291,0.416,110.881,-,-
'[19:55:19.016]',0.291,0.412,108.601,-,-
'[19:55:19.024]',0.315,0.412,105.492,-,-
'[19:55:19.032]',0.331,0.408,103.212,-,-
'[19:55:19.040]',0.299,0.404,100.104,-,-
'[19:55:19.048]',0.260,0.404,97.617,-,-
'[19:55:19.056]',0.244,0.400,94.508,-,-
'[19:55:19.064]',0.252,0.396,91.399,-,-
'[19:55:19.072]',0.260,0.392,89.119,-,-
'[19:55:19.080]',0.260,0.388,86.632,-,-
'[19:55:19.088]',0.260,0.384,85.181,-,-
'[19:55:19.096]',0.276,0.380,83.523,-,-
'[19:55:19.104]',0.260,0.376,83.523,-,-
'[19:55:19.112]',0.244,0.376,83.523,-,-
'[19:55:19.120]',0.244,0.373,84.352,-,-
'[19:55:19.128]',0.244,0.373,84.352,-,-
'[19:55:19.136]',0.236,0.373,84.352,-,-
'[19:55:19.144]',0.228,0.373,84.352,-,-
'[19:55:19.152]',0.228,0.373,83.523,-,-
'[19:55:19.160]',0.220,0.376,82.902,-,-
'[19:55:19.168]',0.236,0.380,82.073,-,-
'[19:55:19.176]',0.244,0.384,82.073,-,-
'[19:55:19.184]',0.252,0.388,81.244,-,-
'[19:55:19.192]',0.244,0.392,81.244,-,-
'[19:55:19.200]',0.236,0.400,80.415,-,-
'[19:55:19.208]',0.236,0.408,80.415,-,-
'[19:55:19.216]',0.236,0.412,80.415,-,-
'[19:55:19.224]',0.220,0.420,80.415,-,-
'[19:55:19.232]',0.220,0.424,80.415,-,-
'[19:55:19.240]',0.228,0.431,79.585,-,-
'[19:55:19.248]',0.228,0.435,79.585,-,-
'[19:55:19.256]',0.236,0.443,78.964,-,-
'[19:55:19.264]',0.236,0.447,78.964,-,-
'[19:55:19.272]',0.236,0.451,78.135,-,-
'[19:55:19.280]',0.236,0.459,78.135,-,-
'[19:55:19.288]',0.252,0.463,77.306,-,-
'[19:55:19.296]',0.276,0.467,77.306,-,-
'[19:55:19.304]',0.276,0.475,76.477,-,-
'[19:55:19.312]',0.276,0.478,76.477,-,-
'[19:55:19.320]',0.276,0.478,75.855,-,-
'[19:55:19.328]',0.260,0.478,75.855,-,-
'[19:55:19.336]',0.260,0.478,75.026,-,-
'[19:55:19.344]',0.260,0.478,75.026,-,-
'[19:55:19.352]',0.260,0.478,74.197,-,-
'[19:55:19.360]',0.244,0.478,74.197,-,-
'[19:55:19.368]',0.236,0.478,73.368,-,-
'[19:55:19.376]',0.244,0.478,73.368,-,-
'[19:55:19.384]',0.260,0.475,72.746,-,-
'[19:55:19.392]',0.260,0.471,72.746,-,-
'[19:55:19.400]',0.276,0.467,71.917,-,-
'[19:55:19.408]',0.276,0.463,71.917,-,-
'[19:55:19.416]',0.283,0.459,71.917,-,-
'[19:55:19.424]',0.299,0.455,71.088,-,-
'[19:55:19.432]',0.307,0.455,71.088,-,-
'[19:55:19.440]',0.291,0.451,70.259,-,-
'[19:55:19.448]',0.307,0.451,70.259,-,-
'[19:55:19.456]',0.331,0.447,70.259,-,-
'[19:55:19.464]',0.315,0.443,69.430,-,-
'[19:55:19.472]',0.307,0.439,69.430,-,-
'[19:55:19.480]',0.307,0.439,69.430,-,-
'[19:55:19.488]',0.291,0.435,68.808,-,-
'[19:55:19.496]',0.268,0.431,67.979,-,-
'[19:55:19.504]',0.244,0.431,67.979,-,-
'[19:55:19.512]',0.244,0.427,67.150,-,-
'[19:55:19.520]',0.260,0.427,67.150,-,-
'[19:55:19.528]',0.276,0.424,67.150,-,-
'[19:55:19.536]',0.291,0.424,66.321,-,-
'[19:55:19.544]',0.276,0.420,66.321,-,-
'[19:55:19.552]',0.244,0.420,66.321,-,-
'[19:55:19.560]',0.220,0.416,66.321,-,-
'[19:55:19.568]',0.236,0.416,65.699,-,-
'[19:55:19.576]',0.260,0.412,65.699,-,-
'[19:55:19.584]',0.315,0.412,65.699,-,-
'[19:55:19.592]',0.425,0.408,65.699,-,-
'[19:55:19.600]',0.622,0.408,65.699,-,-
'[19:55:19.608]',0.835,0.404,64.870,-,-
'[19:55:19.616]',0.866,0.400,64.870,-,-
'[19:55:19.624]',0.504,0.400,64.041,-,-
'[19:55:19.632]',0.134,0.400,64.041,-,-
'[19:55:19.640]',-0.110,0.396,63.212,-,-
'[19:55:19.648]',-0.157,0.396,63.212,-,-
'[19:55:19.656]',-0.055,0.392,63.212,-,-
'[19:55:19.664]',0.063,0.392,63.212,-,-
'[19:55:19.672]',0.173,0.388,63.212,-,-
'[19:55:19.680]',0.252,0.388,63.212,-,-
'[19:55:19.688]',0.276,0.384,64.041,-,-
'[19:55:19.696]',0.276,0.384,64.041,-,-
'[19:55:19.704]',0.276,0.380,63.212,-,-
'[19:55:19.712]',0.291,0.380,63.212,-,-
'[19:55:19.720]',0.307,0.376,63.212,-,-
'[19:55:19.728]',0.315,0.376,63.212,-,-
'[19:55:19.736]',0.315,0.373,63.212,-,-
'[19:55:19.744]',0.331,0.369,62.591,-,-
'[19:55:19.752]',0.331,0.369,62.591,-,-
'[19:55:19.760]',0.323,0.369,62.591,-,-
'[19:55:19.768]',0.307,0.365,61.762,-,-
'[19:55:19.776]',0.299,0.365,61.762,-,-
'[19:55:19.784]',0.299,0.365,61.762,-,-
'[19:55:19.792]',0.315,0.365,60.933,-,-
'[19:55:19.800]',0.339,0.365,60.933,-,-
'[19:55:19.808]',0.339,0.365,60.104,-,-
'[19:55:19.816]',0.339,0.365,60.104,-,-
'[19:55:19.824]',0.346,0.365,59.275,-,-
'[19:55:19.832]',0.346,0.365,59.275,-,-
'[19:55:19.840]',0.346,0.365,59.275,-,-
'[19:55:19.848]',0.331,0.361,59.275,-,-
'[19:55:19.856]',0.323,0.361,60.933,-,-
'[19:55:19.864]',0.323,0.361,64.870,-,-
'[19:55:19.872]',0.315,0.361,70.259,-,-
'[19:55:19.880]',0.315,0.361,78.135,-,-
'[19:55:19.888]',0.315,0.361,87.461,-,-
'[19:55:19.896]',0.331,0.361,96.788,-,-
'[19:55:19.904]',0.346,0.357,103.834,-,-
'[19:55:19.912]',0.339,0.357,108.601,-,-
'[19:55:19.920]',0.315,0.357,110.881,-,-
'[19:55:19.928]',0.315,0.357,110.881,-,-
'[19:55:19.936]',0.299,0.353,110.259,-,-
'[19:55:19.944]',0.283,0.353,109.430,-,-
'[19:55:19.952]',0.276,0.353,109.430,-,-
'[19:55:19.960]',0.260,0.353,110.881,-,-
'[19:55:19.968]',0.276,0.353,113.990,-,-
'[19:55:19.976]',0.291,0.353,118.756,-,-
'[19:55:19.984]',0.283,0.353,122.694,-,-
'[19:55:19.992]',0.276,0.353,125.803,-,-
'[19:55:20.000]',0.291,0.353,128.083,-,-
'[19:55:20.008]',0.315,0.349,128.912,-,-
'[19:55:20.016]',0.331,0.349,128.083,-,-
'[19:55:20.024]',0.339,0.349,127.254,-,-
'[19:55:20.032]',0.354,0.345,125.803,-,-
'[19:55:20.040]',0.370,0.345,124.145,-,-
'[19:55:20.048]',0.378,0.345,123.523,-,-
'[19:55:20.056]',0.378,0.345,123.523,-,-
'[19:55:20.064]',0.386,0.345,123.523,-,-
'[19:55:20.072]',0.386,0.353,122.694,-,-
'[19:55:20.080]',0.386,0.365,122.694,-,-
'[19:55:20.088]',0.378,0.369,122.694,-,-
'[19:55:20.096]',0.370,0.373,121.036,-,-
'[19:55:20.104]',0.362,0.373,120.415,-,-
'[19:55:20.112]',0.346,0.373,118.756,-,-
'[19:55:20.120]',0.354,0.373,117.098,-,-
'[19:55:20.128]',0.394,0.373,115.648,-,-
'[19:55:20.136]',0.417,0.373,113.368,-,-
'[19:55:20.144]',0.402,0.376,110.881,-,-
'[19:55:20.152]',0.386,0.376,108.601,-,-
'[19:55:20.160]',0.362,0.380,106.321,-,-
'[19:55:20.168]',0.354,0.384,103.212,-,-
'[19:55:20.176]',0.362,0.388,100.104,-,-
'[19:55:20.184]',0.378,0.392,96.788,-,-
'[19:55:20.192]',0.394,0.396,93.679,-,-
'[19:55:20.200]',0.402,0.404,92.228,-,-
'[19:55:20.208]',0.394,0.408,90.570,-,-
'[19:55:20.216]',0.370,0.416,90.570,-,-
'[19:55:20.224]',0.362,0.424,90.570,-,-
'[19:55:20.232]',0.354,0.431,91.399,-,-
'[19:55:20.240]',0.362,0.443,91.399,-,-
'[19:55:20.248]',0.362,0.451,91.399,-,-
'[19:55:20.256]',0.346,0.459,91.399,-,-
'[19:55:20.264]',0.346,0.467,90.570,-,-
'[19:55:20.272]',0.346,0.475,89.119,-,-
'[19:55:20.280]',0.354,0.486,88.290,-,-
'[19:55:20.288]',0.362,0.494,86.632,-,-
'[19:55:20.296]',0.362,0.506,86.010,-,-
'[19:55:20.304]',0.362,0.518,85.181,-,-
'[19:55:20.312]',0.346,0.525,85.181,-,-
'[19:55:20.320]',0.346,0.533,85.181,-,-
'[19:55:20.328]',0.346,0.541,84.352,-,-
'[19:55:20.336]',0.370,0.545,84.352,-,-
'[19:55:20.344]',0.394,0.549,83.523,-,-
'[19:55:20.352]',0.417,0.557,83.523,-,-
'[19:55:20.360]',0.433,0.561,82.902,-,-
'[19:55:20.368]',0.433,0.569,82.902,-,-
'[19:55:20.376]',0.402,0.573,82.073,-,-
'[19:55:20.384]',0.378,0.576,81.244,-,-
'[19:55:20.392]',0.370,0.580,80.415,-,-
'[19:55:20.400]',0.378,0.584,79.585,-,-
'[19:55:20.408]',0.394,0.584,78.964,-,-
'[19:55:20.416]',0.402,0.584,78.135,-,-
'[19:55:20.424]',0.378,0.584,78.135,-,-
'[19:55:20.432]',0.370,0.584,78.135,-,-
'[19:55:20.440]',0.362,0.584,77.306,-,-
'[19:55:20.448]',0.346,0.584,77.306,-,-
'[19:55:20.456]',0.331,0.580,76.477,-,-
'[19:55:20.464]',0.323,0.580,76.477,-,-
'[19:55:20.472]',0.339,0.576,75.855,-,-
'[19:55:20.480]',0.346,0.573,75.855,-,-
'[19:55:20.488]',0.354,0.569,75.026,-,-
'[19:55:20.496]',0.346,0.565,75.026,-,-
'[19:55:20.504]',0.409,0.561,74.197,-,-
'[19:55:20.512]',0.559,0.557,74.197,-,-
'[19:55:20.520]',0.795,0.553,73.368,-,-
'[19:55:20.528]',0.992,0.549,73.368,-,-
'[19:55:20.536]',0.890,0.545,73.368,-,-
'[19:55:20.544]',0.488,0.541,73.368,-,-
'[19:55:20.552]',0.079,0.537,73.368,-,-
'[19:55:20.560]',-0.142,0.529,72.746,-,-
'[19:55:20.568]',-0.150,0.529,72.746,-,-
'[19:55:20.576]',0.016,0.525,72.746,-,-
'[19:55:20.584]',0.181,0.522,71.917,-,-
'[19:55:20.592]',0.291,0.522,71.917,-,-
'[19:55:20.600]',0.323,0.522,71.917,-,-
'[19:55:20.608]',0.339,0.518,71.917,-,-
'[19:55:20.616]',0.346,0.518,71.917,-,-
'[19:55:20.624]',0.362,0.514,71.917,-,-
'[19:55:20.632]',0.362,0.510,71.917,-,-
'[19:55:20.640]',0.370,0.506,71.917,-,-
'[19:55:20.648]',0.378,0.502,71.088,-,-
'[19:55:20.656]',0.386,0.502,71.088,-,-
'[19:55:20.664]',0.402,0.498,70.259,-,-
'[19:55:20.672]',0.417,0.498,70.259,-,-
'[19:55:20.680]',0.425,0.494,70.259,-,-
'[19:55:20.688]',0.394,0.490,69.430,-,-
'[19:55:20.696]',0.362,0.486,68.808,-,-
'[19:55:20.704]',0.354,0.482,68.808,-,-
'[19:55:20.712]',0.362,0.478,67.979,-,-
'[19:55:20.720]',0.370,0.475,67.150,-,-
'[19:55:20.728]',0.386,0.475,67.150,-,-
'[19:55:20.736]',0.386,0.471,66.321,-,-
'[19:55:20.744]',0.402,0.467,66.321,-,-
'[19:55:20.752]',0.425,0.463,66.321,-,-
'[19:55:20.760]',0.433,0.459,66.321,-,-
'[19:55:20.768]',0.386,0.455,67.150,-,-
'[19:55:20.776]',0.346,0.455,68.808,-,-
'[19:55:20.784]',0.346,0.451,72.746,-,-
'[19:55:20.792]',0.362,0.451,78.135,-,-
'[19:55:20.800]',0.354,0.447,86.010,-,-
'[19:55:20.808]',0.362,0.447,93.679,-,-
'[19:55:20.816]',0.370,0.443,101.554,-,-
'[19:55:20.824]',0.378,0.443,107.772,-,-
'[19:55:20.832]',0.394,0.443,112.539,-,-
'[19:55:20.840]',0.402,0.443,113.990,-,-
'[19:55:20.848]',0.378,0.439,114.819,-,-
'[19:55:20.856]',0.362,0.439,113.990,-,-
'[19:55:20.864]',0.346,0.435,113.990,-,-
'[19:55:20.872]',0.346,0.435,114.819,-,-
'[19:55:20.880]',0.354,0.435,117.098,-,-
'[19:55:20.888]',0.362,0.435,120.415,-,-
'[19:55:20.896]',0.370,0.431,124.145,-,-
'[19:55:20.904]',0.315,0.431,128.083,-,-
'[19:55:20.912]',0.299,0.431,131.192,-,-
'[19:55:20.920]',0.315,0.427,133.679,-,-
'[19:55:20.928]',0.339,0.427,133.679,-,-
'[19:55:20.936]',0.370,0.427,133.679,-,-
'[19:55:20.944]',0.402,0.424,132.850,-,-
'[19:55:20.952]',0.409,0.424,132.021,-,-
'[19:55:20.960]',0.386,0.420,130.570,-,-
'[19:55:20.968]',0.378,0.420,130.570,-,-
'[19:55:20.976]',0.394,0.416,129.741,-,-
'[19:55:20.984]',0.402,0.416,129.741,-,-
'[19:55:20.992]',0.402,0.416,129.741,-,-
'[19:55:21.000]',0.402,0.412,129.741,-,-
'[19:55:21.008]',0.370,0.412,129.741,-,-
'[19:55:21.016]',0.370,0.408,128.912,-,-
'[19:55:21.024]',0.386,0.408,128.083,-,-
'[19:55:21.032]',0.394,0.408,127.254,-,-
'[19:55:21.040]',0.386,0.404,125.803,-,-
'[19:55:21.048]',0.386,0.404,124.145,-,-
'[19:55:21.056]',0.378,0.400,122.694,-,-
'[19:55:21.064]',0.386,0.400,121.036,-,-
'[19:55:21.072]',0.402,0.400,119.585,-,-
'[19:55:21.080]',0.409,0.404,117.098,-,-
'[19:55:21.088]',0.409,0.404,115.648,-,-
'[19:55:21.096]',0.402,0.408,112.539,-,-
'[19:55:21.104]',0.409,0.412,110.259,-,-
'[19:55:21.112]',0.394,0.416,106.943,-,-
'[19:55:21.120]',0.378,0.424,103.212,-,-
'[19:55:21.128]',0.386,0.431,100.104,-,-
'[19:55:21.136]',0.386,0.439,97.617,-,-
'[19:55:21.144]',0.402,0.447,95.337,-,-
'[19:55:21.152]',0.417,0.455,94.508,-,-
'[19:55:21.160]',0.402,0.467,93.679,-,-
'[19:55:21.168]',0.370,0.475,93.679,-,-
'[19:55:21.176]',0.339,0.482,94.508,-,-
'[19:55:21.184]',0.331,0.490,94.508,-,-
'[19:55:21.192]',0.331,0.498,94.508,-,-
'[19:55:21.200]',0.331,0.506,93.679,-,-
'[19:55:21.208]',0.339,0.514,92.228,-,-
'[19:55:21.216]',0.354,0.525,91.399,-,-
'[19:55:21.224]',0.370,0.529,89.741,-,-
'[19:55:21.232]',0.378,0.537,89.119,-,-
'[19:55:21.240]',0.378,0.545,88.290,-,-
'[19:55:21.248]',0.362,0.553,87.461,-,-
'[19:55:21.256]',0.339,0.561,87.461,-,-
'[19:55:21.264]',0.323,0.569,86.632,-,-
'[19:55:21.272]',0.315,0.573,86.632,-,-
'[19:55:21.280]',0.315,0.580,86.632,-,-
'[19:55:21.288]',0.339,0.584,86.010,-,-
'[19:55:21.296]',0.370,0.588,85.181,-,-
'[19:55:21.304]',0.386,0.592,84.352,-,-
'[19:55:21.312]',0.370,0.592,83.523,-,-
'[19:55:21.320]',0.362,0.596,82.902,-,-
'[19:55:21.328]',0.346,0.596,82.073,-,-
'[19:55:21.336]',0.346,0.600,81.244,-,-
'[19:55:21.344]',0.346,0.604,81.244,-,-
'[19:55:21.352]',0.362,0.604,80.415,-,-
'[19:55:21.360]',0.378,0.604,79.585,-,-
'[19:55:21.368]',0.362,0.604,78.964,-,-
'[19:55:21.376]',0.339,0.604,78.135,-,-
'[19:55:21.384]',0.315,0.604,78.135,-,-
'[19:55:21.392]',0.291,0.600,77.306,-,-
'[19:55:21.400]',0.283,0.596,77.306,-,-
'[19:55:21.408]',0.291,0.592,76.477,-,-
'[19:55:21.416]',0.299,0.588,75.855,-,-
'[19:55:21.424]',0.307,0.588,75.855,-,-
'[19:55:21.432]',0.291,0.584,75.026,-,-
'[19:55:21.440]',0.283,0.580,74.197,-,-
'[19:55:21.448]',0.283,0.576,74.197,-,-
'[19:55:21.456]',0.331,0.573,73.368,-,-
'[19:55:21.464]',0.480,0.569,73.368,-,-
'[19:55:21.472]',0.709,0.565,72.746,-,-
'[19:55:21.480]',0.945,0.557,72.746,-,-
'[19:55:21.488]',0.976,0.553,71.917,-,-
'[19:55:21.496]',0.512,0.549,71.088,-,-
'[19:55:21.504]',0.039,0.545,71.088,-,-
'[19:55:21.512]',-0.197,0.541,70.259,-,-
'[19:55:21.520]',-0.213,0.537,70.259,-,-
'[19:55:21.528]',-0.039,0.533,70.259,-,-
'[19:55:21.536]',0.079,0.529,70.259,-,-
'[19:55:21.544]',0.189,0.525,69.430,-,-
'[19:55:21.552]',0.276,0.522,69.430,-,-
'[19:55:21.560]',0.315,0.518,69.430,-,-
'[19:55:21.568]',0.331,0.518,69.430,-,-
'[19:55:21.576]',0.354,0.514,69.430,-,-
'[19:55:21.584]',0.346,0.514,69.430,-,-
'[19:55:21.592]',0.315,0.510,69.430,-,-
'[19:55:21.600]',0.307,0.510,69.430,-,-
'[19:55:21.608]',0.315,0.510,68.808,-,-
'[19:55:21.616]',0.331,0.506,68.808,-,-
'[19:55:21.624]',0.362,0.502,67.979,-,-
'[19:55:21.632]',0.370,0.502,67.979,-,-
'[19:55:21.640]',0.362,0.498,67.979,-,-
'[19:55:21.648]',0.346,0.494,67.150,-,-
'[19:55:21.656]',0.339,0.490,66.321,-,-
'[19:55:21.664]',0.346,0.486,66.321,-,-
'[19:55:21.672]',0.346,0.482,65.699,-,-
