"'Time','II','AVR','V','RESP','PLETH','ABP','CVP'"
"'[14:31:28.460]',0.270,0.790,0.465,-0.349,-,-,37.004"
"'[14:31:28.468]',0.270,0.790,0.480,-0.346,-,-,37.004"
"'[14:31:28.476]',0.290,0.785,0.510,-0.342,-,-,37.004"
"'[14:31:28.484]',0.345,0.745,0.530,-0.336,-,-,37.004"
"'[14:31:28.492]',0.500,0.600,0.425,-0.331,-,-,37.004"
"'[14:31:28.500]',0.815,0.345,0.100,-0.326,-,-,37.004"
"'[14:31:28.508]',1.041,0.180,-0.240,-0.321,-,-,37.004"
"'[14:31:28.516]',0.895,0.300,-0.301,-0.315,-,-,37.004"
"'[14:31:28.524]',0.590,0.550,-0.030,-0.310,-,-,37.004"
"'[14:31:28.532]',0.415,0.695,0.245,-0.305,-,-,37.004"
"'[14:31:28.540]',0.345,0.750,0.430,-0.300,-,-,37.004"
"'[14:31:28.548]',0.320,0.770,0.515,-0.296,-,-,37.004"
"'[14:31:28.556]',0.310,0.775,0.550,-0.292,-,-,37.004"
"'[14:31:28.564]',0.300,0.780,0.565,-0.288,-,-,37.004"
"'[14:31:28.572]',0.300,0.785,0.570,-0.285,-,-,37.004"
"'[14:31:28.580]',0.300,0.785,0.580,-0.281,-,-,37.004"
"'[14:31:28.588]',0.305,0.780,0.580,-0.280,-,-,37.004"
"'[14:31:28.596]',0.310,0.775,0.580,-0.278,-,-,37.004"
"'[14:31:28.604]',0.315,0.775,0.580,-0.277,-,-,37.004"
"'[14:31:28.612]',0.320,0.770,0.575,-0.275,-,-,37.004"
"'[14:31:28.620]',0.325,0.765,0.575,-0.275,-,-,37.004"
"'[14:31:28.628]',0.325,0.760,0.565,-0.275,-,-,37.004"
"'[14:31:28.636]',0.335,0.755,0.565,-0.275,-,-,37.004"
"'[14:31:28.644]',0.335,0.755,0.565,-0.275,-,-,37.004"
"'[14:31:28.652]',0.340,0.755,0.560,-0.276,-,-,37.004"
"'[14:31:28.660]',0.345,0.750,0.555,-0.277,-,-,37.004"
"'[14:31:28.668]',0.345,0.750,0.555,-0.278,-,-,37.004"
"'[14:31:28.676]',0.355,0.740,0.555,-0.278,-,-,37.004"
"'[14:31:28.684]',0.360,0.740,0.555,-0.279,-,-,37.004"
"'[14:31:28.692]',0.365,0.735,0.555,-0.280,-,-,37.004"
"'[14:31:28.700]',0.370,0.735,0.555,-0.281,-,-,37.004"
"'[14:31:28.708]',0.380,0.730,0.555,-0.281,-,-,37.004"
"'[14:31:28.716]',0.390,0.720,0.550,-0.281,-,-,37.004"
"'[14:31:28.724]',0.400,0.710,0.550,-0.280,-,-,37.004"
"'[14:31:28.732]',0.415,0.700,0.555,-0.278,-,-,37.004"
"'[14:31:28.740]',0.425,0.685,0.570,-0.277,-,-,37.004"
"'[14:31:28.748]',0.450,0.670,0.590,-0.275,-,-,37.004"
"'[14:31:28.756]',0.470,0.655,0.605,-0.274,-,-,37.004"
"'[14:31:28.764]',0.495,0.635,0.615,-0.272,-,-,37.004"
"'[14:31:28.772]',0.515,0.620,0.605,-0.269,-,-,37.004"
"'[14:31:28.780]',0.540,0.605,0.600,-0.267,-,-,37.004"
"'[14:31:28.788]',0.565,0.590,0.595,-0.265,-,-,37.004"
"'[14:31:28.796]',0.590,0.580,0.590,-0.263,-,-,37.004"
"'[14:31:28.804]',0.605,0.570,0.585,-0.261,-,-,37.004"
"'[14:31:28.812]',0.615,0.565,0.575,-0.261,-,-,37.004"
"'[14:31:28.820]',0.620,0.565,0.565,-0.260,-,-,37.004"
"'[14:31:28.828]',0.600,0.575,0.545,-0.261,-,-,37.004"
"'[14:31:28.836]',0.575,0.585,0.520,-0.262,-,-,37.004"
"'[14:31:28.844]',0.545,0.615,0.495,-0.263,-,-,37.004"
"'[14:31:28.852]',0.505,0.640,0.480,-0.265,-,-,37.004"
"'[14:31:28.860]',0.460,0.670,0.465,-0.267,-,-,37.004"
"'[14:31:28.868]',0.410,0.705,0.455,-0.269,-,-,37.004"
"'[14:31:28.876]',0.370,0.730,0.455,-0.272,-,-,37.004"
"'[14:31:28.884]',0.330,0.755,0.450,-0.275,-,-,37.004"
"'[14:31:28.892]',0.305,0.775,0.450,-0.280,-,-,37.004"
"'[14:31:28.900]',0.290,0.785,0.450,-0.284,-,-,37.004"
"'[14:31:28.908]',0.280,0.790,0.450,-0.289,-,-,37.004"
"'[14:31:28.916]',0.270,0.790,0.450,-0.293,-,-,37.004"
"'[14:31:28.924]',0.265,0.795,0.450,-0.298,-,-,37.004"
"'[14:31:28.932]',0.260,0.795,0.460,-0.302,-,-,37.004"
"'[14:31:28.940]',0.260,0.795,0.465,-0.307,-,-,37.004"
"'[14:31:28.948]',0.260,0.795,0.475,-0.312,-,-,37.004"
"'[14:31:28.956]',0.260,0.795,0.485,-0.317,-,-,37.004"
"'[14:31:28.964]',0.260,0.795,0.495,-0.321,-,-,37.004"
"'[14:31:28.972]',0.260,0.795,0.510,-0.326,-,-,37.004"
"'[14:31:28.980]',0.260,0.795,0.530,-0.330,-,-,37.004"
"'[14:31:28.988]',0.260,0.790,0.545,-0.333,-,-,37.004"
"'[14:31:28.996]',0.260,0.790,0.560,-0.336,-,-,37.004"
"'[14:31:29.004]',0.260,0.790,0.590,-0.339,-,-,37.004"
"'[14:31:29.012]',0.255,0.790,0.620,-0.341,-,-,37.004"
"'[14:31:29.020]',0.250,0.790,0.655,-0.342,-,-,37.004"
"'[14:31:29.028]',0.245,0.795,0.670,-0.344,-,-,37.004"
"'[14:31:29.036]',0.240,0.800,0.685,-0.345,-,-,37.004"
"'[14:31:29.044]',0.240,0.800,0.690,-0.345,-,-,37.004"
"'[14:31:29.052]',0.245,0.800,0.690,-0.345,-,-,37.004"
"'[14:31:29.060]',0.245,0.800,0.685,-0.345,-,-,37.004"
"'[14:31:29.068]',0.245,0.800,0.685,-0.345,-,-,37.004"
"'[14:31:29.076]',0.240,0.800,0.690,-0.345,-,-,37.004"
"'[14:31:29.084]',0.235,0.800,0.700,-0.345,-,-,37.004"
"'[14:31:29.092]',0.230,0.800,0.715,-0.345,-,-,37.004"
"'[14:31:29.100]',0.225,0.800,0.730,-0.344,-,-,37.004"
"'[14:31:29.108]',0.225,0.800,0.740,-0.342,-,-,37.004"
"'[14:31:29.116]',0.225,0.800,0.745,-0.341,-,-,37.004"
"'[14:31:29.124]',0.230,0.795,0.755,-0.339,-,-,37.004"
"'[14:31:29.132]',0.235,0.790,0.765,-0.337,-,-,37.004"
"'[14:31:29.140]',0.240,0.795,0.775,-0.334,-,-,37.004"
"'[14:31:29.148]',0.240,0.795,0.785,-0.331,-,-,37.004"
"'[14:31:29.156]',0.235,0.795,0.800,-0.328,-,-,37.004"
"'[14:31:29.164]',0.235,0.795,0.820,-0.324,-,-,37.004"
"'[14:31:29.172]',0.230,0.795,0.835,-0.321,-,-,37.004"
"'[14:31:29.180]',0.230,0.800,0.840,-0.317,-,-,37.004"
"'[14:31:29.188]',0.235,0.800,0.840,-0.312,-,-,37.004"
"'[14:31:29.196]',0.235,0.795,0.840,-0.307,-,-,37.004"
"'[14:31:29.204]',0.245,0.795,0.835,-0.302,-,-,37.004"
"'[14:31:29.212]',0.250,0.790,0.830,-0.296,-,-,37.004"
"'[14:31:29.220]',0.255,0.785,0.820,-0.290,-,-,37.004"
"'[14:31:29.228]',0.255,0.785,0.815,-0.284,-,-,37.004"
"'[14:31:29.236]',0.260,0.780,0.810,-0.278,-,-,37.004"
"'[14:31:29.244]',0.265,0.775,0.810,-0.272,-,-,37.004"
"'[14:31:29.252]',0.270,0.775,0.815,-0.266,-,-,37.004"
"'[14:31:29.260]',0.270,0.775,0.815,-0.260,-,-,37.004"
"'[14:31:29.268]',0.270,0.775,0.805,-0.253,-,-,37.004"
"'[14:31:29.276]',0.275,0.780,0.790,-0.245,-,-,37.004"
"'[14:31:29.284]',0.275,0.780,0.770,-0.238,-,-,37.004"
"'[14:31:29.292]',0.280,0.780,0.750,-0.231,-,-,37.004"
"'[14:31:29.300]',0.290,0.775,0.730,-0.224,-,-,37.004"
"'[14:31:29.308]',0.300,0.760,0.715,-0.218,-,-,37.004"
"'[14:31:29.316]',0.315,0.750,0.705,-0.212,-,-,37.004"
"'[14:31:29.324]',0.330,0.740,0.705,-0.206,-,-,37.004"
"'[14:31:29.332]',0.345,0.720,0.705,-0.200,-,-,37.004"
"'[14:31:29.340]',0.365,0.710,0.710,-0.195,-,-,37.004"
"'[14:31:29.348]',0.375,0.700,0.695,-0.190,-,-,37.004"
"'[14:31:29.356]',0.375,0.695,0.660,-0.184,-,-,37.004"
"'[14:31:29.364]',0.375,0.695,0.620,-0.179,-,-,37.004"
"'[14:31:29.372]',0.360,0.700,0.610,-0.175,-,-,37.004"
"'[14:31:29.380]',0.345,0.710,0.615,-0.169,-,-,37.004"
"'[14:31:29.388]',0.325,0.720,0.620,-0.165,-,-,37.004"
"'[14:31:29.396]',0.315,0.735,0.615,-0.160,-,-,37.004"
"'[14:31:29.404]',0.295,0.755,0.625,-0.157,-,-,37.004"
"'[14:31:29.412]',0.280,0.775,0.645,-0.152,-,-,37.004"
"'[14:31:29.420]',0.280,0.780,0.650,-0.147,-,-,37.004"
"'[14:31:29.428]',0.280,0.780,0.655,-0.142,-,-,37.004"
"'[14:31:29.436]',0.275,0.785,0.660,-0.136,-,-,37.004"
"'[14:31:29.444]',0.280,0.780,0.665,-0.129,-,-,37.004"
"'[14:31:29.452]',0.290,0.775,0.665,-0.123,-,-,37.004"
"'[14:31:29.460]',0.295,0.775,0.660,-0.116,-,-,37.004"
"'[14:31:29.468]',0.295,0.775,0.665,-0.108,-,-,37.004"
"'[14:31:29.476]',0.295,0.780,0.685,-0.101,-,-,37.004"
"'[14:31:29.484]',0.330,0.740,0.700,-0.093,-,-,37.004"
"'[14:31:29.492]',0.510,0.590,0.605,-0.086,-,-,37.004"
"'[14:31:29.500]',0.895,0.320,0.320,-0.078,-,-,37.004"
"'[14:31:29.508]',1.140,0.170,0.035,-0.071,-,-,37.004"
"'[14:31:29.516]',0.930,0.335,-0.010,-0.063,-,-,37.004"
"'[14:31:29.524]',0.570,0.590,0.200,-0.056,-,-,37.004"
"'[14:31:29.532]',0.385,0.720,0.415,-0.048,-,-,37.004"
"'[14:31:29.540]',0.335,0.750,0.550,-0.040,-,-,37.004"
"'[14:31:29.548]',0.315,0.760,0.620,-0.034,-,-,37.004"
"'[14:31:29.556]',0.310,0.765,0.645,-0.027,-,-,37.004"
"'[14:31:29.564]',0.305,0.770,0.655,-0.022,-,-,37.004"
"'[14:31:29.572]',0.300,0.770,0.665,-0.016,-,-,37.004"
"'[14:31:29.580]',0.295,0.775,0.670,-0.011,-,-,37.004"
"'[14:31:29.588]',0.295,0.775,0.675,-0.005,-,-,37.004"
"'[14:31:29.596]',0.300,0.770,0.675,0.002,-,-,37.004"
"'[14:31:29.604]',0.300,0.765,0.675,0.008,-,-,37.004"
"'[14:31:29.612]',0.310,0.760,0.675,0.013,-,-,37.004"
"'[14:31:29.620]',0.310,0.760,0.675,0.018,-,-,37.004"
"'[14:31:29.628]',0.310,0.760,0.675,0.023,-,-,37.004"
"'[14:31:29.636]',0.315,0.755,0.665,0.029,-,-,37.004"
"'[14:31:29.644]',0.315,0.755,0.665,0.032,-,-,37.004"
"'[14:31:29.652]',0.320,0.750,0.665,0.037,-,-,37.004"
"'[14:31:29.660]',0.325,0.750,0.665,0.041,-,-,37.004"
"'[14:31:29.668]',0.330,0.745,0.655,0.044,-,-,37.004"
"'[14:31:29.676]',0.335,0.740,0.645,0.047,-,-,37.004"
"'[14:31:29.684]',0.345,0.735,0.645,0.050,-,-,37.004"
"'[14:31:29.692]',0.355,0.730,0.635,0.051,-,-,37.004"
"'[14:31:29.700]',0.370,0.720,0.625,0.053,-,-,37.004"
"'[14:31:29.708]',0.380,0.715,0.605,0.055,-,-,37.004"
"'[14:31:29.716]',0.390,0.710,0.585,0.056,-,-,37.004"
"'[14:31:29.724]',0.405,0.700,0.575,0.058,-,-,37.004"
"'[14:31:29.732]',0.420,0.690,0.560,0.060,-,-,37.004"
"'[14:31:29.740]',0.440,0.680,0.550,0.062,-,-,37.004"
"'[14:31:29.748]',0.460,0.665,0.530,0.063,-,-,37.004"
"'[14:31:29.756]',0.485,0.650,0.510,0.065,-,-,37.004"
"'[14:31:29.764]',0.510,0.630,0.495,0.067,-,-,37.004"
"'[14:31:29.772]',0.540,0.610,0.480,0.068,-,-,37.004"
"'[14:31:29.780]',0.565,0.600,0.465,0.068,-,-,37.004"
"'[14:31:29.788]',0.590,0.580,0.445,0.068,-,-,37.004"
"'[14:31:29.796]',0.605,0.570,0.425,0.068,-,-,37.004"
"'[14:31:29.804]',0.625,0.560,0.400,0.067,-,-,37.004"
"'[14:31:29.812]',0.645,0.555,0.375,0.066,-,-,37.004"
"'[14:31:29.820]',0.655,0.550,0.340,0.064,-,-,37.004"
"'[14:31:29.828]',0.650,0.550,0.310,0.062,-,-,37.004"
"'[14:31:29.836]',0.625,0.560,0.290,0.059,-,-,37.004"
"'[14:31:29.844]',0.595,0.580,0.275,0.056,-,-,37.004"
"'[14:31:29.852]',0.555,0.605,0.275,0.050,-,-,37.004"
"'[14:31:29.860]',0.505,0.630,0.285,0.046,-,-,37.004"
"'[14:31:29.868]',0.450,0.665,0.315,0.041,-,-,37.004"
"'[14:31:29.876]',0.395,0.695,0.365,0.035,-,-,37.004"
"'[14:31:29.884]',0.345,0.720,0.415,0.030,-,-,37.004"
"'[14:31:29.892]',0.305,0.745,0.465,0.025,-,-,37.004"
"'[14:31:29.900]',0.270,0.760,0.495,0.019,-,-,37.004"
"'[14:31:29.908]',0.255,0.775,0.515,0.013,-,-,37.004"
"'[14:31:29.916]',0.250,0.780,0.530,0.007,-,-,37.004"
"'[14:31:29.924]',0.250,0.785,0.545,0.001,-,-,37.004"
"'[14:31:29.932]',0.250,0.785,0.560,-0.003,-,-,37.004"
"'[14:31:29.940]',0.250,0.785,0.575,-0.006,-,-,37.004"
"'[14:31:29.948]',0.250,0.780,0.590,-0.008,-,-,37.004"
"'[14:31:29.956]',0.255,0.780,0.600,-0.008,-,-,37.004"
"'[14:31:29.964]',0.255,0.775,0.615,-0.008,-,-,37.004"
"'[14:31:29.972]',0.260,0.775,0.625,-0.006,-,-,37.004"
"'[14:31:29.980]',0.260,0.775,0.640,-0.004,-,-,37.004"
"'[14:31:29.988]',0.265,0.770,0.650,-0.001,-,-,37.004"
"'[14:31:29.996]',0.265,0.770,0.665,0.007,-,-,37.004"
"'[14:31:30.004]',0.270,0.770,0.670,0.015,-,-,37.004"
"'[14:31:30.012]',0.270,0.770,0.680,0.027,-,-,37.004"
"'[14:31:30.020]',0.270,0.770,0.685,0.039,-,-,37.004"
"'[14:31:30.028]',0.270,0.770,0.690,0.052,-,-,37.004"
"'[14:31:30.036]',0.270,0.770,0.690,0.065,-,-,37.004"
"'[14:31:30.044]',0.270,0.775,0.690,0.080,-,-,37.004"
"'[14:31:30.052]',0.265,0.775,0.695,0.094,-,-,37.004"
"'[14:31:30.060]',0.260,0.780,0.700,0.112,-,-,37.004"
"'[14:31:30.068]',0.260,0.780,0.705,0.130,-,-,37.004"
"'[14:31:30.076]',0.260,0.780,0.705,0.150,-,-,37.004"
"'[14:31:30.084]',0.260,0.785,0.705,0.172,-,-,37.004"
"'[14:31:30.092]',0.260,0.785,0.700,0.192,-,-,37.004"
"'[14:31:30.100]',0.260,0.785,0.695,0.212,-,-,37.004"
"'[14:31:30.108]',0.260,0.785,0.690,0.232,-,-,37.004"
"'[14:31:30.116]',0.260,0.785,0.685,0.251,-,-,37.004"
"'[14:31:30.124]',0.265,0.785,0.685,0.268,-,-,37.004"
"'[14:31:30.132]',0.265,0.785,0.680,0.284,-,-,37.004"
"'[14:31:30.140]',0.270,0.785,0.685,0.299,-,-,37.004"
"'[14:31:30.148]',0.270,0.780,0.685,0.313,-,-,37.004"
"'[14:31:30.156]',0.270,0.780,0.685,0.324,-,-,37.004"
"'[14:31:30.164]',0.265,0.780,0.690,0.334,-,-,37.004"
"'[14:31:30.172]',0.260,0.785,0.690,0.342,-,-,37.004"
"'[14:31:30.180]',0.260,0.785,0.695,0.350,-,-,37.004"
"'[14:31:30.188]',0.260,0.785,0.685,0.355,-,-,37.004"
"'[14:31:30.196]',0.265,0.785,0.675,0.361,-,-,37.004"
"'[14:31:30.204]',0.275,0.785,0.665,0.365,-,-,37.004"
"'[14:31:30.212]',0.280,0.780,0.655,0.369,-,-,37.004"
"'[14:31:30.220]',0.280,0.785,0.645,0.368,-,-,37.004"
"'[14:31:30.228]',0.280,0.785,0.630,0.368,-,-,37.004"
"'[14:31:30.236]',0.285,0.780,0.615,0.364,-,-,37.004"
"'[14:31:30.244]',0.290,0.775,0.605,0.361,-,-,37.004"
"'[14:31:30.252]',0.305,0.765,0.595,0.355,-,-,37.004"
"'[14:31:30.260]',0.320,0.755,0.585,0.350,-,-,37.004"
"'[14:31:30.268]',0.340,0.740,0.575,0.342,-,-,37.004"
"'[14:31:30.276]',0.365,0.720,0.575,0.335,-,-,37.004"
"'[14:31:30.284]',0.385,0.710,0.575,0.327,-,-,37.004"
"'[14:31:30.292]',0.390,0.700,0.550,0.320,-,-,37.004"
"'[14:31:30.300]',0.400,0.690,0.510,0.312,-,-,37.004"
"'[14:31:30.308]',0.390,0.690,0.470,0.303,-,-,37.004"
"'[14:31:30.316]',0.380,0.695,0.460,0.293,-,-,37.004"
"'[14:31:30.324]',0.365,0.710,0.460,0.282,-,-,37.004"
"'[14:31:30.332]',0.355,0.715,0.450,0.270,-,-,37.004"
"'[14:31:30.340]',0.345,0.725,0.450,0.258,-,-,37.004"
"'[14:31:30.348]',0.330,0.740,0.450,0.247,-,-,37.004"
"'[14:31:30.356]',0.310,0.755,0.470,0.236,-,-,37.004"
"'[14:31:30.364]',0.295,0.760,0.495,0.224,-,-,37.004"
"'[14:31:30.372]',0.290,0.765,0.515,0.214,-,-,37.004"
"'[14:31:30.380]',0.285,0.770,0.545,0.200,-,-,37.004"
"'[14:31:30.388]',0.280,0.775,0.580,0.187,-,-,37.004"
"'[14:31:30.396]',0.280,0.770,0.615,0.172,-,-,37.004"
"'[14:31:30.404]',0.275,0.770,0.655,0.158,-,-,37.004"
"'[14:31:30.412]',0.270,0.775,0.700,0.143,-,-,37.004"
"'[14:31:30.420]',0.275,0.780,0.765,0.128,-,-,37.004"
"'[14:31:30.428]',0.340,0.720,0.800,0.113,-,-,37.004"
"'[14:31:30.436]',0.540,0.550,0.670,0.099,-,-,37.004"
"'[14:31:30.444]',0.875,0.305,0.330,0.085,-,-,37.004"
"'[14:31:30.452]',1.015,0.205,0.050,0.072,-,-,37.004"
"'[14:31:30.460]',0.785,0.380,0.030,0.059,-,-,37.004"
"'[14:31:30.468]',0.490,0.610,0.370,0.047,-,-,37.004"
"'[14:31:30.476]',0.350,0.730,0.640,0.036,-,-,37.004"
"'[14:31:30.484]',0.305,0.770,0.800,0.026,-,-,37.004"
"'[14:31:30.492]',0.280,0.785,0.870,0.015,-,-,37.004"
"'[14:31:30.500]',0.270,0.795,0.891,0.005,-,-,37.004"
"'[14:31:30.508]',0.270,0.795,0.900,-0.004,-,-,37.004"
"'[14:31:30.516]',0.270,0.795,0.900,-0.012,-,-,37.004"
"'[14:31:30.524]',0.270,0.790,0.891,-0.020,-,-,37.004"
"'[14:31:30.532]',0.275,0.785,0.880,-0.026,-,-,37.004"
"'[14:31:30.540]',0.280,0.785,0.870,-0.032,-,-,37.004"
"'[14:31:30.548]',0.290,0.780,0.865,-0.037,-,-,37.004"
"'[14:31:30.556]',0.295,0.780,0.855,-0.041,-,-,37.004"
"'[14:31:30.564]',0.295,0.775,0.845,-0.044,-,-,37.004"
"'[14:31:30.572]',0.300,0.775,0.835,-0.044,-,-,37.004"
"'[14:31:30.580]',0.315,0.765,0.825,-0.045,-,-,37.004"
"'[14:31:30.588]',0.320,0.760,0.815,-0.044,-,-,37.004"
"'[14:31:30.596]',0.325,0.755,0.805,-0.041,-,-,37.004"
"'[14:31:30.604]',0.325,0.755,0.795,-0.039,-,-,37.004"
"'[14:31:30.612]',0.335,0.750,0.780,-0.037,-,-,37.004"
"'[14:31:30.620]',0.345,0.740,0.770,-0.034,-,-,37.004"
"'[14:31:30.628]',0.355,0.735,0.760,-0.030,-,-,37.004"
"'[14:31:30.636]',0.360,0.730,0.750,-0.024,-,-,37.004"
"'[14:31:30.644]',0.375,0.720,0.735,-0.018,-,-,37.004"
"'[14:31:30.652]',0.390,0.710,0.730,-0.010,-,-,37.004"
"'[14:31:30.660]',0.405,0.700,0.725,-0.002,-,-,37.004"
"'[14:31:30.668]',0.415,0.690,0.715,0.007,-,-,37.004"
"'[14:31:30.676]',0.425,0.680,0.710,0.015,-,-,37.004"
"'[14:31:30.684]',0.440,0.670,0.705,0.023,-,-,37.004"
"'[14:31:30.692]',0.455,0.660,0.700,0.031,-,-,37.004"
"'[14:31:30.700]',0.470,0.650,0.695,0.040,-,-,37.004"
"'[14:31:30.708]',0.495,0.635,0.695,0.050,-,-,37.004"
"'[14:31:30.716]',0.520,0.620,0.695,0.059,-,-,37.004"
"'[14:31:30.724]',0.550,0.600,0.690,0.069,-,-,37.004"
"'[14:31:30.732]',0.575,0.580,0.685,0.078,-,-,37.004"
"'[14:31:30.740]',0.600,0.565,0.680,0.086,-,-,37.004"
"'[14:31:30.748]',0.620,0.555,0.670,0.092,-,-,37.004"
"'[14:31:30.756]',0.630,0.550,0.655,0.099,-,-,37.004"
"'[14:31:30.764]',0.630,0.550,0.640,0.103,-,-,37.004"
"'[14:31:30.772]',0.615,0.560,0.620,0.108,-,-,37.004"
"'[14:31:30.780]',0.590,0.580,0.600,0.110,-,-,37.004"
"'[14:31:30.788]',0.550,0.605,0.585,0.112,-,-,37.004"
"'[14:31:30.796]',0.505,0.630,0.575,0.109,-,-,37.004"
"'[14:31:30.804]',0.455,0.665,0.560,0.107,-,-,37.004"
"'[14:31:30.812]',0.415,0.695,0.555,0.101,-,-,37.004"
"'[14:31:30.820]',0.375,0.715,0.550,0.095,-,-,37.004"
"'[14:31:30.828]',0.340,0.735,0.550,0.087,-,-,37.004"
"'[14:31:30.836]',0.320,0.755,0.545,0.078,-,-,37.004"
"'[14:31:30.844]',0.310,0.760,0.540,0.068,-,-,37.004"
"'[14:31:30.852]',0.300,0.765,0.535,0.057,-,-,37.004"
"'[14:31:30.860]',0.295,0.770,0.535,0.041,-,-,37.004"
"'[14:31:30.868]',0.295,0.775,0.535,0.026,-,-,37.004"
"'[14:31:30.876]',0.290,0.775,0.535,0.007,-,-,37.004"
"'[14:31:30.884]',0.290,0.780,0.535,-0.012,-,-,37.004"
"'[14:31:30.892]',0.285,0.780,0.535,-0.035,-,-,37.004"
"'[14:31:30.900]',0.285,0.780,0.530,-0.057,-,-,37.004"
"'[14:31:30.908]',0.285,0.780,0.530,-0.081,-,-,37.004"
"'[14:31:30.916]',0.280,0.780,0.530,-0.105,-,-,37.004"
"'[14:31:30.924]',0.280,0.785,0.525,-0.128,-,-,37.004"
"'[14:31:30.932]',0.280,0.785,0.525,-0.150,-,-,37.004"
"'[14:31:30.940]',0.280,0.785,0.520,-0.171,-,-,37.004"
"'[14:31:30.948]',0.280,0.780,0.520,-0.191,-,-,37.004"
"'[14:31:30.956]',0.280,0.780,0.520,-0.211,-,-,37.004"
"'[14:31:30.964]',0.275,0.780,0.520,-0.231,-,-,37.004"
"'[14:31:30.972]',0.275,0.785,0.520,-0.251,-,-,37.004"
"'[14:31:30.980]',0.275,0.785,0.520,-0.269,-,-,37.004"
"'[14:31:30.988]',0.275,0.785,0.520,-0.285,-,-,37.004"
"'[14:31:30.996]',0.270,0.785,0.520,-0.301,-,-,37.004"
"'[14:31:31.004]',0.265,0.785,0.520,-0.314,-,-,37.004"
"'[14:31:31.012]',0.260,0.785,0.520,-0.326,-,-,37.004"
"'[14:31:31.020]',0.260,0.785,0.520,-0.334,-,-,37.004"
"'[14:31:31.028]',0.260,0.785,0.520,-0.342,-,-,37.004"
"'[14:31:31.036]',0.260,0.785,0.515,-0.346,-,-,37.004"
"'[14:31:31.044]',0.260,0.785,0.515,-0.350,-,-,37.004"
"'[14:31:31.052]',0.255,0.785,0.515,-0.349,-,-,37.004"
"'[14:31:31.060]',0.255,0.785,0.520,-0.348,-,-,37.004"
"'[14:31:31.068]',0.260,0.785,0.515,-0.342,-,-,37.004"
"'[14:31:31.076]',0.270,0.780,0.515,-0.336,-,-,37.004"
"'[14:31:31.084]',0.275,0.775,0.515,-0.329,-,-,37.004"
"'[14:31:31.092]',0.280,0.775,0.515,-0.321,-,-,37.004"
"'[14:31:31.100]',0.290,0.770,0.520,-0.311,-,-,37.004"
"'[14:31:31.108]',0.285,0.765,0.525,-0.301,-,-,37.004"
"'[14:31:31.116]',0.290,0.765,0.530,-0.288,-,-,37.004"
"'[14:31:31.124]',0.295,0.765,0.530,-0.275,-,-,37.004"
"'[14:31:31.132]',0.300,0.765,0.525,-0.260,-,-,37.004"
"'[14:31:31.140]',0.305,0.765,0.520,-0.245,-,-,37.004"
"'[14:31:31.148]',0.310,0.765,0.515,-0.232,-,-,37.004"
"'[14:31:31.156]',0.315,0.760,0.510,-0.218,-,-,37.004"
"'[14:31:31.164]',0.320,0.755,0.510,-0.207,-,-,37.004"
"'[14:31:31.172]',0.320,0.755,0.510,-0.195,-,-,37.004"
"'[14:31:31.180]',0.320,0.755,0.515,-0.187,-,-,37.004"
"'[14:31:31.188]',0.315,0.760,0.520,-0.178,-,-,37.004"
"'[14:31:31.196]',0.315,0.760,0.530,-0.172,-,-,37.004"
"'[14:31:31.204]',0.315,0.760,0.535,-0.167,-,-,37.004"
"'[14:31:31.212]',0.320,0.760,0.540,-0.170,-,-,37.004"
"'[14:31:31.220]',0.320,0.755,0.550,-0.172,-,-,37.004"
"'[14:31:31.228]',0.320,0.755,0.560,-0.181,-,-,37.004"
"'[14:31:31.236]',0.315,0.755,0.575,-0.190,-,-,37.004"
"'[14:31:31.244]',0.310,0.755,0.590,-0.201,-,-,37.004"
"'[14:31:31.252]',0.310,0.760,0.610,-0.211,-,-,37.004"
"'[14:31:31.260]',0.310,0.755,0.620,-0.225,-,-,37.004"
"'[14:31:31.268]',0.325,0.740,0.630,-0.238,-,-,37.004"
"'[14:31:31.276]',0.345,0.730,0.640,-0.257,-,-,37.004"
"'[14:31:31.284]',0.360,0.715,0.650,-0.275,-,-,37.004"
"'[14:31:31.292]',0.370,0.705,0.640,-0.297,-,-,37.004"
"'[14:31:31.300]',0.375,0.695,0.610,-0.320,-,-,37.004"
"'[14:31:31.308]',0.365,0.695,0.570,-0.341,-,-,37.004"
"'[14:31:31.316]',0.350,0.705,0.565,-0.362,-,-,37.004"
"'[14:31:31.324]',0.330,0.720,0.570,-0.381,-,-,37.004"
"'[14:31:31.332]',0.315,0.730,0.565,-0.400,-,-,37.004"
"'[14:31:31.340]',0.300,0.745,0.560,-0.418,-,-,37.004"
"'[14:31:31.348]',0.290,0.760,0.560,-0.436,-,-,37.004"
"'[14:31:31.356]',0.280,0.780,0.565,-0.451,-,-,37.004"
"'[14:31:31.364]',0.275,0.785,0.565,-0.467,-,-,37.004"
"'[14:31:31.372]',0.275,0.785,0.560,-0.476,-,-,37.004"
"'[14:31:31.380]',0.275,0.780,0.560,-0.485,-,-,37.004"
"'[14:31:31.388]',0.280,0.780,0.565,-0.489,-,-,37.004"
"'[14:31:31.396]',0.280,0.780,0.575,-0.493,-,-,37.004"
"'[14:31:31.404]',0.275,0.780,0.580,-0.493,-,-,37.004"
"'[14:31:31.412]',0.270,0.785,0.600,-0.492,-,-,37.004"
