"'Time','ABP','PLETH','II'"
"'[17:24:48.624]',0.000,0.502,0.570"
"'[17:24:48.632]',0.000,0.502,0.539"
"'[17:24:48.640]',0.000,0.502,0.438"
"'[17:24:48.648]',0.000,0.502,0.312"
"'[17:24:48.656]',0.000,0.502,0.211"
"'[17:24:48.664]',0.000,0.502,0.188"
"'[17:24:48.672]',0.000,0.502,0.352"
"'[17:24:48.680]',0.000,0.502,0.492"
"'[17:24:48.688]',0.000,0.502,0.562"
"'[17:24:48.696]',0.000,0.502,0.586"
"'[17:24:48.704]',0.000,0.502,0.594"
"'[17:24:48.712]',0.000,0.502,0.570"
"'[17:24:48.720]',0.000,0.502,0.531"
"'[17:24:48.728]',0.000,0.502,0.578"
"'[17:24:48.736]',0.000,0.502,0.695"
"'[17:24:48.744]',0.000,0.502,0.727"
"'[17:24:48.752]',0.000,0.502,0.680"
"'[17:24:48.760]',0.000,0.502,0.656"
"'[17:24:48.768]',0.000,0.502,0.727"
"'[17:24:48.776]',0.000,0.502,0.852"
"'[17:24:48.784]',0.000,0.502,0.906"
"'[17:24:48.792]',0.000,0.502,0.844"
"'[17:24:48.800]',0.000,0.502,0.797"
"'[17:24:48.808]',0.000,0.502,0.844"
"'[17:24:48.816]',0.000,0.502,0.852"
"'[17:24:48.824]',0.000,0.502,0.789"
"'[17:24:48.832]',0.000,0.502,0.812"
"'[17:24:48.840]',0.000,0.502,0.805"
"'[17:24:48.848]',0.000,0.502,0.797"
"'[17:24:48.856]',0.000,0.502,0.938"
"'[17:24:48.864]',0.000,0.502,0.977"
"'[17:24:48.872]',0.000,0.502,0.875"
"'[17:24:48.880]',0.000,0.502,0.781"
"'[17:24:48.888]',0.000,0.502,0.750"
"'[17:24:48.896]',0.000,0.502,0.797"
"'[17:24:48.904]',0.000,0.502,0.875"
"'[17:24:48.912]',0.000,0.502,0.836"
"'[17:24:48.920]',0.000,0.502,0.727"
"'[17:24:48.928]',0.000,0.502,0.766"
"'[17:24:48.936]',0.000,0.502,0.883"
"'[17:24:48.944]',0.000,0.502,0.914"
"'[17:24:48.952]',0.000,0.502,0.805"
"'[17:24:48.960]',0.000,0.502,0.727"
"'[17:24:48.968]',0.000,0.502,0.758"
"'[17:24:48.976]',0.000,0.502,0.797"
"'[17:24:48.984]',0.000,0.502,0.781"
"'[17:24:48.992]',0.000,0.502,0.828"
"'[17:24:49.000]',0.000,0.502,0.875"
"'[17:24:49.008]',0.000,0.502,0.867"
"'[17:24:49.016]',0.000,0.502,0.844"
"'[17:24:49.024]',0.000,0.502,0.805"
"'[17:24:49.032]',0.000,0.502,0.797"
"'[17:24:49.040]',0.000,0.502,0.828"
"'[17:24:49.048]',0.000,0.502,0.828"
"'[17:24:49.056]',0.000,0.502,0.836"
"'[17:24:49.064]',0.000,0.502,0.875"
"'[17:24:49.072]',0.000,0.502,0.852"
"'[17:24:49.080]',0.000,0.502,0.750"
"'[17:24:49.088]',0.000,0.502,0.672"
"'[17:24:49.096]',0.000,0.502,0.695"
"'[17:24:49.104]',0.000,0.502,0.711"
"'[17:24:49.112]',0.000,0.502,0.672"
"'[17:24:49.120]',0.000,0.502,0.695"
"'[17:24:49.128]',0.000,0.502,0.781"
"'[17:24:49.136]',0.000,0.502,0.820"
"'[17:24:49.144]',0.000,0.502,0.844"
"'[17:24:49.152]',0.000,0.502,0.836"
"'[17:24:49.160]',0.000,0.502,0.805"
"'[17:24:49.168]',0.000,0.502,0.797"
"'[17:24:49.176]',0.000,0.502,0.875"
"'[17:24:49.184]',0.000,0.502,1.031"
"'[17:24:49.192]',0.000,0.502,1.102"
"'[17:24:49.200]',0.000,0.502,1.000"
"'[17:24:49.208]',0.000,0.502,0.875"
"'[17:24:49.216]',0.000,0.502,0.836"
"'[17:24:49.224]',0.000,0.502,0.852"
"'[17:24:49.232]',0.000,0.502,0.852"
"'[17:24:49.240]',0.000,0.502,0.820"
"'[17:24:49.248]',0.000,0.502,0.805"
"'[17:24:49.256]',0.000,0.502,0.820"
"'[17:24:49.264]',0.000,0.502,0.828"
"'[17:24:49.272]',0.000,0.502,0.797"
"'[17:24:49.280]',0.000,0.502,0.727"
"'[17:24:49.288]',0.000,0.502,0.688"
"'[17:24:49.296]',0.000,0.502,0.750"
"'[17:24:49.304]',0.000,0.502,0.859"
"'[17:24:49.312]',0.000,0.502,0.898"
"'[17:24:49.320]',0.000,0.502,0.891"
"'[17:24:49.328]',0.000,0.502,0.836"
"'[17:24:49.336]',0.000,0.502,0.781"
"'[17:24:49.344]',0.000,0.502,0.766"
"'[17:24:49.352]',0.000,0.502,0.781"
"'[17:24:49.360]',0.000,0.502,0.820"
"'[17:24:49.368]',0.000,0.502,0.883"
"'[17:24:49.376]',0.000,0.502,0.914"
"'[17:24:49.384]',0.000,0.502,0.852"
"'[17:24:49.392]',0.000,0.502,0.789"
"'[17:24:49.400]',0.000,0.502,0.820"
"'[17:24:49.408]',0.000,0.502,0.891"
"'[17:24:49.416]',0.000,0.502,0.930"
"'[17:24:49.424]',0.000,0.502,0.867"
"'[17:24:49.432]',0.000,0.502,0.797"
"'[17:24:49.440]',0.000,0.502,0.797"
"'[17:24:49.448]',0.000,0.502,0.797"
"'[17:24:49.456]',0.000,0.502,0.844"
"'[17:24:49.464]',0.000,0.502,0.906"
"'[17:24:49.472]',0.000,0.502,0.922"
"'[17:24:49.480]',0.000,0.502,0.875"
"'[17:24:49.488]',0.000,0.502,0.906"
"'[17:24:49.496]',0.000,0.502,0.977"
"'[17:24:49.504]',0.000,0.502,0.922"
"'[17:24:49.512]',0.000,0.502,0.828"
"'[17:24:49.520]',0.000,0.502,0.820"
"'[17:24:49.528]',0.000,0.502,0.852"
"'[17:24:49.536]',0.000,0.502,0.820"
"'[17:24:49.544]',0.000,0.502,0.852"
"'[17:24:49.552]',0.000,0.502,0.914"
"'[17:24:49.560]',0.000,0.502,0.883"
"'[17:24:49.568]',0.000,0.502,0.805"
"'[17:24:49.576]',0.000,0.502,0.797"
"'[17:24:49.584]',0.000,0.502,0.906"
"'[17:24:49.592]',0.000,0.502,0.953"
"'[17:24:49.600]',0.000,0.502,0.953"
"'[17:24:49.608]',0.000,0.502,0.992"
"'[17:24:49.616]',0.000,0.502,1.047"
"'[17:24:49.624]',0.000,0.502,0.961"
"'[17:24:49.632]',0.000,0.502,0.820"
"'[17:24:49.640]',0.000,0.502,0.812"
"'[17:24:49.648]',0.000,0.502,0.906"
"'[17:24:49.656]',0.000,0.502,0.906"
"'[17:24:49.664]',0.000,0.502,0.930"
"'[17:24:49.672]',0.000,0.502,0.930"
"'[17:24:49.680]',0.000,0.502,0.867"
"'[17:24:49.688]',0.000,0.502,0.852"
"'[17:24:49.696]',0.000,0.502,0.867"
"'[17:24:49.704]',0.000,0.502,0.852"
"'[17:24:49.712]',0.000,0.502,0.883"
"'[17:24:49.720]',0.000,0.502,0.945"
"'[17:24:49.728]',0.000,0.502,0.961"
"'[17:24:49.736]',0.000,0.502,0.883"
"'[17:24:49.744]',0.000,0.502,0.812"
"'[17:24:49.752]',0.000,0.502,0.867"
"'[17:24:49.760]',0.000,0.502,0.969"
"'[17:24:49.768]',0.000,0.502,0.977"
"'[17:24:49.776]',0.000,0.502,0.836"
"'[17:24:49.784]',0.000,0.502,0.766"
"'[17:24:49.792]',0.000,0.502,0.750"
"'[17:24:49.800]',0.000,0.502,0.812"
"'[17:24:49.808]',0.000,0.502,0.953"
"'[17:24:49.816]',0.000,0.502,0.992"
"'[17:24:49.824]',0.000,0.502,0.828"
"'[17:24:49.832]',0.000,0.502,0.680"
"'[17:24:49.840]',0.000,0.502,0.648"
"'[17:24:49.848]',0.000,0.502,0.742"
"'[17:24:49.856]',0.000,0.502,0.852"
"'[17:24:49.864]',0.000,0.502,0.867"
"'[17:24:49.872]',0.000,0.502,0.656"
"'[17:24:49.880]',0.000,0.502,0.500"
"'[17:24:49.888]',0.000,0.502,0.352"
"'[17:24:49.896]',0.000,0.502,0.320"
"'[17:24:49.904]',0.000,0.502,0.523"
"'[17:24:49.912]',0.000,0.502,0.680"
"'[17:24:49.920]',0.000,0.502,0.688"
"'[17:24:49.928]',0.000,0.502,0.578"
"'[17:24:49.936]',0.000,0.502,0.500"
"'[17:24:49.944]',0.000,0.502,0.469"
"'[17:24:49.952]',0.000,0.502,0.469"
"'[17:24:49.960]',0.000,0.502,0.422"
"'[17:24:49.968]',0.000,0.502,0.359"
"'[17:24:49.976]',0.000,0.502,0.398"
"'[17:24:49.984]',0.000,0.502,0.531"
"'[17:24:49.992]',0.000,0.502,0.625"
"'[17:24:50.000]',0.000,0.502,0.641"
"'[17:24:50.008]',0.000,0.502,0.562"
"'[17:24:50.016]',0.000,0.502,0.484"
"'[17:24:50.024]',0.000,0.502,0.477"
"'[17:24:50.032]',0.000,0.502,0.523"
"'[17:24:50.040]',0.000,0.502,0.477"
"'[17:24:50.048]',0.000,0.502,0.445"
"'[17:24:50.056]',0.000,0.502,0.508"
"'[17:24:50.064]',0.000,0.502,0.562"
"'[17:24:50.072]',0.000,0.502,0.531"
"'[17:24:50.080]',0.000,0.502,0.547"
"'[17:24:50.088]',0.000,0.502,0.602"
"'[17:24:50.096]',0.000,0.502,0.633"
"'[17:24:50.104]',0.000,0.502,0.641"
"'[17:24:50.112]',0.000,0.502,0.562"
"'[17:24:50.120]',0.000,0.502,0.500"
"'[17:24:50.128]',0.000,0.502,0.492"
"'[17:24:50.136]',0.000,0.502,0.539"
"'[17:24:50.144]',0.000,0.502,0.562"
"'[17:24:50.152]',0.000,0.502,0.570"
"'[17:24:50.160]',0.000,0.502,0.578"
"'[17:24:50.168]',0.000,0.502,0.562"
"'[17:24:50.176]',0.000,0.502,0.578"
"'[17:24:50.184]',0.000,0.502,0.625"
"'[17:24:50.192]',0.000,0.502,0.656"
"'[17:24:50.200]',0.000,0.502,0.664"
"'[17:24:50.208]',0.000,0.502,0.680"
"'[17:24:50.216]',0.000,0.502,0.742"
"'[17:24:50.224]',0.000,0.502,0.766"
"'[17:24:50.232]',0.000,0.502,0.742"
"'[17:24:50.240]',0.000,0.502,0.805"
"'[17:24:50.248]',0.000,0.502,0.906"
"'[17:24:50.256]',0.000,0.502,0.945"
"'[17:24:50.264]',0.000,0.502,0.898"
"'[17:24:50.272]',0.000,0.502,0.859"
"'[17:24:50.280]',0.000,0.502,0.852"
"'[17:24:50.288]',0.000,0.502,0.805"
"'[17:24:50.296]',0.000,0.502,0.797"
"'[17:24:50.304]',0.000,0.502,0.781"
"'[17:24:50.312]',0.000,0.502,0.750"
"'[17:24:50.320]',0.000,0.502,0.766"
"'[17:24:50.328]',0.000,0.502,0.828"
"'[17:24:50.336]',0.000,0.502,0.836"
"'[17:24:50.344]',0.000,0.502,0.742"
"'[17:24:50.352]',0.000,0.502,0.688"
"'[17:24:50.360]',0.000,0.502,0.641"
"'[17:24:50.368]',0.000,0.502,0.625"
"'[17:24:50.376]',0.000,0.502,0.633"
"'[17:24:50.384]',0.000,0.502,0.609"
"'[17:24:50.392]',0.000,0.502,0.539"
"'[17:24:50.400]',0.000,0.502,0.500"
"'[17:24:50.408]',0.000,0.502,0.594"
"'[17:24:50.416]',0.000,0.502,0.797"
"'[17:24:50.424]',0.000,0.502,0.969"
"'[17:24:50.432]',0.000,0.502,1.000"
"'[17:24:50.440]',0.000,0.502,0.812"
"'[17:24:50.448]',0.000,0.502,0.641"
"'[17:24:50.456]',0.000,0.502,0.617"
"'[17:24:50.464]',0.000,0.502,0.719"
"'[17:24:50.472]',0.000,0.502,0.766"
"'[17:24:50.480]',0.000,0.502,0.734"
"'[17:24:50.488]',0.000,0.502,0.641"
"'[17:24:50.496]',0.000,0.502,0.531"
"'[17:24:50.504]',0.000,0.502,0.500"
"'[17:24:50.512]',0.000,0.502,0.617"
"'[17:24:50.520]',0.000,0.502,0.727"
"'[17:24:50.528]',0.000,0.502,0.766"
"'[17:24:50.536]',0.000,0.502,0.766"
"'[17:24:50.544]',0.000,0.502,0.766"
"'[17:24:50.552]',0.000,0.502,0.750"
"'[17:24:50.560]',0.000,0.502,0.750"
"'[17:24:50.568]',0.000,0.502,0.750"
"'[17:24:50.576]',0.000,0.502,0.766"
"'[17:24:50.584]',0.000,0.502,0.766"
"'[17:24:50.592]',0.000,0.502,0.805"
"'[17:24:50.600]',0.000,0.502,0.836"
"'[17:24:50.608]',0.000,0.502,0.812"
"'[17:24:50.616]',0.000,0.502,0.789"
"'[17:24:50.624]',0.000,0.502,0.797"
"'[17:24:50.632]',0.000,0.502,0.781"
"'[17:24:50.640]',0.000,0.502,0.773"
"'[17:24:50.648]',0.000,0.502,0.820"
"'[17:24:50.656]',0.000,0.502,0.891"
"'[17:24:50.664]',0.000,0.502,0.945"
"'[17:24:50.672]',0.000,0.502,0.977"
"'[17:24:50.680]',0.000,0.502,1.000"
"'[17:24:50.688]',0.000,0.502,1.102"
"'[17:24:50.696]',0.000,0.502,1.305"
"'[17:24:50.704]',0.000,0.502,1.500"
"'[17:24:50.712]',0.000,0.502,1.500"
"'[17:24:50.720]',0.000,0.502,1.500"
"'[17:24:50.728]',0.000,0.502,1.500"
"'[17:24:50.736]',0.000,0.502,1.500"
"'[17:24:50.744]',0.000,0.502,1.500"
"'[17:24:50.752]',0.000,0.502,1.500"
"'[17:24:50.760]',0.000,0.502,1.500"
"'[17:24:50.768]',0.000,0.502,1.500"
"'[17:24:50.776]',0.000,0.502,1.500"
"'[17:24:50.784]',0.000,0.502,1.500"
"'[17:24:50.792]',0.000,0.502,1.500"
"'[17:24:50.800]',0.000,0.502,1.500"
"'[17:24:50.808]',0.000,0.502,1.500"
"'[17:24:50.816]',0.000,0.502,1.500"
"'[17:24:50.824]',0.000,0.502,1.500"
"'[17:24:50.832]',0.000,0.502,1.500"
"'[17:24:50.840]',0.000,0.502,1.500"
"'[17:24:50.848]',0.000,0.502,1.500"
"'[17:24:50.856]',0.000,0.502,1.500"
"'[17:24:50.864]',0.000,0.502,1.500"
"'[17:24:50.872]',0.000,0.502,1.500"
"'[17:24:50.880]',0.000,0.502,1.500"
"'[17:24:50.888]',0.000,0.502,1.500"
"'[17:24:50.896]',0.000,0.502,1.500"
"'[17:24:50.904]',0.000,0.502,1.500"
"'[17:24:50.912]',0.000,0.502,1.500"
"'[17:24:50.920]',0.000,0.502,1.500"
"'[17:24:50.928]',0.000,0.502,1.500"
"'[17:24:50.936]',0.000,0.502,1.500"
"'[17:24:50.944]',0.000,0.502,1.500"
"'[17:24:50.952]',0.000,0.502,1.500"
"'[17:24:50.960]',0.000,0.502,1.500"
"'[17:24:50.968]',0.000,0.502,1.500"
"'[17:24:50.976]',0.000,0.502,1.500"
"'[17:24:50.984]',0.000,0.502,1.500"
"'[17:24:50.992]',0.000,0.502,1.500"
"'[17:24:51.000]',0.000,0.502,1.500"
"'[17:24:51.008]',0.000,0.502,1.500"
"'[17:24:51.016]',0.000,0.502,1.500"
"'[17:24:51.024]',0.000,0.502,1.500"
"'[17:24:51.032]',0.000,0.502,1.500"
"'[17:24:51.040]',0.000,0.502,1.500"
"'[17:24:51.048]',0.000,0.502,1.500"
"'[17:24:51.056]',0.000,0.502,1.500"
"'[17:24:51.064]',0.000,0.502,1.500"
"'[17:24:51.072]',0.000,0.502,1.500"
"'[17:24:51.080]',0.000,0.502,1.500"
"'[17:24:51.088]',0.000,0.502,1.500"
"'[17:24:51.096]',0.000,0.502,1.500"
"'[17:24:51.104]',0.000,0.502,1.500"
"'[17:24:51.112]',0.000,0.502,1.500"
"'[17:24:51.120]',0.000,0.502,1.500"
"'[17:24:51.128]',0.000,0.502,1.500"
"'[17:24:51.136]',0.000,0.502,1.500"
"'[17:24:51.144]',0.000,0.502,1.500"
"'[17:24:51.152]',0.000,0.502,1.500"
"'[17:24:51.160]',0.000,0.502,1.500"
"'[17:24:51.168]',0.000,0.502,1.500"
"'[17:24:51.176]',0.000,0.502,1.500"
"'[17:24:51.184]',0.000,0.502,1.500"
"'[17:24:51.192]',0.000,0.502,1.500"
"'[17:24:51.200]',0.000,0.502,1.500"
"'[17:24:51.208]',0.000,0.502,1.500"
"'[17:24:51.216]',0.000,0.502,1.500"
"'[17:24:51.224]',0.000,0.502,1.500"
"'[17:24:51.232]',0.000,0.502,1.500"
"'[17:24:51.240]',0.000,0.502,1.500"
"'[17:24:51.248]',0.000,0.502,1.430"
"'[17:24:51.256]',0.000,0.502,1.445"
"'[17:24:51.264]',0.000,0.502,1.469"
"'[17:24:51.272]',0.000,0.502,1.438"
"'[17:24:51.280]',0.000,0.502,1.391"
"'[17:24:51.288]',0.000,0.502,1.359"
"'[17:24:51.296]',0.000,0.502,1.320"
"'[17:24:51.304]',0.000,0.502,1.266"
"'[17:24:51.312]',0.000,0.502,1.211"
"'[17:24:51.320]',0.000,0.502,1.211"
"'[17:24:51.328]',0.000,0.502,1.266"
"'[17:24:51.336]',0.000,0.502,1.281"
"'[17:24:51.344]',0.000,0.502,1.242"
"'[17:24:51.352]',0.000,0.502,1.211"
"'[17:24:51.360]',0.000,0.502,1.156"
"'[17:24:51.368]',0.000,0.502,1.086"
"'[17:24:51.376]',0.000,0.502,0.992"
"'[17:24:51.384]',0.000,0.502,0.938"
"'[17:24:51.392]',0.000,0.502,0.977"
"'[17:24:51.400]',0.000,0.502,0.984"
"'[17:24:51.408]',0.000,0.502,0.891"
"'[17:24:51.416]',0.000,0.502,0.875"
"'[17:24:51.424]',0.000,0.502,0.930"
"'[17:24:51.432]',0.000,0.502,0.969"
"'[17:24:51.440]',0.000,0.502,0.953"
"'[17:24:51.448]',0.000,0.502,0.898"
"'[17:24:51.456]',0.000,0.502,0.805"
"'[17:24:51.464]',0.000,0.502,0.664"
"'[17:24:51.472]',0.000,0.502,0.594"
"'[17:24:51.480]',0.000,0.502,0.633"
"'[17:24:51.488]',0.000,0.502,0.688"
"'[17:24:51.496]',0.000,0.502,0.688"
"'[17:24:51.504]',0.000,0.502,0.703"
"'[17:24:51.512]',0.000,0.502,0.750"
"'[17:24:51.520]',0.000,0.502,0.766"
"'[17:24:51.528]',0.000,0.502,0.688"
"'[17:24:51.536]',0.000,0.502,0.594"
"'[17:24:51.544]',0.000,0.502,0.570"
"'[17:24:51.552]',0.000,0.502,0.516"
"'[17:24:51.560]',0.000,0.502,0.430"
"'[17:24:51.568]',0.000,0.502,0.422"
"'[17:24:51.576]',0.000,0.502,0.531"
"'[17:24:51.584]',0.000,0.502,0.547"
"'[17:24:51.592]',0.000,0.502,0.422"
"'[17:24:51.600]',0.000,0.502,0.289"
"'[17:24:51.608]',0.000,0.502,0.242"
"'[17:24:51.616]',0.000,0.502,0.352"
"'[17:24:51.624]',0.000,0.502,0.492"
"'[17:24:51.632]',0.000,0.502,0.516"
"'[17:24:51.640]',0.000,0.502,0.438"
"'[17:24:51.648]',0.000,0.502,0.336"
"'[17:24:51.656]',0.000,0.502,0.305"
"'[17:24:51.664]',0.000,0.502,0.430"
"'[17:24:51.672]',0.000,0.502,0.586"
"'[17:24:51.680]',0.000,0.502,0.625"
"'[17:24:51.688]',0.000,0.502,0.438"
"'[17:24:51.696]',0.000,0.502,0.227"
"'[17:24:51.704]',0.000,0.502,0.156"
"'[17:24:51.712]',0.000,0.502,0.227"
"'[17:24:51.720]',0.000,0.502,0.336"
"'[17:24:51.728]',0.000,0.502,0.367"
"'[17:24:51.736]',0.000,0.502,0.297"
"'[17:24:51.744]',0.000,0.502,0.211"
"'[17:24:51.752]',0.000,0.502,0.086"
"'[17:24:51.760]',0.000,0.502,-0.164"
"'[17:24:51.768]',0.000,0.502,-"
"'[17:24:51.776]',0.000,0.502,-"
"'[17:24:51.784]',0.000,0.502,-"
"'[17:24:51.792]',0.000,0.502,-"
"'[17:24:51.800]',0.000,0.502,-"
"'[17:24:51.808]',0.000,0.502,-"
"'[17:24:51.816]',0.000,0.502,-"
"'[17:24:51.824]',0.000,0.502,-"
"'[17:24:51.832]',0.000,0.502,-"
"'[17:24:51.840]',0.000,0.502,-"
"'[17:24:51.848]',0.000,0.502,-"
"'[17:24:51.856]',0.000,0.502,-"
"'[17:24:51.864]',0.000,0.502,-"
"'[17:24:51.872]',0.000,0.502,-"
"'[17:24:51.880]',0.000,0.502,-"
"'[17:24:51.888]',0.000,0.502,-"
"'[17:24:51.896]',0.000,0.502,-"
"'[17:24:51.904]',0.000,0.502,-"
"'[17:24:51.912]',0.000,0.502,-"
"'[17:24:51.920]',0.000,0.502,-"
"'[17:24:51.928]',0.000,0.502,-"
"'[17:24:51.936]',0.000,0.502,-"
"'[17:24:51.944]',0.000,0.502,-"
"'[17:24:51.952]',0.000,0.502,-"
"'[17:24:51.960]',0.000,0.502,-"
"'[17:24:51.968]',0.000,0.502,-"
"'[17:24:51.976]',0.000,0.502,-"
"'[17:24:51.984]',0.000,0.502,-"
"'[17:24:51.992]',0.000,0.502,-"
"'[17:24:52.000]',0.000,0.502,-"
"'[17:24:52.008]',0.000,0.502,-"
"'[17:24:52.016]',0.000,0.502,-"
"'[17:24:52.024]',0.000,0.502,-"
"'[17:24:52.032]',0.000,0.502,-"
"'[17:24:52.040]',0.000,0.502,-"
"'[17:24:52.048]',0.000,0.502,-"
"'[17:24:52.056]',0.000,0.502,-"
"'[17:24:52.064]',0.000,0.502,-"
"'[17:24:52.072]',0.000,0.502,-"
"'[17:24:52.080]',0.000,0.502,-"
"'[17:24:52.088]',0.000,0.502,-"
"'[17:24:52.096]',0.000,0.502,-"
"'[17:24:52.104]',0.000,0.502,-"
"'[17:24:52.112]',0.000,0.502,-"
"'[17:24:52.120]',0.000,0.502,-"
"'[17:24:52.128]',0.000,0.502,-"
"'[17:24:52.136]',0.000,0.502,-"
"'[17:24:52.144]',0.000,0.502,-"
"'[17:24:52.152]',0.000,0.502,-"
"'[17:24:52.160]',0.000,0.502,-"
"'[17:24:52.168]',0.000,0.502,-"
"'[17:24:52.176]',0.000,0.502,-"
"'[17:24:52.184]',0.000,0.502,-"
"'[17:24:52.192]',0.000,0.502,-"
"'[17:24:52.200]',0.000,0.502,-"
"'[17:24:52.208]',0.000,0.502,-"
"'[17:24:52.216]',0.000,0.502,-"
"'[17:24:52.224]',0.000,0.502,-"
"'[17:24:52.232]',0.000,0.502,-"
"'[17:24:52.240]',0.000,0.502,-"
"'[17:24:52.248]',0.000,0.502,-"
"'[17:24:52.256]',0.000,0.502,-"
"'[17:24:52.264]',0.000,0.502,-"
"'[17:24:52.272]',0.000,0.502,-"
"'[17:24:52.280]',0.000,0.502,-"
"'[17:24:52.288]',0.000,0.502,-"
"'[17:24:52.296]',0.000,0.502,-"
"'[17:24:52.304]',0.000,0.502,-"
"'[17:24:52.312]',0.000,0.502,-"
"'[17:24:52.320]',0.000,0.502,-"
"'[17:24:52.328]',0.000,0.502,-"
"'[17:24:52.336]',0.000,0.502,-"
"'[17:24:52.344]',0.000,0.502,-"
"'[17:24:52.352]',0.000,0.502,-"
"'[17:24:52.360]',0.000,0.502,-"
"'[17:24:52.368]',0.000,0.502,-"
"'[17:24:52.376]',0.000,0.502,-"
"'[17:24:52.384]',0.000,0.502,-"
"'[17:24:52.392]',0.000,0.502,-"
"'[17:24:52.400]',0.000,0.502,-"
"'[17:24:52.408]',0.000,0.502,-"
"'[17:24:52.416]',0.000,0.502,-"
"'[17:24:52.424]',0.000,0.502,-"
"'[17:24:52.432]',0.000,0.502,-"
"'[17:24:52.440]',0.000,0.502,-"
"'[17:24:52.448]',0.000,0.502,-"
"'[17:24:52.456]',0.000,0.502,-"
"'[17:24:52.464]',0.000,0.502,-"
"'[17:24:52.472]',0.000,0.502,-"
"'[17:24:52.480]',0.000,0.502,-"
"'[17:24:52.488]',0.000,0.502,-"
"'[17:24:52.496]',0.000,0.502,-"
"'[17:24:52.504]',0.000,0.502,-"
"'[17:24:52.512]',0.000,0.502,-"
"'[17:24:52.520]',0.000,0.502,-"
"'[17:24:52.528]',0.000,0.502,-"
"'[17:24:52.536]',0.000,0.502,-"
"'[17:24:52.544]',0.000,0.502,-"
"'[17:24:52.552]',0.000,0.502,-"
"'[17:24:52.560]',0.000,0.502,-"
"'[17:24:52.568]',0.000,0.502,-"
"'[17:24:52.576]',0.000,0.502,-"
"'[17:24:52.584]',0.000,0.502,-"
"'[17:24:52.592]',0.000,0.502,-"
"'[17:24:52.600]',0.000,0.502,-"
"'[17:24:52.608]',0.000,0.502,-"
"'[17:24:52.616]',0.000,0.502,-"
"'[17:24:52.624]',0.000,0.502,-"
"'[17:24:52.632]',0.000,0.502,-"
"'[17:24:52.640]',0.000,0.502,-"
"'[17:24:52.648]',0.000,0.502,-"
"'[17:24:52.656]',0.000,0.502,-"
"'[17:24:52.664]',0.000,0.502,-"
"'[17:24:52.672]',0.000,0.502,-"
"'[17:24:52.680]',0.000,0.502,-"
"'[17:24:52.688]',0.000,0.502,-"
"'[17:24:52.696]',0.000,0.502,-"
"'[17:24:52.704]',0.000,0.502,-"
"'[17:24:52.712]',0.000,0.502,-"
"'[17:24:52.720]',0.000,0.502,-"
"'[17:24:52.728]',0.000,0.502,-"
"'[17:24:52.736]',0.000,0.502,-"
"'[17:24:52.744]',0.000,0.502,-"
"'[17:24:52.752]',0.000,0.502,-"
"'[17:24:52.760]',0.000,0.502,-"
"'[17:24:52.768]',0.000,0.502,-"
"'[17:24:52.776]',0.000,0.502,-"
"'[17:24:52.784]',0.000,0.502,-"
"'[17:24:52.792]',0.000,0.502,-"
"'[17:24:52.800]',0.000,0.502,-"
"'[17:24:52.808]',0.000,0.502,-"
"'[17:24:52.816]',0.000,0.502,-"
"'[17:24:52.824]',0.000,0.502,-"
"'[17:24:52.832]',0.000,0.502,-"
"'[17:24:52.840]',0.000,0.502,-"
"'[17:24:52.848]',0.000,0.502,-"
"'[17:24:52.856]',0.000,0.502,-"
"'[17:24:52.864]',0.000,0.502,-"
"'[17:24:52.872]',0.000,0.502,-"
"'[17:24:52.880]',0.000,0.502,-"
"'[17:24:52.888]',0.000,0.502,-"
"'[17:24:52.896]',0.000,0.502,-"
"'[17:24:52.904]',0.000,0.502,-0.430"
"'[17:24:52.912]',0.000,0.502,-0.422"
"'[17:24:52.920]',0.000,0.502,-"
"'[17:24:52.928]',0.000,0.502,-0.484"
"'[17:24:52.936]',0.000,0.502,-0.445"
"'[17:24:52.944]',0.000,0.502,-0.469"
"'[17:24:52.952]',0.000,0.502,-0.484"
"'[17:24:52.960]',0.000,0.502,-0.398"
"'[17:24:52.968]',0.000,0.502,-0.359"
"'[17:24:52.976]',0.000,0.502,-0.391"
"'[17:24:52.984]',0.000,0.502,-0.375"
"'[17:24:52.992]',0.000,0.502,-0.336"
"'[17:24:53.000]',0.000,0.502,-0.305"
"'[17:24:53.008]',0.000,0.502,-0.297"
"'[17:24:53.016]',0.000,0.502,-0.289"
"'[17:24:53.024]',0.000,0.502,-0.258"
"'[17:24:53.032]',0.000,0.502,-0.219"
"'[17:24:53.040]',0.000,0.502,-0.172"
"'[17:24:53.048]',0.000,0.502,-0.125"
"'[17:24:53.056]',0.000,0.502,-0.062"
"'[17:24:53.064]',0.000,0.502,-0.016"
"'[17:24:53.072]',0.000,0.502,0.000"
"'[17:24:53.080]',0.000,0.502,-0.047"
"'[17:24:53.088]',0.000,0.502,-0.078"
"'[17:24:53.096]',0.000,0.502,0.102"
"'[17:24:53.104]',0.000,0.502,0.406"
"'[17:24:53.112]',0.000,0.502,0.625"
"'[17:24:53.120]',0.000,0.502,0.797"
"'[17:24:53.128]',0.000,0.502,1.078"
"'[17:24:53.136]',0.000,0.502,1.445"
"'[17:24:53.144]',0.000,0.502,1.500"
"'[17:24:53.152]',0.000,0.502,1.500"
"'[17:24:53.160]',0.000,0.502,1.500"
"'[17:24:53.168]',0.000,0.502,1.500"
