'Time','II','PLETH','ABP','III','I'
'[13:33:01.272]',0.492,0.329,77.513,-,-
'[13:33:01.280]',0.484,0.337,76.684,-,-
'[13:33:01.288]',0.453,0.349,75.026,-,-
'[13:33:01.296]',0.398,0.361,72.539,-,-
'[13:33:01.304]',0.336,0.373,71.710,-,-
'[13:33:01.312]',0.281,0.380,72.539,-,-
'[13:33:01.320]',0.234,0.388,77.927,-,-
'[13:33:01.328]',0.195,0.396,90.777,-,-
'[13:33:01.336]',0.180,0.404,107.772,-,-
'[13:33:01.344]',0.164,0.404,122.694,-,-
'[13:33:01.352]',0.148,0.408,129.741,-,-
'[13:33:01.360]',0.148,0.404,131.399,-,-
'[13:33:01.368]',0.148,0.404,131.399,-,-
'[13:33:01.376]',0.164,0.400,131.399,-,-
'[13:33:01.384]',0.172,0.392,132.642,-,-
'[13:33:01.392]',0.172,0.388,133.472,-,-
'[13:33:01.400]',0.164,0.380,133.472,-,-
'[13:33:01.408]',0.164,0.376,132.228,-,-
'[13:33:01.416]',0.148,0.369,129.741,-,-
'[13:33:01.424]',0.156,0.365,127.254,-,-
'[13:33:01.432]',0.164,0.357,125.596,-,-
'[13:33:01.440]',0.164,0.349,123.523,-,-
'[13:33:01.448]',0.164,0.341,121.865,-,-
'[13:33:01.456]',0.148,0.329,119.378,-,-
'[13:33:01.464]',0.148,0.322,117.306,-,-
'[13:33:01.472]',0.148,0.314,113.990,-,-
'[13:33:01.480]',0.164,0.306,111.088,-,-
'[13:33:01.488]',0.195,0.298,107.772,-,-
'[13:33:01.496]',0.258,0.294,104.870,-,-
'[13:33:01.504]',0.305,0.286,101.554,-,-
'[13:33:01.512]',0.312,0.278,97.824,-,-
'[13:33:01.520]',0.297,0.271,94.508,-,-
'[13:33:01.528]',0.242,0.263,91.606,-,-
'[13:33:01.536]',0.188,0.255,89.119,-,-
'[13:33:01.544]',0.148,0.251,85.803,-,-
'[13:33:01.552]',0.141,0.255,83.731,-,-
'[13:33:01.560]',0.141,0.275,82.073,-,-
'[13:33:01.568]',0.148,0.306,79.585,-,-
'[13:33:01.576]',0.148,0.357,77.927,-,-
'[13:33:01.584]',0.125,0.412,77.513,-,-
'[13:33:01.592]',0.000,0.475,75.855,-,-
'[13:33:01.600]',-0.219,0.529,75.026,-,-
'[13:33:01.608]',-0.281,0.573,75.026,-,-
'[13:33:01.616]',0.469,0.612,74.197,-,-
'[13:33:01.624]',1.508,0.643,74.197,-,-
'[13:33:01.632]',1.508,0.659,74.197,-,-
'[13:33:01.640]',1.016,0.667,73.368,-,-
'[13:33:01.648]',0.445,0.667,73.368,-,-
'[13:33:01.656]',0.211,0.655,73.368,-,-
'[13:33:01.664]',0.094,0.643,73.368,-,-
'[13:33:01.672]',0.039,0.627,73.368,-,-
'[13:33:01.680]',0.023,0.608,73.368,-,-
'[13:33:01.688]',0.023,0.588,73.368,-,-
'[13:33:01.696]',0.023,0.569,74.197,-,-
'[13:33:01.704]',0.039,0.549,74.197,-,-
'[13:33:01.712]',0.055,0.529,75.026,-,-
'[13:33:01.720]',0.062,0.506,75.026,-,-
'[13:33:01.728]',0.086,0.486,75.026,-,-
'[13:33:01.736]',0.109,0.467,75.026,-,-
'[13:33:01.744]',0.133,0.447,75.026,-,-
'[13:33:01.752]',0.148,0.427,75.026,-,-
'[13:33:01.760]',0.172,0.408,75.026,-,-
'[13:33:01.768]',0.203,0.388,75.026,-,-
'[13:33:01.776]',0.234,0.373,74.197,-,-
'[13:33:01.784]',0.289,0.353,74.197,-,-
'[13:33:01.792]',0.344,0.337,74.197,-,-
'[13:33:01.800]',0.414,0.325,74.197,-,-
'[13:33:01.808]',0.469,0.318,74.197,-,-
'[13:33:01.816]',0.531,0.306,74.197,-,-
'[13:33:01.824]',0.562,0.298,75.026,-,-
'[13:33:01.832]',0.570,0.290,75.026,-,-
'[13:33:01.840]',0.578,0.290,75.026,-,-
'[13:33:01.848]',0.555,0.294,73.368,-,-
'[13:33:01.856]',0.492,0.310,71.710,-,-
'[13:33:01.864]',0.430,0.322,70.466,-,-
'[13:33:01.872]',0.359,0.333,68.808,-,-
'[13:33:01.880]',0.289,0.345,67.150,-,-
'[13:33:01.888]',0.242,0.357,68.808,-,-
'[13:33:01.896]',0.203,0.369,73.368,-,-
'[13:33:01.904]',0.180,0.376,83.731,-,-
'[13:33:01.912]',0.180,0.384,98.238,-,-
'[13:33:01.920]',0.172,0.388,111.917,-,-
'[13:33:01.928]',0.164,0.388,118.135,-,-
'[13:33:01.936]',0.164,0.392,119.378,-,-
'[13:33:01.944]',0.164,0.388,118.135,-,-
'[13:33:01.952]',0.164,0.388,118.135,-,-
'[13:33:01.960]',0.164,0.384,119.378,-,-
'[13:33:01.968]',0.164,0.380,120.207,-,-
'[13:33:01.976]',0.172,0.376,120.207,-,-
'[13:33:01.984]',0.164,0.369,119.378,-,-
'[13:33:01.992]',0.164,0.365,117.306,-,-
'[13:33:02.000]',0.164,0.361,115.648,-,-
'[13:33:02.008]',0.164,0.349,113.990,-,-
'[13:33:02.016]',0.156,0.341,111.917,-,-
'[13:33:02.024]',0.156,0.337,110.259,-,-
'[13:33:02.032]',0.156,0.329,107.772,-,-
'[13:33:02.040]',0.172,0.322,105.285,-,-
'[13:33:02.048]',0.219,0.318,102.383,-,-
'[13:33:02.056]',0.273,0.310,99.896,-,-
'[13:33:02.064]',0.305,0.306,96.995,-,-
'[13:33:02.072]',0.289,0.298,93.679,-,-
'[13:33:02.080]',0.250,0.294,90.777,-,-
'[13:33:02.088]',0.195,0.286,88.290,-,-
'[13:33:02.096]',0.156,0.278,85.803,-,-
'[13:33:02.104]',0.133,0.271,83.731,-,-
'[13:33:02.112]',0.133,0.267,82.073,-,-
'[13:33:02.120]',0.133,0.271,80.415,-,-
'[13:33:02.128]',0.133,0.290,78.756,-,-
'[13:33:02.136]',0.125,0.322,77.927,-,-
'[13:33:02.144]',0.031,0.369,76.684,-,-
'[13:33:02.152]',-0.172,0.427,75.855,-,-
'[13:33:02.160]',-0.250,0.490,75.026,-,-
'[13:33:02.168]',0.305,0.545,74.197,-,-
'[13:33:02.176]',1.367,0.596,73.368,-,-
'[13:33:02.184]',1.508,0.631,72.539,-,-
'[13:33:02.192]',1.281,0.651,71.710,-,-
'[13:33:02.200]',0.617,0.667,71.710,-,-
'[13:33:02.208]',0.281,0.671,71.295,-,-
'[13:33:02.216]',0.109,0.663,71.295,-,-
'[13:33:02.224]',0.023,0.655,70.466,-,-
'[13:33:02.232]',-0.008,0.635,70.466,-,-
'[13:33:02.240]',-0.008,0.620,70.466,-,-
'[13:33:02.248]',-0.008,0.596,70.466,-,-
'[13:33:02.256]',0.008,0.573,70.466,-,-
'[13:33:02.264]',0.023,0.549,70.466,-,-
'[13:33:02.272]',0.039,0.525,70.466,-,-
'[13:33:02.280]',0.055,0.502,71.295,-,-
'[13:33:02.288]',0.070,0.482,71.295,-,-
'[13:33:02.296]',0.094,0.459,71.295,-,-
'[13:33:02.304]',0.109,0.435,71.295,-,-
'[13:33:02.312]',0.133,0.412,71.295,-,-
'[13:33:02.320]',0.156,0.388,70.466,-,-
'[13:33:02.328]',0.188,0.365,70.466,-,-
'[13:33:02.336]',0.234,0.341,70.466,-,-
'[13:33:02.344]',0.281,0.322,70.466,-,-
'[13:33:02.352]',0.344,0.302,70.466,-,-
'[13:33:02.360]',0.398,0.282,71.295,-,-
'[13:33:02.368]',0.453,0.267,71.710,-,-
'[13:33:02.376]',0.484,0.255,72.539,-,-
'[13:33:02.384]',0.516,0.247,73.368,-,-
'[13:33:02.392]',0.516,0.243,73.368,-,-
'[13:33:02.400]',0.484,0.239,72.539,-,-
'[13:33:02.408]',0.453,0.243,71.295,-,-
'[13:33:02.416]',0.391,0.251,68.808,-,-
'[13:33:02.424]',0.320,0.259,67.979,-,-
'[13:33:02.432]',0.258,0.271,67.150,-,-
'[13:33:02.440]',0.203,0.286,68.808,-,-
'[13:33:02.448]',0.164,0.302,75.855,-,-
'[13:33:02.456]',0.148,0.318,88.290,-,-
'[13:33:02.464]',0.141,0.329,104.870,-,-
'[13:33:02.472]',0.141,0.341,118.135,-,-
'[13:33:02.480]',0.141,0.349,124.352,-,-
'[13:33:02.488]',0.141,0.357,125.596,-,-
'[13:33:02.496]',0.148,0.361,125.181,-,-
'[13:33:02.504]',0.148,0.365,125.181,-,-
'[13:33:02.512]',0.148,0.369,126.425,-,-
'[13:33:02.520]',0.148,0.369,127.254,-,-
'[13:33:02.528]',0.156,0.369,127.254,-,-
'[13:33:02.536]',0.156,0.369,126.425,-,-
'[13:33:02.544]',0.156,0.365,124.352,-,-
'[13:33:02.552]',0.148,0.361,122.694,-,-
'[13:33:02.560]',0.148,0.357,120.207,-,-
'[13:33:02.568]',0.148,0.353,118.549,-,-
'[13:33:02.576]',0.141,0.349,117.306,-,-
'[13:33:02.584]',0.141,0.345,115.648,-,-
'[13:33:02.592]',0.148,0.341,113.161,-,-
'[13:33:02.600]',0.188,0.341,111.088,-,-
'[13:33:02.608]',0.250,0.337,108.601,-,-
'[13:33:02.616]',0.281,0.333,105.285,-,-
'[13:33:02.624]',0.273,0.333,103.212,-,-
'[13:33:02.632]',0.242,0.325,99.896,-,-
'[13:33:02.640]',0.188,0.318,96.995,-,-
'[13:33:02.648]',0.148,0.314,93.679,-,-
'[13:33:02.656]',0.117,0.310,91.606,-,-
'[13:33:02.664]',0.117,0.314,88.290,-,-
'[13:33:02.672]',0.117,0.329,86.632,-,-
'[13:33:02.680]',0.117,0.353,84.560,-,-
'[13:33:02.688]',0.109,0.388,82.902,-,-
'[13:33:02.696]',0.031,0.439,82.073,-,-
'[13:33:02.704]',-0.172,0.498,80.415,-,-
'[13:33:02.712]',-0.297,0.565,79.585,-,-
'[13:33:02.720]',0.180,0.624,78.756,-,-
'[13:33:02.728]',1.297,0.671,77.927,-,-
'[13:33:02.736]',1.508,0.706,77.513,-,-
'[13:33:02.744]',1.508,0.729,76.684,-,-
'[13:33:02.752]',0.859,0.741,75.855,-,-
'[13:33:02.760]',0.383,0.737,75.855,-,-
'[13:33:02.768]',0.117,0.729,75.855,-,-
'[13:33:02.776]',0.000,0.718,75.026,-,-
'[13:33:02.784]',-0.031,0.698,75.026,-,-
'[13:33:02.792]',-0.039,0.682,75.026,-,-
'[13:33:02.800]',-0.039,0.659,74.197,-,-
'[13:33:02.808]',-0.031,0.635,74.197,-,-
'[13:33:02.816]',-0.023,0.612,74.197,-,-
'[13:33:02.824]',-0.016,0.588,74.197,-,-
'[13:33:02.832]',0.008,0.565,75.026,-,-
'[13:33:02.840]',0.023,0.537,75.026,-,-
'[13:33:02.848]',0.047,0.514,75.026,-,-
'[13:33:02.856]',0.055,0.490,75.026,-,-
'[13:33:02.864]',0.078,0.467,75.026,-,-
'[13:33:02.872]',0.102,0.443,74.197,-,-
'[13:33:02.880]',0.133,0.424,74.197,-,-
'[13:33:02.888]',0.172,0.408,74.197,-,-
'[13:33:02.896]',0.211,0.388,74.197,-,-
'[13:33:02.904]',0.266,0.369,74.197,-,-
'[13:33:02.912]',0.320,0.349,75.026,-,-
'[13:33:02.920]',0.367,0.329,75.026,-,-
'[13:33:02.928]',0.414,0.314,75.855,-,-
'[13:33:02.936]',0.445,0.302,75.855,-,-
'[13:33:02.944]',0.453,0.294,75.855,-,-
'[13:33:02.952]',0.438,0.290,75.026,-,-
'[13:33:02.960]',0.414,0.294,73.368,-,-
'[13:33:02.968]',0.359,0.302,71.710,-,-
'[13:33:02.976]',0.305,0.314,71.295,-,-
'[13:33:02.984]',0.242,0.325,71.295,-,-
'[13:33:02.992]',0.203,0.341,75.855,-,-
'[13:33:03.000]',0.164,0.357,87.461,-,-
'[13:33:03.008]',0.148,0.373,104.041,-,-
'[13:33:03.016]',0.133,0.388,120.207,-,-
'[13:33:03.024]',0.133,0.400,129.741,-,-
'[13:33:03.032]',0.141,0.412,132.642,-,-
'[13:33:03.040]',0.148,0.420,132.228,-,-
'[13:33:03.048]',0.148,0.424,132.642,-,-
'[13:33:03.056]',0.148,0.427,134.301,-,-
'[13:33:03.064]',0.148,0.427,135.959,-,-
'[13:33:03.072]',0.148,0.427,135.959,-,-
'[13:33:03.080]',0.148,0.424,135.130,-,-
'[13:33:03.088]',0.148,0.420,133.472,-,-
'[13:33:03.096]',0.148,0.416,131.399,-,-
'[13:33:03.104]',0.148,0.408,129.741,-,-
'[13:33:03.112]',0.148,0.400,127.254,-,-
'[13:33:03.120]',0.148,0.392,125.596,-,-
'[13:33:03.128]',0.148,0.384,124.352,-,-
'[13:33:03.136]',0.148,0.376,121.865,-,-
'[13:33:03.144]',0.148,0.373,119.378,-,-
'[13:33:03.152]',0.180,0.365,117.306,-,-
'[13:33:03.160]',0.242,0.357,113.990,-,-
'[13:33:03.168]',0.289,0.349,111.088,-,-
'[13:33:03.176]',0.289,0.341,107.772,-,-
'[13:33:03.184]',0.266,0.333,104.870,-,-
'[13:33:03.192]',0.219,0.325,101.554,-,-
'[13:33:03.200]',0.164,0.318,98.238,-,-
'[13:33:03.208]',0.133,0.322,95.337,-,-
'[13:33:03.216]',0.125,0.333,92.021,-,-
'[13:33:03.224]',0.125,0.361,89.948,-,-
'[13:33:03.232]',0.125,0.404,87.461,-,-
'[13:33:03.240]',0.125,0.459,84.974,-,-
'[13:33:03.248]',0.094,0.525,83.731,-,-
'[13:33:03.256]',-0.070,0.588,82.073,-,-
'[13:33:03.264]',-0.273,0.647,80.415,-,-
'[13:33:03.272]',-0.109,0.694,79.585,-,-
'[13:33:03.280]',0.805,0.725,78.756,-,-
'[13:33:03.288]',1.508,0.741,78.756,-,-
'[13:33:03.296]',1.508,0.753,77.927,-,-
'[13:33:03.304]',1.164,0.753,77.927,-,-
'[13:33:03.312]',0.586,0.745,77.513,-,-
'[13:33:03.320]',0.219,0.729,77.513,-,-
'[13:33:03.328]',0.039,0.714,77.513,-,-
'[13:33:03.336]',-0.016,0.694,76.684,-,-
'[13:33:03.344]',-0.039,0.671,76.684,-,-
'[13:33:03.352]',-0.047,0.647,76.684,-,-
'[13:33:03.360]',-0.039,0.624,76.684,-,-
'[13:33:03.368]',-0.031,0.600,76.684,-,-
'[13:33:03.376]',-0.016,0.580,77.513,-,-
'[13:33:03.384]',0.000,0.561,77.513,-,-
'[13:33:03.392]',0.023,0.537,77.513,-,-
'[13:33:03.400]',0.039,0.518,77.513,-,-
'[13:33:03.408]',0.055,0.498,77.513,-,-
'[13:33:03.416]',0.070,0.475,77.513,-,-
'[13:33:03.424]',0.094,0.455,77.513,-,-
'[13:33:03.432]',0.125,0.435,76.684,-,-
'[13:33:03.440]',0.156,0.416,76.684,-,-
'[13:33:03.448]',0.195,0.396,76.684,-,-
'[13:33:03.456]',0.242,0.376,76.684,-,-
'[13:33:03.464]',0.297,0.357,76.684,-,-
'[13:33:03.472]',0.352,0.341,76.684,-,-
'[13:33:03.480]',0.398,0.329,77.513,-,-
'[13:33:03.488]',0.422,0.322,77.927,-,-
'[13:33:03.496]',0.438,0.318,77.927,-,-
'[13:33:03.504]',0.430,0.318,77.513,-,-
'[13:33:03.512]',0.414,0.318,75.855,-,-
'[13:33:03.520]',0.383,0.325,74.197,-,-
'[13:33:03.528]',0.328,0.337,72.539,-,-
'[13:33:03.536]',0.273,0.353,72.539,-,-
'[13:33:03.544]',0.219,0.369,75.026,-,-
'[13:33:03.552]',0.188,0.380,84.560,-,-
'[13:33:03.560]',0.164,0.396,99.896,-,-
'[13:33:03.568]',0.148,0.404,117.306,-,-
'[13:33:03.576]',0.148,0.412,129.741,-,-
'[13:33:03.584]',0.148,0.420,133.472,-,-
'[13:33:03.592]',0.148,0.424,134.301,-,-
'[13:33:03.600]',0.148,0.424,134.301,-,-
'[13:33:03.608]',0.148,0.424,135.130,-,-
'[13:33:03.616]',0.156,0.420,136.788,-,-
'[13:33:03.624]',0.156,0.416,137.617,-,-
'[13:33:03.632]',0.156,0.412,136.788,-,-
'[13:33:03.640]',0.148,0.408,135.130,-,-
'[13:33:03.648]',0.148,0.400,132.642,-,-
'[13:33:03.656]',0.148,0.392,131.399,-,-
'[13:33:03.664]',0.148,0.384,128.912,-,-
'[13:33:03.672]',0.148,0.376,127.254,-,-
'[13:33:03.680]',0.148,0.373,125.596,-,-
'[13:33:03.688]',0.148,0.365,123.523,-,-
'[13:33:03.696]',0.141,0.357,121.036,-,-
'[13:33:03.704]',0.141,0.349,118.135,-,-
'[13:33:03.712]',0.141,0.345,115.648,-,-
'[13:33:03.720]',0.148,0.337,112.332,-,-
'[13:33:03.728]',0.188,0.329,109.430,-,-
'[13:33:03.736]',0.242,0.318,106.114,-,-
'[13:33:03.744]',0.289,0.306,103.212,-,-
'[13:33:03.752]',0.297,0.302,99.067,-,-
'[13:33:03.760]',0.266,0.302,96.166,-,-
'[13:33:03.768]',0.219,0.314,92.850,-,-
'[13:33:03.776]',0.164,0.333,90.777,-,-
'[13:33:03.784]',0.148,0.365,88.290,-,-
'[13:33:03.792]',0.141,0.412,85.803,-,-
'[13:33:03.800]',0.141,0.475,84.560,-,-
'[13:33:03.808]',0.133,0.537,82.902,-,-
'[13:33:03.816]',0.133,0.600,81.244,-,-
'[13:33:03.824]',0.102,0.651,80.415,-,-
'[13:33:03.832]',-0.062,0.690,79.585,-,-
'[13:33:03.840]',-0.281,0.718,78.756,-,-
'[13:33:03.848]',-0.281,0.729,78.756,-,-
'[13:33:03.856]',0.781,0.729,77.927,-,-
'[13:33:03.864]',1.508,0.722,77.927,-,-
'[13:33:03.872]',1.508,0.710,77.927,-,-
'[13:33:03.880]',1.141,0.694,77.513,-,-
'[13:33:03.888]',0.570,0.678,77.513,-,-
'[13:33:03.896]',0.219,0.659,77.513,-,-
'[13:33:03.904]',0.055,0.635,76.684,-,-
'[13:33:03.912]',-0.008,0.612,76.684,-,-
'[13:33:03.920]',-0.031,0.592,77.513,-,-
'[13:33:03.928]',-0.031,0.569,77.513,-,-
'[13:33:03.936]',-0.031,0.545,77.927,-,-
'[13:33:03.944]',-0.023,0.522,77.927,-,-
'[13:33:03.952]',-0.008,0.502,77.927,-,-
'[13:33:03.960]',0.008,0.482,78.756,-,-
'[13:33:03.968]',0.023,0.459,78.756,-,-
'[13:33:03.976]',0.047,0.443,78.756,-,-
'[13:33:03.984]',0.062,0.427,77.927,-,-
'[13:33:03.992]',0.086,0.408,77.927,-,-
'[13:33:04.000]',0.109,0.388,77.513,-,-
'[13:33:04.008]',0.141,0.373,77.513,-,-
'[13:33:04.016]',0.180,0.353,76.684,-,-
'[13:33:04.024]',0.211,0.337,76.684,-,-
'[13:33:04.032]',0.258,0.325,76.684,-,-
'[13:33:04.040]',0.305,0.318,76.684,-,-
'[13:33:04.048]',0.359,0.314,76.684,-,-
'[13:33:04.056]',0.398,0.314,76.684,-,-
'[13:33:04.064]',0.430,0.318,76.684,-,-
'[13:33:04.072]',0.438,0.325,76.684,-,-
'[13:33:04.080]',0.445,0.337,76.684,-,-
'[13:33:04.088]',0.430,0.349,75.026,-,-
'[13:33:04.096]',0.398,0.365,73.368,-,-
'[13:33:04.104]',0.352,0.376,71.710,-,-
'[13:33:04.112]',0.297,0.392,71.710,-,-
'[13:33:04.120]',0.242,0.400,74.197,-,-
'[13:33:04.128]',0.203,0.412,82.902,-,-
'[13:33:04.136]',0.180,0.416,98.238,-,-
'[13:33:04.144]',0.164,0.420,115.648,-,-
'[13:33:04.152]',0.164,0.424,128.912,-,-
'[13:33:04.160]',0.164,0.424,133.472,-,-
'[13:33:04.168]',0.164,0.420,133.472,-,-
'[13:33:04.176]',0.164,0.420,133.472,-,-
'[13:33:04.184]',0.164,0.416,134.301,-,-
'[13:33:04.192]',0.164,0.412,135.959,-,-
'[13:33:04.200]',0.164,0.404,136.788,-,-
'[13:33:04.208]',0.164,0.400,135.959,-,-
'[13:33:04.216]',0.164,0.392,134.301,-,-
'[13:33:04.224]',0.164,0.384,132.228,-,-
'[13:33:04.232]',0.164,0.376,129.741,-,-
'[13:33:04.240]',0.164,0.369,128.083,-,-
'[13:33:04.248]',0.164,0.361,125.596,-,-
'[13:33:04.256]',0.164,0.353,124.352,-,-
'[13:33:04.264]',0.164,0.349,121.865,-,-
'[13:33:04.272]',0.164,0.341,119.378,-,-
'[13:33:04.280]',0.156,0.333,117.306,-,-
'[13:33:04.288]',0.164,0.329,113.990,-,-
'[13:33:04.296]',0.148,0.325,111.088,-,-
'[13:33:04.304]',0.148,0.318,107.772,-,-
'[13:33:04.312]',0.148,0.310,104.870,-,-
'[13:33:04.320]',0.148,0.302,101.554,-,-
'[13:33:04.328]',0.180,0.294,98.238,-,-
'[13:33:04.336]',0.234,0.290,95.337,-,-
'[13:33:04.344]',0.289,0.302,92.021,-,-
'[13:33:04.352]',0.289,0.325,89.119,-,-
'[13:33:04.360]',0.273,0.365,86.632,-,-
'[13:33:04.368]',0.234,0.420,84.560,-,-
'[13:33:04.376]',0.180,0.475,82.902,-,-
'[13:33:04.384]',0.148,0.525,81.244,-,-
'[13:33:04.392]',0.141,0.580,79.585,-,-
'[13:33:04.400]',0.141,0.631,78.756,-,-
'[13:33:04.408]',0.148,0.675,77.513,-,-
'[13:33:04.416]',0.148,0.702,76.684,-,-
'[13:33:04.424]',0.117,0.714,75.855,-,-
'[13:33:04.432]',0.008,0.718,75.855,-,-
'[13:33:04.440]',-0.219,0.714,75.026,-,-
'[13:33:04.448]',-0.281,0.702,75.026,-,-
'[13:33:04.456]',0.422,0.686,74.197,-,-
'[13:33:04.464]',1.477,0.667,73.368,-,-
'[13:33:04.472]',1.508,0.647,73.368,-,-
'[13:33:04.480]',1.141,0.627,72.539,-,-
'[13:33:04.488]',0.555,0.608,72.539,-,-
'[13:33:04.496]',0.234,0.588,72.539,-,-
'[13:33:04.504]',0.078,0.565,72.539,-,-
'[13:33:04.512]',0.023,0.545,72.539,-,-
'[13:33:04.520]',0.008,0.522,72.539,-,-
'[13:33:04.528]',0.000,0.502,72.539,-,-
'[13:33:04.536]',0.008,0.478,73.368,-,-
'[13:33:04.544]',0.023,0.459,73.368,-,-
'[13:33:04.552]',0.031,0.439,73.368,-,-
'[13:33:04.560]',0.047,0.420,72.539,-,-
'[13:33:04.568]',0.062,0.400,72.539,-,-
'[13:33:04.576]',0.078,0.380,72.539,-,-
'[13:33:04.584]',0.094,0.365,72.539,-,-
'[13:33:04.592]',0.117,0.349,71.710,-,-
'[13:33:04.600]',0.148,0.333,71.295,-,-
'[13:33:04.608]',0.180,0.322,71.295,-,-
'[13:33:04.616]',0.219,0.310,70.466,-,-
'[13:33:04.624]',0.258,0.306,70.466,-,-
'[13:33:04.632]',0.305,0.306,69.637,-,-
'[13:33:04.640]',0.359,0.310,69.637,-,-
'[13:33:04.648]',0.422,0.318,69.637,-,-
'[13:33:04.656]',0.477,0.329,69.637,-,-
'[13:33:04.664]',0.523,0.341,70.466,-,-
'[13:33:04.672]',0.547,0.357,70.466,-,-
'[13:33:04.680]',0.547,0.369,70.466,-,-
'[13:33:04.688]',0.531,0.380,68.808,-,-
'[13:33:04.696]',0.484,0.388,67.979,-,-
'[13:33:04.704]',0.430,0.396,65.492,-,-
'[13:33:04.712]',0.359,0.404,64.663,-,-
'[13:33:04.720]',0.297,0.408,64.249,-,-
'[13:33:04.728]',0.242,0.408,67.150,-,-
'[13:33:04.736]',0.211,0.408,75.855,-,-
'[13:33:04.744]',0.188,0.404,91.606,-,-
'[13:33:04.752]',0.180,0.400,107.772,-,-
'[13:33:04.760]',0.172,0.392,118.549,-,-
'[13:33:04.768]',0.164,0.388,121.865,-,-
'[13:33:04.776]',0.172,0.380,121.036,-,-
'[13:33:04.784]',0.172,0.376,120.207,-,-
'[13:33:04.792]',0.172,0.369,121.865,-,-
'[13:33:04.800]',0.164,0.361,123.523,-,-
'[13:33:04.808]',0.164,0.353,124.352,-,-
'[13:33:04.816]',0.164,0.345,124.352,-,-
'[13:33:04.824]',0.164,0.337,122.694,-,-
'[13:33:04.832]',0.164,0.329,120.207,-,-
'[13:33:04.840]',0.164,0.322,118.549,-,-
'[13:33:04.848]',0.164,0.314,116.477,-,-
'[13:33:04.856]',0.172,0.306,114.819,-,-
'[13:33:04.864]',0.164,0.298,112.332,-,-
'[13:33:04.872]',0.148,0.290,110.259,-,-
'[13:33:04.880]',0.148,0.286,107.772,-,-
'[13:33:04.888]',0.164,0.286,104.870,-,-
'[13:33:04.896]',0.211,0.282,102.383,-,-
'[13:33:04.904]',0.273,0.278,99.067,-,-
'[13:33:04.912]',0.305,0.275,96.166,-,-
'[13:33:04.920]',0.312,0.271,93.679,-,-
'[13:33:04.928]',0.273,0.263,90.777,-,-
'[13:33:04.936]',0.219,0.255,87.461,-,-
'[13:33:04.944]',0.164,0.247,84.974,-,-
'[13:33:04.952]',0.133,0.251,82.902,-,-
'[13:33:04.960]',0.133,0.263,80.415,-,-
'[13:33:04.968]',0.133,0.290,78.756,-,-
'[13:33:04.976]',0.141,0.329,77.513,-,-
'[13:33:04.984]',0.133,0.376,76.684,-,-
'[13:33:04.992]',0.078,0.439,75.026,-,-
'[13:33:05.000]',-0.109,0.506,74.197,-,-
'[13:33:05.008]',-0.266,0.573,73.368,-,-
'[13:33:05.016]',0.055,0.627,72.539,-,-
'[13:33:05.024]',1.016,0.671,71.710,-,-
'[13:33:05.032]',1.508,0.698,71.710,-,-
'[13:33:05.040]',1.352,0.710,71.295,-,-
'[13:33:05.048]',0.641,0.714,71.295,-,-
'[13:33:05.056]',0.281,0.706,70.466,-,-
'[13:33:05.064]',0.133,0.694,70.466,-,-
'[13:33:05.072]',0.055,0.678,70.466,-,-
'[13:33:05.080]',0.023,0.659,69.637,-,-
'[13:33:05.088]',0.016,0.639,69.637,-,-
'[13:33:05.096]',0.016,0.616,69.637,-,-
'[13:33:05.104]',0.031,0.592,69.637,-,-
'[13:33:05.112]',0.047,0.569,69.637,-,-
'[13:33:05.120]',0.070,0.541,69.637,-,-
'[13:33:05.128]',0.086,0.518,70.466,-,-
'[13:33:05.136]',0.094,0.494,70.466,-,-
'[13:33:05.144]',0.109,0.471,70.466,-,-
'[13:33:05.152]',0.133,0.447,70.466,-,-
'[13:33:05.160]',0.164,0.424,69.637,-,-
'[13:33:05.168]',0.195,0.400,69.637,-,-
'[13:33:05.176]',0.227,0.380,69.637,-,-
'[13:33:05.184]',0.266,0.365,68.808,-,-
'[13:33:05.192]',0.320,0.345,68.808,-,-
'[13:33:05.200]',0.383,0.325,68.808,-,-
'[13:33:05.208]',0.445,0.310,69.637,-,-
'[13:33:05.216]',0.516,0.294,69.637,-,-
'[13:33:05.224]',0.555,0.282,70.466,-,-
'[13:33:05.232]',0.578,0.275,70.466,-,-
'[13:33:05.240]',0.586,0.267,70.466,-,-
'[13:33:05.248]',0.570,0.267,70.466,-,-
'[13:33:05.256]',0.531,0.271,68.808,-,-
'[13:33:05.264]',0.453,0.282,67.150,-,-
'[13:33:05.272]',0.375,0.290,64.663,-,-
'[13:33:05.280]',0.305,0.302,64.249,-,-
'[13:33:05.288]',0.242,0.318,63.420,-,-
'[13:33:05.296]',0.203,0.333,64.249,-,-
'[13:33:05.304]',0.164,0.349,68.808,-,-
'[13:33:05.312]',0.148,0.361,78.756,-,-
'[13:33:05.320]',0.148,0.373,92.850,-,-
'[13:33:05.328]',0.148,0.384,105.285,-,-
'[13:33:05.336]',0.148,0.392,112.332,-,-
'[13:33:05.344]',0.141,0.396,113.161,-,-
'[13:33:05.352]',0.141,0.400,111.917,-,-
'[13:33:05.360]',0.141,0.400,111.917,-,-
'[13:33:05.368]',0.148,0.400,113.161,-,-
'[13:33:05.376]',0.148,0.400,113.990,-,-
'[13:33:05.384]',0.148,0.396,114.819,-,-
'[13:33:05.392]',0.148,0.396,113.990,-,-
