'Time','II','AVR','V','RESP','PLETH','ABP','CVP'
'[13:04:48.736]',0.940,0.425,0.770,0.227,1.175,101.352,3.937
'[13:04:48.744]',0.945,0.415,0.760,0.226,1.147,102.133,4.181
'[13:04:48.752]',0.950,0.425,0.770,0.226,1.124,101.791,4.308
'[13:04:48.760]',0.960,0.415,0.770,0.226,1.109,100.668,4.308
'[13:04:48.768]',0.960,0.420,0.775,0.225,1.101,98.812,4.122
'[13:04:48.776]',0.975,0.410,0.770,0.224,1.098,96.418,3.937
'[13:04:48.784]',0.995,0.405,0.795,0.224,1.097,93.732,3.751
'[13:04:48.792]',1.015,0.390,0.790,0.222,1.096,90.850,3.751
'[13:04:48.800]',1.020,0.385,0.790,0.220,1.096,87.968,4.064
'[13:04:48.808]',1.020,0.375,0.780,0.218,1.097,85.135,4.806
'[13:04:48.816]',1.000,0.390,0.775,0.216,1.099,82.302,5.744
'[13:04:48.824]',0.970,0.400,0.760,0.215,1.100,79.616,6.623
'[13:04:48.832]',0.940,0.425,0.755,0.213,1.100,77.027,6.994
'[13:04:48.840]',0.925,0.435,0.735,0.212,1.099,74.536,6.750
'[13:04:48.848]',0.925,0.435,0.745,0.211,1.095,72.192,6.125
'[13:04:48.856]',0.925,0.435,0.730,0.210,1.091,69.945,5.500
'[13:04:48.864]',0.915,0.445,0.735,0.209,1.087,67.698,5.002
'[13:04:48.872]',0.920,0.435,0.730,0.207,1.082,65.500,4.875
'[13:04:48.880]',0.920,0.440,0.725,0.206,1.077,63.351,5.060
'[13:04:48.888]',0.915,0.435,0.745,0.205,1.070,61.348,5.500
'[13:04:48.896]',0.900,0.400,0.780,0.204,1.061,59.541,6.125
'[13:04:48.904]',1.140,0.240,0.870,0.203,1.050,57.978,6.682
'[13:04:48.912]',1.500,0.000,0.945,0.201,1.042,56.806,7.121
'[13:04:48.920]',1.460,-0.015,0.910,0.200,1.043,55.926,7.375
'[13:04:48.928]',1.125,0.390,0.740,0.199,1.060,55.292,7.307
'[13:04:48.936]',0.950,0.445,0.605,0.198,1.103,54.901,7.180
'[13:04:48.944]',0.890,0.440,0.645,0.197,1.179,54.657,6.994
'[13:04:48.952]',0.875,0.460,0.685,0.196,1.291,54.608,6.994
'[13:04:48.960]',0.880,0.460,0.700,0.196,1.466,54.754,6.994
'[13:04:48.968]',0.880,0.465,0.720,0.195,1.630,54.901,6.936
'[13:04:48.976]',0.880,0.455,0.715,0.194,1.767,55.243,6.555
'[13:04:48.984]',0.885,0.460,0.720,0.194,1.948,55.682,6.057
'[13:04:48.992]',0.890,0.450,0.720,0.194,2.147,56.122,5.431
'[13:04:49.000]',0.895,0.460,0.725,0.194,2.344,56.464,4.689
'[13:04:49.008]',0.900,0.440,0.720,0.195,2.528,56.855,3.868
'[13:04:49.016]',0.905,0.445,0.730,0.196,2.686,57.099,3.126
'[13:04:49.024]',0.910,0.435,0.720,0.197,2.811,57.343,2.618
'[13:04:49.032]',0.915,0.435,0.735,0.199,2.901,57.490,2.686
'[13:04:49.040]',0.920,0.425,0.730,0.201,2.956,57.441,3.370
'[13:04:49.048]',0.925,0.430,0.740,0.203,2.978,57.294,4.494
'[13:04:49.056]',0.935,0.415,0.730,0.205,2.972,57.001,5.685
'[13:04:49.064]',0.940,0.410,0.740,0.207,2.930,56.610,6.369
'[13:04:49.072]',0.950,0.395,0.730,0.210,2.880,56.122,6.311
'[13:04:49.080]',0.955,0.390,0.735,0.212,2.835,55.633,5.500
'[13:04:49.088]',0.970,0.370,0.725,0.215,2.747,55.096,4.064
'[13:04:49.096]',0.975,0.375,0.730,0.217,2.658,54.608,2.305
'[13:04:49.104]',0.990,0.350,0.735,0.220,2.588,54.119,0.625
'[13:04:49.112]',1.000,0.350,0.725,0.223,2.502,53.631,-0.625
'[13:04:49.120]',1.010,0.340,0.735,0.225,2.379,53.094,-1.319
'[13:04:49.128]',1.010,0.345,0.730,0.228,2.239,52.605,-1.377
'[13:04:49.136]',1.020,0.340,0.740,0.230,2.115,52.214,-0.938
'[13:04:49.144]',1.005,0.350,0.750,0.233,2.028,52.361,-0.195
'[13:04:49.152]',1.005,0.360,0.760,0.235,1.931,53.289,0.684
'[13:04:49.160]',0.995,0.370,0.750,0.237,1.817,55.487,1.436
'[13:04:49.168]',0.985,0.385,0.770,0.240,1.749,59.248,2.061
'[13:04:49.176]',0.975,0.390,0.765,0.242,1.667,64.425,2.432
'[13:04:49.184]',0.965,0.405,0.770,0.244,1.557,70.726,2.618
'[13:04:49.192]',0.960,0.410,0.765,0.245,1.463,77.418,2.813
'[13:04:49.200]',0.955,0.415,0.770,0.246,1.399,83.865,2.813
'[13:04:49.208]',0.955,0.415,0.765,0.247,1.337,89.531,2.745
'[13:04:49.216]',0.960,0.415,0.770,0.248,1.268,94.220,2.813
'[13:04:49.224]',0.955,0.410,0.760,0.249,1.214,97.737,3.185
'[13:04:49.232]',0.960,0.420,0.770,0.250,1.171,100.179,3.810
'[13:04:49.240]',0.960,0.410,0.760,0.250,1.138,101.547,4.562
'[13:04:49.248]',0.960,0.415,0.770,0.250,1.115,101.938,5.060
'[13:04:49.256]',0.970,0.410,0.765,0.249,1.103,101.352,5.187
'[13:04:49.264]',0.970,0.415,0.775,0.249,1.099,100.033,5.002
'[13:04:49.272]',0.975,0.405,0.770,0.248,1.100,98.128,4.562
'[13:04:49.280]',0.985,0.410,0.790,0.247,1.100,95.686,4.064
'[13:04:49.288]',1.005,0.390,0.790,0.246,1.101,93.048,3.868
'[13:04:49.296]',1.020,0.390,0.790,0.245,1.103,90.313,4.122
'[13:04:49.304]',1.030,0.370,0.775,0.244,1.104,87.480,4.875
'[13:04:49.312]',1.015,0.380,0.770,0.243,1.105,84.696,6.057
'[13:04:49.320]',0.995,0.390,0.760,0.242,1.105,82.009,7.180
'[13:04:49.328]',0.965,0.410,0.750,0.242,1.105,79.372,7.874
'[13:04:49.336]',0.945,0.420,0.740,0.241,1.105,76.881,7.932
'[13:04:49.344]',0.925,0.430,0.725,0.241,1.104,74.536,7.493
'[13:04:49.352]',0.925,0.435,0.730,0.241,1.101,72.387,6.867
'[13:04:49.360]',0.925,0.430,0.720,0.241,1.099,70.189,6.184
'[13:04:49.368]',0.920,0.440,0.730,0.242,1.097,68.040,5.744
'[13:04:49.376]',0.925,0.435,0.725,0.243,1.090,65.988,5.685
'[13:04:49.384]',0.920,0.440,0.740,0.246,1.079,63.986,5.998
'[13:04:49.392]',0.905,0.430,0.755,0.249,1.067,62.179,6.682
'[13:04:49.400]',1.000,0.345,0.815,0.252,1.056,60.567,7.375
'[13:04:49.408]',1.325,0.140,0.915,0.255,1.050,59.150,7.932
'[13:04:49.416]',1.500,-0.020,0.945,0.259,1.056,58.027,8.313
'[13:04:49.424]',1.325,0.245,0.825,0.263,1.066,57.245,8.372
'[13:04:49.432]',1.040,0.425,0.630,0.269,1.113,56.659,8.245
'[13:04:49.440]',0.915,0.435,0.585,0.274,1.214,56.317,8.059
'[13:04:49.448]',0.875,0.460,0.665,0.281,1.344,56.073,8.059
'[13:04:49.456]',0.875,0.455,0.685,0.288,1.503,55.975,8.118
'[13:04:49.464]',0.880,0.465,0.710,0.295,1.662,56.122,8.118
'[13:04:49.472]',0.885,0.460,0.715,0.303,1.824,56.366,8.059
'[13:04:49.480]',0.880,0.460,0.710,0.310,2.016,56.659,7.874
'[13:04:49.488]',0.880,0.455,0.720,0.318,2.216,57.050,7.561
'[13:04:49.496]',0.880,0.465,0.720,0.329,2.409,57.441,6.936
'[13:04:49.504]',0.890,0.450,0.720,0.339,2.583,57.783,6.184
'[13:04:49.512]',0.890,0.455,0.720,0.353,2.727,58.027,5.431
'[13:04:49.520]',0.900,0.440,0.725,0.366,2.841,58.320,4.933
'[13:04:49.528]',0.905,0.450,0.720,0.381,2.920,58.418,4.748
'[13:04:49.536]',0.905,0.435,0.730,0.397,2.966,58.466,5.002
'[13:04:49.544]',0.910,0.435,0.725,0.413,2.982,58.418,5.685
'[13:04:49.552]',0.920,0.425,0.730,0.430,2.974,58.222,6.623
'[13:04:49.560]',0.925,0.420,0.720,0.445,2.947,57.929,7.434
'[13:04:49.568]',0.940,0.410,0.735,0.461,2.905,57.538,7.805
'[13:04:49.576]',0.945,0.405,0.730,0.476,2.848,57.050,7.561
'[13:04:49.584]',0.950,0.410,0.735,0.492,2.777,56.561,6.750
'[13:04:49.592]',0.960,0.390,0.725,0.509,2.697,56.122,5.558
'[13:04:49.600]',0.970,0.380,0.735,0.527,2.608,55.633,4.181
'[13:04:49.608]',0.980,0.370,0.735,0.546,2.513,55.194,2.813
'[13:04:49.616]',0.990,0.375,0.745,0.565,2.416,54.754,1.749
'[13:04:49.624]',1.000,0.360,0.740,0.582,2.317,54.217,1.123
'[13:04:49.632]',1.000,0.365,0.745,0.600,2.214,53.777,1.055
'[13:04:49.640]',1.000,0.360,0.745,0.617,2.112,53.680,1.436
'[13:04:49.648]',0.995,0.375,0.760,0.634,2.010,54.168,2.061
'[13:04:49.656]',0.990,0.375,0.760,0.651,1.906,55.780,2.813
'[13:04:49.664]',0.980,0.390,0.770,0.668,1.816,58.808,3.439
'[13:04:49.672]',0.975,0.395,0.765,0.687,1.737,63.448,3.868
'[13:04:49.680]',0.965,0.415,0.770,0.705,1.654,69.310,3.995
'[13:04:49.688]',0.960,0.415,0.760,0.723,1.572,76.001,3.810
'[13:04:49.696]',0.950,0.420,0.770,0.741,1.497,82.742,3.624
'[13:04:49.704]',0.950,0.415,0.760,0.758,1.429,88.945,3.556
'[13:04:49.712]',0.950,0.420,0.755,0.775,1.369,94.220,3.751
'[13:04:49.720]',0.960,0.415,0.770,0.790,1.315,98.372,4.181
'[13:04:49.728]',0.960,0.415,0.760,0.805,1.272,101.303,4.933
'[13:04:49.736]',0.965,0.410,0.765,0.817,1.238,103.159,5.744
'[13:04:49.744]',0.960,0.415,0.755,0.830,1.210,104.038,6.369
'[13:04:49.752]',0.960,0.415,0.770,0.842,1.191,103.940,6.682
'[13:04:49.760]',0.970,0.415,0.770,0.854,1.180,102.915,6.623
'[13:04:49.768]',0.965,0.410,0.775,0.864,1.176,101.254,6.311
'[13:04:49.776]',0.975,0.410,0.765,0.875,1.174,99.007,5.871
'[13:04:49.784]',0.995,0.400,0.790,0.885,1.173,96.418,5.617
'[13:04:49.792]',1.015,0.390,0.780,0.894,1.172,93.683,5.617
'[13:04:49.800]',1.030,0.380,0.790,0.902,1.172,90.948,5.930
'[13:04:49.808]',1.035,0.370,0.775,0.911,1.172,88.115,6.496
'[13:04:49.816]',1.015,0.380,0.780,0.919,1.172,85.428,7.248
'[13:04:49.824]',0.985,0.390,0.755,0.928,1.172,82.742,7.805
'[13:04:49.832]',0.955,0.415,0.745,0.937,1.172,80.251,8.001
'[13:04:49.840]',0.930,0.425,0.730,0.946,1.169,77.809,7.874
'[13:04:49.848]',0.925,0.435,0.740,0.956,1.163,75.415,7.688
'[13:04:49.856]',0.920,0.435,0.725,0.965,1.159,73.217,7.561
'[13:04:49.864]',0.920,0.440,0.735,0.975,1.154,71.068,7.561
'[13:04:49.872]',0.920,0.430,0.720,0.985,1.144,68.919,7.434
'[13:04:49.880]',0.915,0.440,0.725,0.992,1.129,66.916,7.375
'[13:04:49.888]',0.910,0.435,0.730,1.000,1.114,65.012,7.434
'[13:04:49.896]',0.905,0.425,0.775,1.000,1.104,63.155,7.747
'[13:04:49.904]',1.075,0.300,0.845,1.000,1.098,61.592,8.186
'[13:04:49.912]',1.445,0.090,0.940,1.000,1.102,60.322,8.684
'[13:04:49.920]',1.500,-0.005,0.945,1.000,1.120,59.297,9.124
'[13:04:49.928]',1.270,0.290,0.745,1.000,1.161,58.466,9.368
'[13:04:49.936]',1.005,0.410,0.575,1.000,1.234,57.978,9.251
'[13:04:49.944]',0.910,0.435,0.615,1.000,1.343,57.587,9.056
'[13:04:49.952]',0.875,0.450,0.670,1.000,1.487,57.490,8.870
'[13:04:49.960]',0.870,0.455,0.695,1.000,1.632,57.490,8.870
'[13:04:49.968]',0.875,0.460,0.710,1.000,1.788,57.587,9.056
'[13:04:49.976]',0.875,0.460,0.705,1.000,1.978,57.880,9.251
'[13:04:49.984]',0.875,0.460,0.715,1.000,2.181,58.173,9.183
'[13:04:49.992]',0.880,0.455,0.710,1.000,2.382,58.564,8.684
'[13:04:50.000]',0.880,0.460,0.720,1.000,2.569,58.857,7.805
'[13:04:50.008]',0.885,0.450,0.715,1.000,2.730,59.248,6.936
'[13:04:50.016]',0.890,0.455,0.725,1.000,2.859,59.492,6.369
'[13:04:50.024]',0.895,0.440,0.715,1.000,2.955,59.736,6.242
'[13:04:50.032]',0.895,0.450,0.725,1.000,3.017,59.883,6.438
'[13:04:50.040]',0.905,0.435,0.720,1.000,3.046,59.883,6.867
'[13:04:50.048]',0.905,0.435,0.725,1.000,3.047,59.736,7.375
'[13:04:50.056]',0.915,0.425,0.725,1.000,3.027,59.492,7.688
'[13:04:50.064]',0.920,0.430,0.740,1.000,2.991,59.101,7.620
'[13:04:50.072]',0.925,0.415,0.735,1.000,2.940,58.662,7.180
'[13:04:50.080]',0.930,0.415,0.745,1.000,2.876,58.173,6.369
'[13:04:50.088]',0.940,0.400,0.740,1.000,2.801,57.685,5.431
'[13:04:50.096]',0.950,0.395,0.740,1.000,2.717,57.196,4.621
'[13:04:50.104]',0.965,0.375,0.735,1.000,2.628,56.757,3.937
'[13:04:50.112]',0.975,0.380,0.740,1.000,2.534,56.220,3.370
'[13:04:50.120]',0.985,0.365,0.745,1.000,2.437,55.682,2.999
'[13:04:50.128]',0.995,0.365,0.740,1.000,2.336,55.096,2.813
'[13:04:50.136]',1.000,0.360,0.750,1.000,2.234,54.657,2.745
'[13:04:50.144]',0.990,0.365,0.745,1.000,2.131,54.559,2.745
'[13:04:50.152]',0.995,0.370,0.760,1.000,2.030,55.096,2.931
'[13:04:50.160]',0.985,0.365,0.755,1.000,1.942,56.903,3.185
'[13:04:50.168]',0.975,0.385,0.770,1.000,1.863,60.225,3.497
'[13:04:50.176]',0.970,0.390,0.765,1.000,1.777,65.256,3.751
'[13:04:50.184]',0.965,0.405,0.770,1.000,1.689,71.508,3.868
'[13:04:50.192]',0.960,0.400,0.760,1.000,1.604,78.492,3.937
'[13:04:50.200]',0.960,0.415,0.765,1.000,1.524,85.379,3.868
'[13:04:50.208]',0.965,0.410,0.755,1.000,1.453,91.534,3.937
'[13:04:50.216]',0.960,0.415,0.765,1.000,1.392,96.614,4.122
'[13:04:50.224]',0.965,0.410,0.755,1.000,1.341,100.472,4.376
'[13:04:50.232]',0.960,0.415,0.765,1.000,1.300,103.256,4.689
'[13:04:50.240]',0.965,0.405,0.760,1.000,1.270,104.868,4.933
'[13:04:50.248]',0.960,0.415,0.765,1.000,1.249,105.503,5.119
'[13:04:50.256]',0.970,0.405,0.760,1.000,1.238,105.113,5.187
'[13:04:50.264]',0.975,0.415,0.770,1.000,1.234,103.940,5.187
'[13:04:50.272]',0.975,0.400,0.765,1.000,1.232,102.035,5.119
'[13:04:50.280]',0.980,0.405,0.780,1.000,1.231,99.593,5.002
'[13:04:50.288]',1.005,0.390,0.790,1.000,1.230,96.858,4.806
'[13:04:50.296]',1.020,0.385,0.780,1.000,1.230,93.927,4.689
'[13:04:50.304]',1.040,0.365,0.790,1.000,1.230,91.045,4.806
'[13:04:50.312]',1.030,0.370,0.775,1.000,1.231,88.261,5.187
'[13:04:50.320]',1.015,0.375,0.765,1.000,1.232,85.428,5.744
'[13:04:50.328]',0.980,0.395,0.750,1.000,1.233,82.742,6.311
'[13:04:50.336]',0.960,0.410,0.740,1.000,1.233,80.104,6.438
'[13:04:50.344]',0.935,0.420,0.730,1.000,1.232,77.613,6.184
'[13:04:50.352]',0.930,0.430,0.725,1.000,1.228,75.220,5.812
'[13:04:50.360]',0.935,0.425,0.720,1.000,1.225,72.924,5.558
'[13:04:50.368]',0.925,0.430,0.735,1.000,1.222,70.677,5.431
'[13:04:50.376]',0.925,0.420,0.720,1.000,1.214,68.528,5.373
'[13:04:50.384]',0.925,0.430,0.735,1.000,1.203,66.379,5.500
'[13:04:50.392]',0.925,0.425,0.730,1.000,1.191,64.279,5.744
'[13:04:50.400]',0.915,0.400,0.775,1.000,1.179,62.374,6.057
'[13:04:50.408]',1.120,0.260,0.860,1.000,1.171,60.713,6.438
'[13:04:50.416]',1.500,0.025,0.955,1.000,1.175,59.443,6.809
'[13:04:50.424]',1.485,-0.005,0.915,0.989,1.195,58.369,7.180
'[13:04:50.432]',1.160,0.365,0.725,0.977,1.239,57.538,7.493
'[13:04:50.440]',0.965,0.425,0.585,0.965,1.316,57.001,7.747
'[13:04:50.448]',0.900,0.435,0.640,0.954,1.428,56.610,7.805
'[13:04:50.456]',0.880,0.440,0.675,0.942,1.550,56.366,7.747
'[13:04:50.464]',0.880,0.460,0.700,0.930,1.689,56.366,7.620
'[13:04:50.472]',0.885,0.450,0.705,0.917,1.870,56.561,7.493
'[13:04:50.480]',0.890,0.450,0.715,0.905,2.074,56.855,7.307
'[13:04:50.488]',0.895,0.440,0.710,0.892,2.284,57.245,6.994
'[13:04:50.496]',0.895,0.445,0.715,0.880,2.486,57.685,6.438
'[13:04:50.504]',0.905,0.440,0.710,0.867,2.668,58.124,5.744
'[13:04:50.512]',0.905,0.435,0.715,0.854,2.819,58.466,4.933
'[13:04:50.520]',0.905,0.435,0.720,0.843,2.936,58.808,4.249
'[13:04:50.528]',0.915,0.430,0.725,0.832,3.021,59.004,3.937
'[13:04:50.536]',0.920,0.425,0.730,0.822,3.071,59.101,3.937
'[13:04:50.544]',0.920,0.425,0.720,0.812,3.093,59.101,4.249
'[13:04:50.552]',0.925,0.430,0.730,0.801,3.089,59.053,4.875
'[13:04:50.560]',0.930,0.415,0.720,0.791,3.065,58.808,5.558
'[13:04:50.568]',0.935,0.405,0.735,0.781,3.024,58.418,5.930
'[13:04:50.576]',0.950,0.395,0.725,0.771,2.970,57.929,5.812
'[13:04:50.584]',0.950,0.390,0.730,0.762,2.902,57.343,5.246
'[13:04:50.592]',0.960,0.380,0.720,0.752,2.825,56.855,4.376
'[13:04:50.600]',0.975,0.365,0.740,0.743,2.738,56.317,3.497
'[13:04:50.608]',0.985,0.360,0.730,0.735,2.645,55.878,2.618
'[13:04:50.616]',0.995,0.365,0.740,0.727,2.547,55.340,1.807
'[13:04:50.624]',1.010,0.340,0.730,0.718,2.445,54.852,1.250
'[13:04:50.632]',1.015,0.345,0.745,0.710,2.339,54.363,0.869
'[13:04:50.640]',1.020,0.340,0.740,0.701,2.233,53.924,0.811
'[13:04:50.648]',1.015,0.355,0.750,0.692,2.128,53.875,0.996
'[13:04:50.656]',1.005,0.360,0.750,0.683,2.038,54.559,1.368
'[13:04:50.664]',0.990,0.375,0.765,0.674,1.955,56.464,1.934
'[13:04:50.672]',0.985,0.375,0.760,0.665,1.865,59.932,2.432
'[13:04:50.680]',0.975,0.395,0.770,0.657,1.773,64.865,2.813
'[13:04:50.688]',0.970,0.395,0.770,0.649,1.682,70.970,2.931
'[13:04:50.696]',0.960,0.415,0.765,0.642,1.593,77.760,2.931
'[13:04:50.704]',0.965,0.410,0.760,0.635,1.509,84.305,2.813
'[13:04:50.712]',0.955,0.415,0.755,0.627,1.434,90.166,2.813
'[13:04:50.720]',0.960,0.405,0.765,0.619,1.369,95.002,2.999
'[13:04:50.728]',0.965,0.410,0.760,0.610,1.313,98.763,3.439
'[13:04:50.736]',0.960,0.415,0.770,0.601,1.268,101.303,3.937
'[13:04:50.744]',0.965,0.405,0.760,0.592,1.234,102.817,4.376
'[13:04:50.752]',0.960,0.410,0.765,0.583,1.208,103.256,4.621
'[13:04:50.760]',0.970,0.400,0.770,0.575,1.194,102.719,4.875
'[13:04:50.768]',0.975,0.405,0.775,0.567,1.186,101.352,5.060
'[13:04:50.776]',0.975,0.395,0.770,0.558,1.181,99.349,5.187
'[13:04:50.784]',0.990,0.400,0.790,0.549,1.179,96.809,5.119
'[13:04:50.792]',1.005,0.390,0.785,0.539,1.179,94.074,4.933
'[13:04:50.800]',1.020,0.375,0.790,0.530,1.171,91.094,4.806
'[13:04:50.808]',1.035,0.365,0.780,0.519,1.159,88.164,4.806
'[13:04:50.816]',1.020,0.375,0.785,0.508,1.154,85.282,5.246
'[13:04:50.824]',0.995,0.380,0.765,0.498,1.152,82.498,5.812
'[13:04:50.832]',0.970,0.405,0.760,0.487,1.152,79.811,6.242
'[13:04:50.840]',0.945,0.415,0.740,0.478,1.151,77.320,6.369
'[13:04:50.848]',0.935,0.430,0.745,0.469,1.151,74.878,6.184
'[13:04:50.856]',0.940,0.420,0.730,0.461,1.152,72.533,5.930
'[13:04:50.864]',0.925,0.435,0.740,0.453,1.153,70.287,5.685
'[13:04:50.872]',0.930,0.425,0.730,0.444,1.149,68.040,5.431
'[13:04:50.880]',0.925,0.435,0.735,0.436,1.138,65.842,5.373
'[13:04:50.888]',0.930,0.425,0.730,0.428,1.123,63.742,5.431
'[13:04:50.896]',0.905,0.430,0.750,0.419,1.108,61.788,5.558
'[13:04:50.904]',0.965,0.350,0.785,0.411,1.093,60.127,5.812
'[13:04:50.912]',1.260,0.165,0.905,0.403,1.083,58.759,6.184
'[13:04:50.920]',1.500,-0.015,0.955,0.396,1.084,57.587,6.623
'[13:04:50.928]',1.310,0.250,0.885,0.389,1.103,56.757,7.121
'[13:04:50.936]',1.045,0.420,0.670,0.381,1.146,56.122,7.375
'[13:04:50.944]',0.925,0.435,0.610,0.374,1.220,55.731,7.434
'[13:04:50.952]',0.890,0.440,0.660,0.366,1.327,55.536,7.307
'[13:04:50.960]',0.880,0.450,0.690,0.359,1.445,55.487,7.063
'[13:04:50.968]',0.890,0.455,0.710,0.351,1.577,55.682,6.809
'[13:04:50.976]',0.895,0.445,0.705,0.343,1.746,55.926,6.623
'[13:04:50.984]',0.890,0.455,0.720,0.335,1.936,56.317,6.438
'[13:04:50.992]',0.900,0.440,0.720,0.327,2.134,56.757,6.242
'[13:04:51.000]',0.900,0.445,0.720,0.320,2.326,57.196,5.871
'[13:04:51.008]',0.905,0.435,0.715,0.313,2.501,57.538,5.246
'[13:04:51.016]',0.905,0.445,0.725,0.306,2.649,57.880,4.435
'[13:04:51.024]',0.915,0.435,0.720,0.300,2.762,58.173,3.497
'[13:04:51.032]',0.915,0.430,0.725,0.294,2.842,58.369,2.745
'[13:04:51.040]',0.925,0.420,0.720,0.288,2.890,58.418,2.686
'[13:04:51.048]',0.925,0.420,0.735,0.281,2.907,58.418,3.243
'[13:04:51.056]',0.940,0.410,0.725,0.275,2.899,58.222,4.494
'[13:04:51.064]',0.945,0.410,0.735,0.269,2.874,57.929,5.871
'[13:04:51.072]',0.950,0.395,0.725,0.263,2.832,57.490,6.867
'[13:04:51.080]',0.955,0.390,0.730,0.259,2.775,57.050,7.063
'[13:04:51.088]',0.975,0.370,0.720,0.254,2.709,56.464,6.311
'[13:04:51.096]',0.980,0.375,0.725,0.250,2.631,55.926,4.875
'[13:04:51.104]',0.995,0.355,0.720,0.246,2.546,55.438,3.058
'[13:04:51.112]',1.000,0.350,0.725,0.242,2.456,54.852,1.309
'[13:04:51.120]',1.010,0.340,0.735,0.239,2.359,54.363,-0.068
'[13:04:51.128]',1.020,0.340,0.725,0.236,2.258,53.777,-0.879
'[13:04:51.136]',1.025,0.335,0.735,0.233,2.155,53.289,-1.065
'[13:04:51.144]',1.025,0.330,0.740,0.230,2.052,52.996,-0.625
'[13:04:51.152]',1.020,0.340,0.745,0.227,1.948,53.094,0.186
'[13:04:51.160]',1.015,0.350,0.750,0.225,1.860,53.973,1.123
'[13:04:51.168]',1.000,0.365,0.765,0.222,1.782,56.073,1.876
'[13:04:51.176]',0.990,0.380,0.765,0.220,1.699,59.590,2.305
'[13:04:51.184]',0.980,0.390,0.770,0.217,1.615,64.572,2.374
'[13:04:51.192]',0.975,0.390,0.765,0.215,1.532,70.531,2.188
'[13:04:51.200]',0.965,0.405,0.770,0.212,1.454,76.929,1.876
'[13:04:51.208]',0.960,0.400,0.760,0.209,1.384,83.035,1.680
'[13:04:51.216]',0.960,0.405,0.770,0.206,1.323,88.506,1.749
'[13:04:51.224]',0.965,0.400,0.760,0.203,1.271,92.853,1.993
'[13:04:51.232]',0.955,0.410,0.770,0.201,1.229,96.223,2.559
'[13:04:51.240]',0.960,0.400,0.760,0.198,1.196,98.470,3.243
'[13:04:51.248]',0.960,0.405,0.770,0.196,1.168,99.740,3.937
'[13:04:51.256]',0.970,0.395,0.770,0.192,1.152,99.984,4.376
'[13:04:51.264]',0.965,0.405,0.780,0.188,1.142,99.349,4.494
'[13:04:51.272]',0.970,0.400,0.770,0.184,1.135,97.884,4.435
'[13:04:51.280]',0.975,0.405,0.780,0.179,1.131,95.783,4.249
'[13:04:51.288]',1.000,0.390,0.785,0.174,1.130,93.243,4.064
'[13:04:51.296]',1.015,0.390,0.790,0.169,1.132,90.410,4.064
'[13:04:51.304]',1.025,0.365,0.795,0.164,1.134,87.529,4.376
'[13:04:51.312]',1.030,0.365,0.785,0.160,1.135,84.696,5.060
'[13:04:51.320]',1.020,0.365,0.770,0.156,1.136,81.912,5.871
'[13:04:51.328]',0.985,0.385,0.765,0.152,1.136,79.225,6.496
'[13:04:51.336]',0.960,0.400,0.755,0.149,1.136,76.636,6.623
'[13:04:51.344]',0.935,0.415,0.745,0.145,1.136,74.097,6.438
'[13:04:51.352]',0.930,0.425,0.740,0.142,1.136,71.654,5.998
'[13:04:51.360]',0.935,0.420,0.735,0.140,1.137,69.310,5.500
'[13:04:51.368]',0.940,0.425,0.745,0.137,1.137,66.916,5.002
'[13:04:51.376]',0.935,0.420,0.730,0.134,1.132,64.670,4.806
'[13:04:51.384]',0.930,0.430,0.740,0.131,1.123,62.569,4.875
'[13:04:51.392]',0.925,0.425,0.735,0.129,1.109,60.567,5.187
'[13:04:51.400]',0.915,0.405,0.770,0.127,1.094,58.857,5.558
'[13:04:51.408]',1.050,0.290,0.825,0.126,1.079,57.441,6.057
'[13:04:51.416]',1.450,0.045,0.940,0.124,1.069,56.317,6.555
'[13:04:51.424]',1.500,-0.040,0.950,0.122,1.070,55.438,6.936
'[13:04:51.432]',1.210,0.330,0.810,0.119,1.090,54.803,7.180
'[13:04:51.440]',0.985,0.430,0.625,0.118,1.135,54.412,7.121
'[13:04:51.448]',0.915,0.435,0.605,0.115,1.211,54.168,6.994
'[13:04:51.456]',0.885,0.445,0.675,0.113,1.301,54.168,6.750
'[13:04:51.464]',0.880,0.455,0.700,0.111,1.412,54.315,6.623
'[13:04:51.472]',0.895,0.445,0.705,0.109,1.560,54.559,6.438
'[13:04:51.480]',0.890,0.455,0.720,0.107,1.736,54.901,6.184
'[13:04:51.488]',0.895,0.445,0.720,0.106,1.925,55.340,5.871
'[13:04:51.496]',0.895,0.455,0.725,0.105,2.115,55.780,5.431
'[13:04:51.504]',0.900,0.435,0.720,0.103,2.295,56.171,4.933
'[13:04:51.512]',0.905,0.440,0.725,0.102,2.456,56.464,4.249
'[13:04:51.520]',0.910,0.435,0.730,0.101,2.589,56.757,3.439
'[13:04:51.528]',0.915,0.435,0.720,0.101,2.694,56.903,2.813
'[13:04:51.536]',0.925,0.420,0.725,0.100,2.768,57.050,2.618
'[13:04:51.544]',0.925,0.420,0.725,0.100,2.812,57.050,3.058
'[13:04:51.552]',0.930,0.425,0.730,0.100,2.828,57.001,4.122
'[13:04:51.560]',0.940,0.410,0.725,0.101,2.820,56.757,5.373
'[13:04:51.568]',0.950,0.415,0.735,0.102,2.794,56.366,6.438
'[13:04:51.576]',0.955,0.395,0.725,0.103,2.752,55.926,6.809
'[13:04:51.584]',0.970,0.385,0.735,0.104,2.695,55.487,6.311
