"'Time','I','II','III','AVR','V','RESP','PLETH','ABP'"
"'[01:50:23.126]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.134]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.142]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.150]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.158]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.166]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.174]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.182]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.190]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.198]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.206]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.214]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.222]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.230]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.238]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.246]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.254]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.262]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.270]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.278]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.286]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.294]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.302]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.310]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.318]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.326]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.334]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.342]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.350]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.358]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.366]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.374]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.382]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.390]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.398]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.406]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.414]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.422]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.430]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.438]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.446]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.454]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.462]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.470]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.478]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.486]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.494]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.502]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.510]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.518]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.526]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.534]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.542]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.550]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.558]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.566]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.574]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.582]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.590]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.598]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.606]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.614]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.622]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.630]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.638]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.646]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.654]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.662]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.670]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.678]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.686]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.694]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.702]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.710]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.718]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.726]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.734]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.742]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.750]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.758]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.766]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.774]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.782]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.790]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.798]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.806]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.814]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.822]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.830]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.838]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.846]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.854]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.862]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.870]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.878]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.886]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.894]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.902]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.910]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.918]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.926]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.934]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.942]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.950]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.958]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.966]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.974]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.982]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.990]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:23.998]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.006]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.014]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.022]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.030]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.038]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.046]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.054]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.062]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.070]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.078]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.086]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.094]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.102]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.110]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.118]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.126]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.134]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.142]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.150]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.158]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.166]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.174]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.182]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.190]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.198]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.206]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.214]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.222]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.230]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.238]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.246]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.254]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.262]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.270]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.278]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.286]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.294]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.302]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.310]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.318]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.326]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.334]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.342]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.350]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.358]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.366]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.374]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.382]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.390]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.398]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.406]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.414]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.422]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.430]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.438]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.446]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.454]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.462]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.470]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.478]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.486]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.494]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.502]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.510]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.518]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.526]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.534]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.542]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.550]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.558]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.566]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.574]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.582]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.590]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.598]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.606]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.614]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.622]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.630]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.638]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.646]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.654]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.662]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.670]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.678]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.686]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.694]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.702]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.710]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.718]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.726]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.734]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.742]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.750]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.758]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.766]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.774]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.782]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.790]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.798]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.806]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.814]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.822]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.830]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.838]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:24.846]',-,-0.498,-,-0.502,-0.502,0.249,0.496,-"
"'[01:50:24.854]',-,-0.498,-,-0.502,-0.502,0.249,0.489,-"
"'[01:50:24.862]',-,-0.498,-,-0.502,-0.502,0.249,0.486,-"
"'[01:50:24.870]',-,-0.498,-,-0.502,-0.502,0.249,0.485,-"
"'[01:50:24.878]',-,-0.498,-,-0.502,-0.502,0.249,0.485,-"
"'[01:50:24.886]',-,-0.498,-,-0.502,-0.502,0.249,0.485,-"
"'[01:50:24.894]',-,-0.498,-,-0.502,-0.502,0.249,0.484,-"
"'[01:50:24.902]',-,-0.498,-,-0.502,-0.502,0.249,0.484,-"
"'[01:50:24.910]',-,-0.498,-,-0.502,-0.502,0.249,0.484,-"
"'[01:50:24.918]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:24.926]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:24.934]',-,-0.498,-,-0.502,-0.502,0.249,0.482,-"
"'[01:50:24.942]',-,-0.498,-,-0.502,-0.502,0.249,0.482,-"
"'[01:50:24.950]',-,-0.498,-,-0.502,-0.502,0.249,0.481,-"
"'[01:50:24.958]',-,-0.498,-,-0.502,-0.502,0.249,0.481,-"
"'[01:50:24.966]',-,-0.498,-,-0.502,-0.502,0.249,0.481,-"
"'[01:50:24.974]',-,-0.498,-,-0.502,-0.502,0.249,0.481,-"
"'[01:50:24.982]',-,-0.498,-,-0.502,-0.502,0.249,0.481,-"
"'[01:50:24.990]',-,-0.498,-,-0.502,-0.502,0.249,0.482,-"
"'[01:50:24.998]',-,-0.498,-,-0.502,-0.502,0.249,0.482,-"
"'[01:50:25.006]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:25.014]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:25.022]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:25.030]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:25.038]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:25.046]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:25.054]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:25.062]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:25.070]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:25.078]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:25.086]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:25.094]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:25.102]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:25.110]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:25.118]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:25.126]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:25.134]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:25.142]',-,-0.498,-,-0.502,-0.502,0.249,0.482,-"
"'[01:50:25.150]',-,-0.498,-,-0.502,-0.502,0.249,0.481,-"
"'[01:50:25.158]',-,-0.498,-,-0.502,-0.502,0.249,0.481,-"
"'[01:50:25.166]',-,-0.498,-,-0.502,-0.502,0.249,0.480,-"
"'[01:50:25.174]',-,-0.498,-,-0.502,-0.502,0.249,0.480,-"
"'[01:50:25.182]',-,-0.498,-,-0.502,-0.502,0.249,0.480,-"
"'[01:50:25.190]',-,-0.498,-,-0.502,-0.502,0.249,0.480,-"
"'[01:50:25.198]',-,-0.498,-,-0.502,-0.502,0.249,0.480,-"
"'[01:50:25.206]',-,-0.498,-,-0.502,-0.502,0.249,0.481,-"
"'[01:50:25.214]',-,-0.498,-,-0.502,-0.502,0.249,0.482,-"
"'[01:50:25.222]',-,-0.498,-,-0.502,-0.502,0.249,0.482,-"
"'[01:50:25.230]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:25.238]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:25.246]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:25.254]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:25.262]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:25.270]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:25.278]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:25.286]',-,-0.498,-,-0.502,-0.502,0.249,0.484,-"
"'[01:50:25.294]',-,-0.498,-,-0.502,-0.502,0.249,0.484,-"
"'[01:50:25.302]',-,-0.498,-,-0.502,-0.502,0.249,0.484,-"
"'[01:50:25.310]',-,-0.498,-,-0.502,-0.502,0.249,0.485,-"
"'[01:50:25.318]',-,-0.498,-,-0.502,-0.502,0.249,0.485,-"
"'[01:50:25.326]',-,-0.498,-,-0.502,-0.502,0.249,0.484,-"
"'[01:50:25.334]',-,-0.498,-,-0.502,-0.502,0.249,0.484,-"
"'[01:50:25.342]',-,-0.498,-,-0.502,-0.502,0.249,0.484,-"
"'[01:50:25.350]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:25.358]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:25.366]',-,-0.498,-,-0.502,-0.502,0.249,0.482,-"
"'[01:50:25.374]',-,-0.498,-,-0.502,-0.502,0.249,0.483,-"
"'[01:50:25.382]',-,-0.498,-,-0.502,-0.502,0.249,0.484,-"
"'[01:50:25.390]',-,-0.498,-,-0.502,-0.502,0.249,0.486,-"
"'[01:50:25.398]',-,-0.498,-,-0.502,-0.502,0.249,0.489,-"
"'[01:50:25.406]',-,-0.498,-,-0.502,-0.502,0.249,0.490,-"
"'[01:50:25.414]',-,-0.498,-,-0.502,-0.502,0.249,0.486,-"
"'[01:50:25.422]',-,-0.498,-,-0.502,-0.502,0.249,0.476,-"
"'[01:50:25.430]',-,-0.498,-,-0.502,-0.502,0.249,0.462,-"
"'[01:50:25.438]',-,-0.498,-,-0.502,-0.502,0.249,0.447,-"
"'[01:50:25.446]',-,-0.498,-,-0.502,-0.502,0.249,0.428,-"
"'[01:50:25.454]',-,-0.498,-,-0.502,-0.502,0.249,0.413,-"
"'[01:50:25.462]',-,-0.498,-,-0.502,-0.502,0.249,0.408,-"
"'[01:50:25.470]',-,-0.498,-,-0.502,-0.502,0.249,0.413,-"
"'[01:50:25.478]',-,-0.498,-,-0.502,-0.502,0.249,0.427,-"
"'[01:50:25.486]',-,-0.498,-,-0.502,-0.502,0.249,0.447,-"
"'[01:50:25.494]',-,-0.498,-,-0.502,-0.502,0.249,0.466,-"
"'[01:50:25.502]',-,-0.498,-,-0.502,-0.502,0.249,0.481,-"
"'[01:50:25.510]',-,-0.498,-,-0.502,-0.502,0.249,0.491,-"
"'[01:50:25.518]',-,-0.498,-,-0.502,-0.502,0.249,0.495,-"
"'[01:50:25.526]',-,-0.498,-,-0.502,-0.502,0.249,0.496,-"
"'[01:50:25.534]',-,-0.498,-,-0.502,-0.502,0.249,0.495,-"
"'[01:50:25.542]',-,-0.498,-,-0.502,-0.502,0.249,0.494,-"
"'[01:50:25.550]',-,-0.498,-,-0.502,-0.502,0.249,0.493,-"
"'[01:50:25.558]',-,-0.498,-,-0.502,-0.502,0.249,0.493,-"
"'[01:50:25.566]',-,-0.498,-,-0.502,-0.502,0.249,0.493,-"
"'[01:50:25.574]',-,-0.498,-,-0.502,-0.502,0.249,0.494,-"
"'[01:50:25.582]',-,-0.498,-,-0.502,-0.502,0.249,0.494,-"
"'[01:50:25.590]',-,-0.498,-,-0.502,-0.502,0.249,0.493,-"
"'[01:50:25.598]',-,-0.498,-,-0.502,-0.502,0.249,0.493,-"
"'[01:50:25.606]',-,-0.498,-,-0.502,-0.502,0.249,0.492,-"
"'[01:50:25.614]',-,-0.498,-,-0.502,-0.502,0.249,0.491,-"
"'[01:50:25.622]',-,-0.498,-,-0.502,-0.502,0.249,0.490,-"
"'[01:50:25.630]',-,-0.498,-,-0.502,-0.502,0.249,0.489,-"
"'[01:50:25.638]',-,-0.498,-,-0.502,-0.502,0.249,0.488,-"
"'[01:50:25.646]',-,-0.498,-,-0.502,-0.502,0.249,0.488,-"
"'[01:50:25.654]',-,-0.498,-,-0.502,-0.502,0.249,0.488,-"
"'[01:50:25.662]',-,-0.498,-,-0.502,-0.502,0.249,0.488,-"
"'[01:50:25.670]',-,-0.498,-,-0.502,-0.502,0.249,0.489,-"
"'[01:50:25.678]',-,-0.498,-,-0.502,-0.502,0.249,0.489,-"
"'[01:50:25.686]',-,-0.498,-,-0.502,-0.502,0.249,0.489,-"
"'[01:50:25.694]',-,-0.498,-,-0.502,-0.502,0.249,0.489,-"
"'[01:50:25.702]',-,-0.498,-,-0.502,-0.502,0.249,0.489,-"
"'[01:50:25.710]',-,-0.498,-,-0.502,-0.502,0.249,0.488,-"
"'[01:50:25.718]',-,-0.498,-,-0.502,-0.502,0.249,0.487,-"
"'[01:50:25.726]',-,-0.498,-,-0.502,-0.502,0.249,0.486,-"
"'[01:50:25.734]',-,-0.498,-,-0.502,-0.502,0.249,0.486,-"
"'[01:50:25.742]',-,-0.498,-,-0.502,-0.502,0.249,0.485,-"
"'[01:50:25.750]',-,-0.498,-,-0.502,-0.502,0.249,0.486,-"
"'[01:50:25.758]',-,-0.498,-,-0.502,-0.502,0.249,0.486,-"
"'[01:50:25.766]',-,-0.498,-,-0.502,-0.502,0.249,0.487,-"
"'[01:50:25.774]',-,-0.498,-,-0.502,-0.502,0.249,0.488,-"
