'Time','II','III','V','RESP','PLETH','ABP'
'[17:57:34.189]',0.205,0.395,0.455,0.607,1.166,71.654
'[17:57:34.197]',0.205,0.395,0.450,0.600,1.150,71.605
'[17:57:34.205]',0.200,0.385,0.455,0.592,1.139,71.654
'[17:57:34.213]',0.210,0.390,0.465,0.587,1.131,71.752
'[17:57:34.221]',0.215,0.395,0.455,0.582,1.122,71.801
'[17:57:34.229]',0.195,0.375,0.435,0.580,1.113,71.801
'[17:57:34.237]',0.195,0.360,0.440,0.578,1.106,71.752
'[17:57:34.245]',0.210,0.365,0.450,0.578,1.098,71.850
'[17:57:34.253]',0.230,0.375,0.445,0.579,1.090,72.192
'[17:57:34.261]',0.250,0.380,0.435,0.580,1.082,72.729
'[17:57:34.269]',0.260,0.375,0.415,0.581,1.074,73.901
'[17:57:34.277]',0.250,0.350,0.415,0.582,1.067,76.636
'[17:57:34.285]',0.250,0.340,0.430,0.584,1.061,81.667
'[17:57:34.293]',0.250,0.330,0.425,0.586,1.054,88.994
'[17:57:34.301]',0.250,0.305,0.405,0.589,1.051,97.981
'[17:57:34.309]',0.250,0.280,0.400,0.591,1.051,107.359
'[17:57:34.317]',0.275,0.280,0.410,0.593,1.049,115.223
'[17:57:34.325]',0.280,0.275,0.385,0.594,1.048,120.010
'[17:57:34.333]',0.255,0.265,0.380,0.595,1.049,121.866
'[17:57:34.341]',0.260,0.270,0.400,0.594,1.052,122.306
'[17:57:34.349]',0.270,0.280,0.410,0.593,1.057,122.550
'[17:57:34.357]',0.240,0.270,0.390,0.587,1.064,122.941
'[17:57:34.365]',0.230,0.285,0.405,0.580,1.072,123.380
'[17:57:34.373]',0.265,0.325,0.455,0.568,1.083,124.015
'[17:57:34.381]',0.290,0.360,0.470,0.556,1.096,124.748
'[17:57:34.389]',0.255,0.365,0.435,0.537,1.109,125.383
'[17:57:34.397]',0.235,0.380,0.430,0.518,1.122,125.871
'[17:57:34.405]',0.250,0.410,0.460,0.494,1.136,126.115
'[17:57:34.413]',0.260,0.420,0.465,0.470,1.151,126.115
'[17:57:34.421]',0.245,0.410,0.455,0.445,1.166,125.920
'[17:57:34.429]',0.235,0.405,0.450,0.420,1.182,125.822
'[17:57:34.437]',0.235,0.400,0.445,0.395,1.197,125.725
'[17:57:34.445]',0.220,0.380,0.445,0.370,1.212,125.676
'[17:57:34.453]',0.215,0.375,0.450,0.342,1.225,125.578
'[17:57:34.461]',0.240,0.405,0.445,0.314,1.236,125.383
'[17:57:34.469]',0.250,0.415,0.430,0.284,1.243,125.041
'[17:57:34.477]',0.235,0.405,0.425,0.254,1.247,124.406
'[17:57:34.485]',0.275,0.435,0.445,0.228,1.249,123.673
'[17:57:34.493]',0.310,0.465,0.465,0.202,1.253,123.038
'[17:57:34.501]',0.290,0.450,0.460,0.180,1.263,122.501
'[17:57:34.509]',0.280,0.435,0.460,0.157,1.285,121.817
'[17:57:34.517]',0.285,0.435,0.465,0.138,1.331,120.889
'[17:57:34.525]',0.275,0.440,0.455,0.119,1.409,119.766
'[17:57:34.533]',0.270,0.440,0.450,0.103,1.522,118.300
'[17:57:34.541]',0.275,0.440,0.460,0.087,1.670,116.542
'[17:57:34.549]',0.295,0.450,0.470,0.077,1.844,114.442
'[17:57:34.557]',0.310,0.450,0.465,0.067,2.031,112.244
'[17:57:34.565]',0.290,0.420,0.455,0.062,2.218,109.948
'[17:57:34.573]',0.280,0.415,0.460,0.057,2.391,107.506
'[17:57:34.581]',0.310,0.440,0.470,0.056,2.543,104.722
'[17:57:34.589]',0.320,0.455,0.465,0.055,2.666,101.938
'[17:57:34.597]',0.300,0.450,0.465,0.058,2.761,99.593
'[17:57:34.605]',0.295,0.450,0.465,0.061,2.822,98.030
'[17:57:34.613]',0.300,0.450,0.470,0.071,2.858,96.858
'[17:57:34.621]',0.275,0.430,0.455,0.081,2.884,95.930
'[17:57:34.629]',0.255,0.410,0.445,0.097,2.898,95.295
'[17:57:34.637]',0.265,0.410,0.450,0.112,2.902,95.002
'[17:57:34.645]',0.280,0.425,0.455,0.129,2.897,94.758
'[17:57:34.653]',0.285,0.410,0.445,0.146,2.887,94.562
'[17:57:34.661]',0.270,0.400,0.445,0.164,2.872,94.367
'[17:57:34.669]',0.280,0.405,0.460,0.183,2.854,94.171
'[17:57:34.677]',0.295,0.410,0.470,0.207,2.835,93.976
'[17:57:34.685]',0.300,0.410,0.460,0.231,2.813,93.878
'[17:57:34.693]',0.290,0.410,0.450,0.260,2.792,93.683
'[17:57:34.701]',0.270,0.410,0.445,0.290,2.768,93.439
'[17:57:34.709]',0.270,0.405,0.445,0.323,2.744,93.195
'[17:57:34.717]',0.270,0.395,0.445,0.356,2.720,92.999
'[17:57:34.725]',0.280,0.395,0.450,0.390,2.696,92.804
'[17:57:34.733]',0.280,0.400,0.455,0.425,2.671,92.560
'[17:57:34.741]',0.270,0.400,0.440,0.458,2.644,92.315
'[17:57:34.749]',0.265,0.400,0.440,0.490,2.617,91.973
'[17:57:34.757]',0.260,0.400,0.455,0.520,2.588,91.534
'[17:57:34.765]',0.270,0.395,0.460,0.551,2.557,91.094
'[17:57:34.773]',0.280,0.395,0.450,0.582,2.523,90.606
'[17:57:34.781]',0.265,0.385,0.445,0.614,2.486,90.117
'[17:57:34.789]',0.270,0.395,0.450,0.647,2.445,89.531
'[17:57:34.797]',0.310,0.430,0.485,0.680,2.400,88.945
'[17:57:34.805]',0.345,0.455,0.505,0.709,2.355,88.359
'[17:57:34.813]',0.340,0.460,0.510,0.739,2.308,87.724
'[17:57:34.821]',0.325,0.430,0.500,0.765,2.254,87.187
'[17:57:34.829]',0.340,0.425,0.500,0.792,2.195,86.698
'[17:57:34.837]',0.345,0.415,0.485,0.819,2.133,86.259
'[17:57:34.845]',0.320,0.400,0.470,0.846,2.071,85.673
'[17:57:34.853]',0.295,0.395,0.445,0.872,2.011,85.135
'[17:57:34.861]',0.280,0.395,0.435,0.900,1.953,84.549
'[17:57:34.869]',0.285,0.400,0.440,0.926,1.901,84.061
'[17:57:34.877]',0.265,0.395,0.445,0.952,1.855,83.572
'[17:57:34.885]',0.235,0.380,0.420,0.976,1.817,82.986
'[17:57:34.893]',0.205,0.355,0.410,1.000,1.786,82.498
'[17:57:34.901]',0.195,0.350,0.410,1.000,1.763,82.009
'[17:57:34.909]',0.215,0.370,0.430,1.000,1.747,81.423
'[17:57:34.917]',0.225,0.385,0.445,1.000,1.735,80.886
'[17:57:34.925]',0.220,0.370,0.450,1.000,1.726,80.349
'[17:57:34.933]',0.215,0.365,0.440,1.000,1.721,79.860
'[17:57:34.941]',0.230,0.405,0.495,1.000,1.717,79.469
'[17:57:34.949]',0.280,0.505,0.640,1.000,1.715,78.981
'[17:57:34.957]',0.345,0.560,0.765,1.000,1.711,78.590
'[17:57:34.965]',0.490,0.500,0.660,1.000,1.706,78.444
'[17:57:34.973]',0.770,0.375,0.300,1.000,1.700,78.248
'[17:57:34.981]',0.980,0.205,-0.095,1.000,1.692,77.906
'[17:57:34.989]',0.825,-0.010,-0.316,1.000,1.683,77.564
'[17:57:34.997]',0.420,-0.130,-0.341,1.000,1.673,77.125
'[17:57:35.005]',0.155,-0.015,-0.130,1.000,1.662,76.685
'[17:57:35.013]',0.125,0.195,0.140,1.000,1.650,76.246
'[17:57:35.021]',0.185,0.325,0.355,1.000,1.635,75.855
'[17:57:35.029]',0.210,0.375,0.450,1.000,1.619,75.757
'[17:57:35.037]',0.195,0.385,0.490,1.000,1.602,75.660
'[17:57:35.045]',0.195,0.395,0.515,1.000,1.585,75.562
'[17:57:35.053]',0.190,0.405,0.520,1.000,1.566,75.464
'[17:57:35.061]',0.175,0.405,0.520,1.000,1.547,75.415
'[17:57:35.069]',0.190,0.420,0.525,1.000,1.528,75.366
'[17:57:35.077]',0.205,0.430,0.530,1.000,1.507,75.318
'[17:57:35.085]',0.210,0.435,0.525,1.000,1.487,75.220
'[17:57:35.093]',0.195,0.410,0.535,1.000,1.466,75.073
'[17:57:35.101]',0.195,0.410,0.540,1.000,1.450,74.927
'[17:57:35.109]',0.210,0.415,0.525,1.000,1.435,74.780
'[17:57:35.117]',0.210,0.410,0.525,1.000,1.419,74.634
'[17:57:35.125]',0.210,0.400,0.525,1.000,1.403,74.487
'[17:57:35.133]',0.225,0.405,0.520,1.000,1.385,74.341
'[17:57:35.141]',0.230,0.405,0.520,1.000,1.369,74.194
'[17:57:35.149]',0.220,0.395,0.510,1.000,1.354,73.901
'[17:57:35.157]',0.220,0.395,0.515,1.000,1.340,73.755
'[17:57:35.165]',0.230,0.395,0.510,1.000,1.327,73.510
'[17:57:35.173]',0.235,0.390,0.500,1.000,1.316,73.315
'[17:57:35.181]',0.235,0.390,0.500,1.000,1.304,73.120
'[17:57:35.189]',0.235,0.380,0.505,1.000,1.292,72.924
'[17:57:35.197]',0.235,0.380,0.510,1.000,1.281,72.729
'[17:57:35.205]',0.240,0.380,0.515,1.000,1.273,72.533
'[17:57:35.213]',0.250,0.375,0.510,1.000,1.266,72.631
'[17:57:35.221]',0.250,0.360,0.495,1.000,1.258,73.071
'[17:57:35.229]',0.245,0.350,0.490,1.000,1.249,74.341
'[17:57:35.237]',0.260,0.355,0.490,1.000,1.239,77.223
'[17:57:35.245]',0.270,0.345,0.485,1.000,1.231,82.351
'[17:57:35.253]',0.270,0.330,0.480,1.000,1.223,89.922
'[17:57:35.261]',0.275,0.310,0.480,1.000,1.216,98.860
'[17:57:35.269]',0.280,0.295,0.475,1.000,1.209,107.799
'[17:57:35.277]',0.270,0.285,0.465,1.000,1.203,115.126
'[17:57:35.285]',0.275,0.275,0.465,1.000,1.197,119.863
'[17:57:35.293]',0.260,0.265,0.460,1.000,1.193,121.866
'[17:57:35.301]',0.260,0.265,0.455,1.000,1.191,122.306
'[17:57:35.309]',0.270,0.270,0.455,1.000,1.191,122.306
'[17:57:35.317]',0.260,0.275,0.455,1.000,1.191,122.306
'[17:57:35.325]',0.255,0.290,0.470,1.000,1.192,122.550
'[17:57:35.333]',0.260,0.315,0.490,1.000,1.195,123.038
'[17:57:35.341]',0.265,0.335,0.495,1.000,1.197,123.722
'[17:57:35.349]',0.250,0.350,0.500,1.000,1.201,124.259
'[17:57:35.357]',0.250,0.370,0.495,1.000,1.204,124.357
'[17:57:35.365]',0.250,0.390,0.500,1.000,1.207,124.357
'[17:57:35.373]',0.260,0.405,0.515,1.000,1.209,124.308
'[17:57:35.381]',0.270,0.415,0.520,1.000,1.210,124.113
'[17:57:35.389]',0.255,0.405,0.500,1.000,1.210,123.722
'[17:57:35.397]',0.245,0.405,0.500,1.000,1.208,123.234
'[17:57:35.405]',0.250,0.410,0.505,1.000,1.207,122.745
'[17:57:35.413]',0.255,0.415,0.510,1.000,1.206,122.257
'[17:57:35.421]',0.255,0.410,0.510,1.000,1.202,121.622
'[17:57:35.429]',0.265,0.410,0.505,1.000,1.196,120.889
'[17:57:35.437]',0.270,0.420,0.510,1.000,1.186,120.010
'[17:57:35.445]',0.275,0.430,0.500,1.000,1.174,119.180
'[17:57:35.453]',0.275,0.420,0.500,1.000,1.162,118.252
'[17:57:35.461]',0.270,0.415,0.510,1.000,1.154,117.128
'[17:57:35.469]',0.290,0.430,0.515,1.000,1.160,115.761
'[17:57:35.477]',0.300,0.440,0.520,1.000,1.188,114.051
'[17:57:35.485]',0.305,0.440,0.525,1.000,1.244,112.244
'[17:57:35.493]',0.310,0.440,0.525,1.000,1.335,110.192
'[17:57:35.501]',0.300,0.440,0.525,1.000,1.439,107.848
'[17:57:35.509]',0.290,0.430,0.515,1.000,1.558,105.357
'[17:57:35.517]',0.290,0.425,0.510,1.000,1.710,102.719
'[17:57:35.525]',0.300,0.430,0.515,1.000,1.876,100.179
'[17:57:35.533]',0.315,0.430,0.515,1.000,2.040,97.981
'[17:57:35.541]',0.300,0.420,0.500,1.000,2.190,96.174
'[17:57:35.549]',0.290,0.410,0.495,1.000,2.317,94.855
'[17:57:35.557]',0.280,0.405,0.495,1.000,2.416,94.123
'[17:57:35.565]',0.275,0.405,0.495,1.000,2.489,93.683
'[17:57:35.573]',0.280,0.420,0.485,1.000,2.537,93.341
'[17:57:35.581]',0.270,0.410,0.490,1.000,2.565,93.048
'[17:57:35.589]',0.270,0.405,0.500,1.000,2.576,92.804
'[17:57:35.597]',0.270,0.400,0.490,1.000,2.575,92.560
'[17:57:35.605]',0.275,0.400,0.480,1.000,2.564,92.315
'[17:57:35.613]',0.270,0.400,0.480,1.000,2.547,92.071
'[17:57:35.621]',0.265,0.395,0.485,1.000,2.527,91.925
'[17:57:35.629]',0.270,0.395,0.495,1.000,2.503,91.876
'[17:57:35.637]',0.275,0.390,0.495,1.000,2.478,91.680
'[17:57:35.645]',0.270,0.390,0.490,1.000,2.452,91.436
'[17:57:35.653]',0.270,0.395,0.480,1.000,2.425,91.094
'[17:57:35.661]',0.260,0.385,0.475,1.000,2.399,90.850
'[17:57:35.669]',0.255,0.380,0.480,1.000,2.372,90.655
'[17:57:35.677]',0.270,0.385,0.490,1.000,2.347,90.410
'[17:57:35.685]',0.270,0.390,0.480,1.000,2.322,90.117
'[17:57:35.693]',0.265,0.385,0.475,1.000,2.296,89.727
'[17:57:35.701]',0.260,0.385,0.470,1.000,2.272,89.385
'[17:57:35.709]',0.255,0.385,0.470,1.000,2.246,88.994
'[17:57:35.717]',0.260,0.385,0.465,1.000,2.219,88.603
'[17:57:35.725]',0.250,0.380,0.465,1.000,2.190,88.164
'[17:57:35.733]',0.250,0.380,0.465,1.000,2.157,87.626
'[17:57:35.741]',0.260,0.380,0.470,1.000,2.122,87.040
'[17:57:35.749]',0.270,0.390,0.475,1.000,2.083,86.552
'[17:57:35.757]',0.265,0.395,0.475,1.000,2.038,86.112
'[17:57:35.765]',0.270,0.385,0.475,1.000,1.989,85.819
'[17:57:35.773]',0.300,0.405,0.505,1.000,1.936,85.282
'[17:57:35.781]',0.320,0.420,0.520,1.000,1.881,84.403
'[17:57:35.789]',0.325,0.420,0.535,1.000,1.823,83.230
'[17:57:35.797]',0.335,0.425,0.525,1.000,1.772,82.009
'[17:57:35.805]',0.345,0.420,0.510,1.000,1.727,81.228
'[17:57:35.813]',0.330,0.405,0.495,1.000,1.680,80.788
'[17:57:35.821]',0.300,0.385,0.465,1.000,1.635,80.300
'[17:57:35.829]',0.275,0.375,0.450,1.000,1.595,79.616
'[17:57:35.837]',0.260,0.370,0.445,1.000,1.561,78.883
'[17:57:35.845]',0.245,0.365,0.435,1.000,1.534,78.199
'[17:57:35.853]',0.235,0.365,0.435,1.000,1.513,77.613
'[17:57:35.861]',0.220,0.365,0.435,1.000,1.500,77.174
'[17:57:35.869]',0.195,0.355,0.435,1.000,1.492,76.881
'[17:57:35.877]',0.195,0.340,0.430,1.000,1.488,76.636
'[17:57:35.885]',0.195,0.340,0.430,1.000,1.488,76.343
'[17:57:35.893]',0.195,0.350,0.430,1.000,1.490,76.099
'[17:57:35.901]',0.200,0.355,0.430,1.000,1.493,75.855
'[17:57:35.909]',0.215,0.370,0.455,1.000,1.495,75.660
'[17:57:35.917]',0.245,0.420,0.535,1.000,1.497,75.464
'[17:57:35.925]',0.285,0.515,0.685,1.000,1.497,75.366
'[17:57:35.933]',0.375,0.560,0.770,1.000,1.494,75.220
'[17:57:35.941]',0.555,0.470,0.580,1.000,1.490,75.073
'[17:57:35.949]',0.820,0.320,0.165,1.000,1.483,74.878
'[17:57:35.957]',0.940,0.125,-0.200,1.000,1.474,74.683
'[17:57:35.965]',0.690,-0.090,-0.366,1.000,1.462,74.487
'[17:57:35.973]',0.305,-0.151,-0.316,1.000,1.449,74.292
'[17:57:35.981]',0.115,0.010,-0.095,1.000,1.434,74.194
'[17:57:35.989]',0.105,0.200,0.170,1.000,1.418,74.048
'[17:57:35.997]',0.160,0.305,0.350,1.000,1.406,73.901
'[17:57:36.005]',0.170,0.340,0.430,1.000,1.395,73.852
'[17:57:36.013]',0.170,0.350,0.455,1.000,1.382,73.803
'[17:57:36.021]',0.175,0.370,0.470,1.000,1.368,73.803
'[17:57:36.029]',0.185,0.385,0.490,1.000,1.353,73.803
'[17:57:36.037]',0.190,0.385,0.500,1.000,1.338,73.803
'[17:57:36.045]',0.190,0.380,0.505,1.000,1.324,73.803
'[17:57:36.053]',0.185,0.380,0.515,1.000,1.308,73.803
'[17:57:36.061]',0.190,0.385,0.520,1.000,1.292,73.657
'[17:57:36.069]',0.195,0.395,0.515,1.000,1.277,73.559
'[17:57:36.077]',0.205,0.395,0.500,1.000,1.260,73.413
'[17:57:36.085]',0.205,0.395,0.495,1.000,1.242,73.315
'[17:57:36.093]',0.190,0.380,0.500,1.000,1.226,73.217
'[17:57:36.101]',0.195,0.375,0.515,1.000,1.213,73.168
'[17:57:36.109]',0.205,0.380,0.510,1.000,1.203,73.071
'[17:57:36.117]',0.190,0.375,0.500,0.987,1.191,72.924
'[17:57:36.125]',0.175,0.360,0.495,0.974,1.179,72.729
'[17:57:36.133]',0.185,0.360,0.485,0.957,1.167,72.533
'[17:57:36.141]',0.195,0.355,0.490,0.941,1.157,72.387
'[17:57:36.149]',0.200,0.360,0.495,0.923,1.150,72.094
'[17:57:36.157]',0.205,0.365,0.495,0.906,1.144,71.850
'[17:57:36.165]',0.220,0.370,0.490,0.889,1.139,71.605
'[17:57:36.173]',0.230,0.380,0.480,0.872,1.135,71.361
'[17:57:36.181]',0.225,0.380,0.470,0.857,1.131,71.117
'[17:57:36.189]',0.225,0.375,0.470,0.842,1.119,71.117
'[17:57:36.197]',0.235,0.380,0.480,0.829,1.106,71.605
'[17:57:36.205]',0.250,0.375,0.490,0.816,1.102,73.120
'[17:57:36.213]',0.260,0.365,0.490,0.803,1.100,76.490
'[17:57:36.221]',0.270,0.360,0.480,0.790,1.100,82.351
'[17:57:36.229]',0.275,0.345,0.465,0.778,1.101,90.606
'[17:57:36.237]',0.280,0.330,0.460,0.765,1.103,99.984
'[17:57:36.245]',0.285,0.320,0.460,0.753,1.105,108.678
'[17:57:36.253]',0.290,0.310,0.460,0.742,1.107,115.174
'[17:57:36.261]',0.280,0.300,0.460,0.732,1.109,118.740
'[17:57:36.269]',0.280,0.295,0.460,0.722,1.114,119.766
'[17:57:36.277]',0.290,0.305,0.465,0.710,1.122,119.424
'[17:57:36.285]',0.295,0.315,0.470,0.699,1.131,119.131
'[17:57:36.293]',0.280,0.320,0.465,0.687,1.142,119.228
'[17:57:36.301]',0.280,0.335,0.480,0.674,1.153,119.766
'[17:57:36.309]',0.275,0.355,0.495,0.660,1.166,120.352
'[17:57:36.317]',0.275,0.375,0.515,0.647,1.178,120.938
'[17:57:36.325]',0.275,0.400,0.520,0.632,1.188,121.475
'[17:57:36.333]',0.275,0.420,0.520,0.618,1.196,121.817
'[17:57:36.341]',0.270,0.440,0.520,0.605,1.204,121.915
'[17:57:36.349]',0.265,0.455,0.520,0.593,1.211,121.817
'[17:57:36.357]',0.255,0.465,0.515,0.582,1.216,121.622
'[17:57:36.365]',0.240,0.465,0.510,0.571,1.220,121.378
'[17:57:36.373]',0.235,0.455,0.500,0.559,1.222,121.133
'[17:57:36.381]',0.245,0.445,0.500,0.548,1.223,120.889
'[17:57:36.389]',0.270,0.445,0.505,0.537,1.222,120.547
'[17:57:36.397]',0.275,0.445,0.500,0.525,1.222,120.254
'[17:57:36.405]',0.270,0.440,0.485,0.515,1.220,119.863
'[17:57:36.413]',0.260,0.440,0.480,0.506,1.212,119.326
'[17:57:36.421]',0.255,0.430,0.475,0.497,1.201,118.593
'[17:57:36.429]',0.250,0.420,0.475,0.489,1.190,117.665
'[17:57:36.437]',0.255,0.420,0.480,0.482,1.183,116.640
'[17:57:36.445]',0.275,0.435,0.495,0.474,1.190,115.370
'[17:57:36.453]',0.285,0.440,0.500,0.467,1.222,114.002
'[17:57:36.461]',0.285,0.430,0.490,0.461,1.286,112.390
'[17:57:36.469]',0.290,0.425,0.490,0.454,1.390,110.485
'[17:57:36.477]',0.285,0.410,0.490,0.448,1.530,108.434
'[17:57:36.485]',0.280,0.400,0.480,0.441,1.698,106.041
'[17:57:36.493]',0.280,0.395,0.470,0.435,1.881,103.550
'[17:57:36.501]',0.270,0.375,0.465,0.430,2.041,101.058
'[17:57:36.509]',0.270,0.365,0.465,0.424,2.181,98.812
'[17:57:36.517]',0.270,0.365,0.465,0.419,2.320,97.053
'[17:57:36.525]',0.270,0.365,0.465,0.415,2.439,95.930
'[17:57:36.533]',0.270,0.365,0.465,0.410,2.533,94.855
'[17:57:36.541]',0.255,0.355,0.460,0.405,2.600,93.488
'[17:57:36.549]',0.255,0.340,0.450,0.400,2.642,92.169
'[17:57:36.557]',0.255,0.335,0.445,0.395,2.664,91.290
'[17:57:36.565]',0.260,0.310,0.435,0.390,2.669,90.655
'[17:57:36.573]',0.240,0.270,0.425,0.386,2.662,89.971
'[17:57:36.581]',0.235,0.260,0.420,0.382,2.646,89.434
'[17:57:36.589]',0.235,0.260,0.420,0.378,2.625,89.092
'[17:57:36.597]',0.225,0.255,0.425,0.373,2.599,88.847
'[17:57:36.605]',0.215,0.255,0.425,0.368,2.573,88.603
'[17:57:36.613]',0.215,0.265,0.425,0.363,2.545,88.408
'[17:57:36.621]',0.225,0.280,0.430,0.358,2.518,88.310
'[17:57:36.629]',0.235,0.305,0.430,0.354,2.490,88.164
'[17:57:36.637]',0.250,0.325,0.435,0.349,2.461,87.968
'[17:57:36.645]',0.240,0.340,0.430,0.346,2.434,87.822
'[17:57:36.653]',0.240,0.350,0.435,0.343,2.407,87.675
'[17:57:36.661]',0.250,0.370,0.440,0.341,2.379,87.431
'[17:57:36.669]',0.265,0.390,0.450,0.339,2.352,87.187
'[17:57:36.677]',0.275,0.400,0.450,0.338,2.324,86.943
'[17:57:36.685]',0.270,0.400,0.450,0.337,2.294,86.601
'[17:57:36.693]',0.270,0.400,0.455,0.337,2.264,86.308
'[17:57:36.701]',0.275,0.405,0.450,0.337,2.234,85.868
'[17:57:36.709]',0.260,0.400,0.445,0.339,2.203,85.233
'[17:57:36.717]',0.250,0.390,0.445,0.340,2.168,84.500
'[17:57:36.725]',0.255,0.390,0.450,0.342,2.128,83.719
'[17:57:36.733]',0.270,0.395,0.460,0.343,2.084,83.279
'[17:57:36.741]',0.260,0.385,0.465,0.345,2.036,83.035
'[17:57:36.749]',0.275,0.395,0.485,0.347,1.985,82.742
'[17:57:36.757]',0.315,0.420,0.510,0.349,1.932,82.351
'[17:57:36.765]',0.330,0.425,0.520,0.351,1.876,81.912
'[17:57:36.773]',0.325,0.410,0.515,0.354,1.821,81.423
'[17:57:36.781]',0.335,0.410,0.500,0.357,1.767,80.788
'[17:57:36.789]',0.340,0.405,0.480,0.359,1.717,80.251
'[17:57:36.797]',0.310,0.395,0.465,0.361,1.674,79.811
'[17:57:36.805]',0.290,0.380,0.450,0.362,1.640,79.323
'[17:57:36.813]',0.270,0.370,0.435,0.364,1.607,78.883
'[17:57:36.821]',0.250,0.360,0.430,0.365,1.578,78.444
'[17:57:36.829]',0.235,0.360,0.425,0.367,1.555,77.906
'[17:57:36.837]',0.215,0.355,0.410,0.368,1.540,77.369
'[17:57:36.845]',0.200,0.345,0.395,0.370,1.530,76.783
'[17:57:36.853]',0.190,0.340,0.390,0.371,1.525,76.099
'[17:57:36.861]',0.190,0.345,0.400,0.372,1.523,75.562
'[17:57:36.869]',0.190,0.355,0.410,0.373,1.525,74.976
'[17:57:36.877]',0.195,0.360,0.425,0.374,1.528,74.683
'[17:57:36.885]',0.210,0.365,0.430,0.374,1.532,74.536
'[17:57:36.893]',0.230,0.400,0.480,0.374,1.535,74.341
'[17:57:36.901]',0.275,0.495,0.610,0.374,1.538,74.243
'[17:57:36.909]',0.330,0.555,0.740,0.375,1.540,74.097
'[17:57:36.917]',0.455,0.495,0.635,0.374,1.540,73.999
'[17:57:36.925]',0.710,0.345,0.285,0.374,1.537,73.803
'[17:57:36.933]',0.900,0.155,-0.106,0.372,1.532,73.559
'[17:57:36.941]',0.755,-0.070,-0.336,0.371,1.525,73.315
'[17:57:36.949]',0.370,-0.175,-0.370,0.370,1.516,73.071
'[17:57:36.957]',0.125,-0.050,-0.171,0.368,1.505,72.729
'[17:57:36.965]',0.095,0.155,0.085,0.366,1.493,72.533
'[17:57:36.973]',0.150,0.300,0.290,0.365,1.479,72.387
'[17:57:36.981]',0.190,0.360,0.410,0.363,1.464,72.094
'[17:57:36.989]',0.195,0.375,0.455,0.361,1.448,71.947
'[17:57:36.997]',0.175,0.375,0.470,0.358,1.434,71.801
'[17:57:37.005]',0.175,0.380,0.475,0.356,1.420,71.654
'[17:57:37.013]',0.180,0.385,0.490,0.352,1.404,71.557
'[17:57:37.021]',0.185,0.380,0.495,0.349,1.386,71.410
'[17:57:37.029]',0.195,0.385,0.495,0.344,1.367,71.312
'[17:57:37.037]',0.205,0.395,0.495,0.340,1.347,71.215
'[17:57:37.045]',0.210,0.400,0.505,0.336,1.327,71.117
'[17:57:37.053]',0.205,0.400,0.500,0.332,1.308,71.068
'[17:57:37.061]',0.195,0.395,0.495,0.328,1.288,70.970
'[17:57:37.069]',0.200,0.395,0.500,0.324,1.270,70.970
'[17:57:37.077]',0.210,0.400,0.500,0.319,1.252,70.922
'[17:57:37.085]',0.215,0.405,0.495,0.315,1.236,70.824
'[17:57:37.093]',0.215,0.400,0.495,0.309,1.221,70.677
'[17:57:37.101]',0.210,0.395,0.490,0.304,1.210,70.531
'[17:57:37.109]',0.210,0.395,0.490,0.299,1.202,70.433
'[17:57:37.117]',0.220,0.400,0.490,0.294,1.193,70.287
'[17:57:37.125]',0.225,0.400,0.495,0.289,1.184,70.091
'[17:57:37.133]',0.225,0.395,0.480,0.284,1.176,69.847
'[17:57:37.141]',0.230,0.390,0.480,0.280,1.169,69.652
'[17:57:37.149]',0.240,0.390,0.485,0.276,1.164,69.407
'[17:57:37.157]',0.245,0.375,0.485,0.273,1.160,69.261
'[17:57:37.165]',0.240,0.370,0.480,0.270,1.158,69.114
'[17:57:37.173]',0.245,0.370,0.480,0.269,1.158,69.407
'[17:57:37.181]',0.250,0.360,0.470,0.268,1.159,70.433
'[17:57:37.189]',0.255,0.345,0.455,0.269,1.160,72.729
'[17:57:37.197]',0.270,0.335,0.450,0.270,1.163,77.174
'[17:57:37.205]',0.280,0.330,0.465,0.272,1.167,83.914
'[17:57:37.213]',0.285,0.315,0.470,0.275,1.169,92.218
'[17:57:37.221]',0.275,0.295,0.470,0.278,1.170,100.863
'[17:57:37.229]',0.270,0.275,0.465,0.280,1.171,108.190
'[17:57:37.237]',0.260,0.270,0.465,0.286,1.173,113.172
'[17:57:37.245]',0.260,0.265,0.455,0.291,1.174,115.565
'[17:57:37.253]',0.260,0.265,0.450,0.299,1.175,115.858
'[17:57:37.261]',0.265,0.265,0.445,0.307,1.177,115.467
'[17:57:37.269]',0.260,0.275,0.450,0.316,1.181,115.321
'[17:57:37.277]',0.270,0.300,0.465,0.325,1.184,115.565
'[17:57:37.285]',0.275,0.320,0.475,0.335,1.187,116.054
'[17:57:37.293]',0.270,0.335,0.480,0.345,1.190,116.542
'[17:57:37.301]',0.265,0.355,0.490,0.355,1.195,117.128
'[17:57:37.309]',0.270,0.375,0.480,0.365,1.201,117.470
'[17:57:37.317]',0.275,0.395,0.480,0.376,1.207,117.568
'[17:57:37.325]',0.290,0.410,0.490,0.386,1.211,117.421
'[17:57:37.333]',0.285,0.410,0.480,0.399,1.214,117.177
'[17:57:37.341]',0.275,0.410,0.470,0.412,1.217,116.933
'[17:57:37.349]',0.260,0.410,0.465,0.427,1.220,116.737
'[17:57:37.357]',0.260,0.415,0.475,0.442,1.221,116.640
'[17:57:37.365]',0.265,0.425,0.480,0.457,1.221,116.347
