'Time','II','AVR','V','RESP','PLETH','ABP','PAP','CVP'
'[01:23:24.112]',0.245,0.750,0.370,0.271,1.066,90.801,30.557,6.994
'[01:23:24.120]',0.245,0.740,0.370,0.276,1.060,88.847,29.687,6.994
'[01:23:24.128]',0.250,0.735,0.365,0.281,1.050,87.040,28.749,7.180
'[01:23:24.136]',0.255,0.725,0.360,0.287,1.037,85.233,27.685,7.434
'[01:23:24.144]',0.260,0.725,0.360,0.294,1.022,83.572,26.376,7.620
'[01:23:24.152]',0.255,0.720,0.360,0.301,1.012,81.863,25.057,7.747
'[01:23:24.160]',0.250,0.725,0.355,0.309,1.012,80.251,23.875,7.747
'[01:23:24.168]',0.255,0.725,0.360,0.317,1.026,78.541,22.996,7.747
'[01:23:24.176]',0.260,0.725,0.365,0.326,1.071,76.978,22.624,7.747
'[01:23:24.184]',0.270,0.730,0.380,0.334,1.163,75.611,22.683,7.874
'[01:23:24.192]',0.285,0.735,0.400,0.343,1.310,74.536,22.937,7.932
'[01:23:24.200]',0.300,0.745,0.420,0.352,1.513,73.803,23.064,8.059
'[01:23:24.208]',0.310,0.755,0.440,0.362,1.764,73.315,23.064,8.118
'[01:23:24.216]',0.315,0.770,0.460,0.372,2.050,72.973,22.937,8.186
'[01:23:24.224]',0.330,0.785,0.475,0.382,2.347,72.729,22.751,8.245
'[01:23:24.232]',0.335,0.795,0.485,0.392,2.634,72.680,22.683,8.313
'[01:23:24.240]',0.320,0.805,0.475,0.403,2.894,72.631,22.683,8.372
'[01:23:24.248]',0.330,0.785,0.465,0.413,3.092,72.631,22.937,8.372
'[01:23:24.256]',0.315,0.830,0.480,0.424,3.239,72.631,23.250,8.372
'[01:23:24.264]',0.290,0.885,0.490,0.433,3.369,72.533,23.807,8.245
'[01:23:24.272]',0.285,0.925,0.505,0.443,3.469,72.436,24.373,8.118
'[01:23:24.280]',0.265,0.956,0.510,0.451,3.537,72.192,24.940,8.001
'[01:23:24.288]',0.240,0.965,0.505,0.460,3.574,71.850,25.252,7.874
'[01:23:24.296]',0.230,0.976,0.510,0.468,3.584,71.557,25.252,7.747
'[01:23:24.304]',0.230,0.970,0.505,0.476,3.570,71.215,24.940,7.561
'[01:23:24.312]',0.225,0.970,0.505,0.485,3.539,70.922,24.432,7.434
'[01:23:24.320]',0.225,0.976,0.510,0.493,3.492,70.677,23.933,7.248
'[01:23:24.328]',0.230,0.965,0.505,0.501,3.432,70.433,23.435,7.121
'[01:23:24.336]',0.235,0.960,0.510,0.508,3.362,70.091,23.123,7.063
'[01:23:24.344]',0.230,0.960,0.510,0.516,3.284,69.798,22.810,6.994
'[01:23:24.352]',0.235,0.956,0.510,0.523,3.207,69.505,22.312,7.063
'[01:23:24.360]',0.225,0.950,0.515,0.530,3.129,69.066,21.501,7.121
'[01:23:24.368]',0.240,0.930,0.550,0.538,3.044,68.528,20.495,7.248
'[01:23:24.376]',0.275,0.840,0.570,0.545,2.954,68.089,19.440,7.307
'[01:23:24.384]',0.370,0.655,0.640,0.553,2.862,67.600,18.688,7.307
'[01:23:24.392]',0.580,0.390,0.730,0.561,2.769,67.112,18.189,7.434
'[01:23:24.400]',0.700,0.170,0.535,0.569,2.674,66.721,17.994,7.561
'[01:23:24.408]',0.670,0.345,0.285,0.577,2.581,66.379,18.248,7.805
'[01:23:24.416]',0.625,0.780,0.380,0.586,2.489,66.037,18.932,8.059
'[01:23:24.424]',0.485,0.956,0.440,0.593,2.401,65.744,19.997,8.313
'[01:23:24.432]',0.370,0.960,0.465,0.600,2.318,65.549,21.306,8.684
'[01:23:24.440]',0.275,0.940,0.495,0.607,2.241,65.305,22.497,9.056
'[01:23:24.448]',0.240,0.945,0.510,0.614,2.179,65.012,23.308,9.437
'[01:23:24.456]',0.225,0.935,0.515,0.622,2.126,64.718,23.494,9.808
'[01:23:24.464]',0.220,0.940,0.520,0.630,2.077,64.474,23.377,9.993
'[01:23:24.472]',0.225,0.930,0.525,0.638,2.033,64.279,22.996,9.993
'[01:23:24.480]',0.230,0.925,0.520,0.647,1.995,64.181,22.439,9.808
'[01:23:24.488]',0.230,0.915,0.525,0.655,1.963,64.132,21.745,9.564
'[01:23:24.496]',0.240,0.915,0.530,0.663,1.935,64.035,21.120,9.310
'[01:23:24.504]',0.245,0.905,0.535,0.671,1.912,63.986,20.622,8.997
'[01:23:24.512]',0.245,0.910,0.540,0.679,1.891,63.937,20.378,8.626
'[01:23:24.520]',0.255,0.910,0.550,0.688,1.873,63.742,20.690,8.245
'[01:23:24.528]',0.260,0.915,0.560,0.696,1.855,63.497,21.433,7.932
'[01:23:24.536]',0.270,0.900,0.560,0.705,1.838,63.253,22.439,7.688
'[01:23:24.544]',0.270,0.880,0.560,0.714,1.820,63.009,23.064,7.493
'[01:23:24.552]',0.285,0.855,0.555,0.724,1.804,62.716,22.810,7.375
'[01:23:24.560]',0.295,0.840,0.555,0.734,1.788,62.569,21.872,7.248
'[01:23:24.568]',0.295,0.830,0.555,0.743,1.770,62.374,20.876,7.248
'[01:23:24.576]',0.300,0.815,0.555,0.753,1.751,62.227,20.563,7.307
'[01:23:24.584]',0.305,0.800,0.555,0.763,1.730,62.032,20.876,7.375
'[01:23:24.592]',0.315,0.780,0.555,0.772,1.709,61.885,21.618,7.434
'[01:23:24.600]',0.325,0.770,0.560,0.781,1.686,61.690,22.439,7.434
'[01:23:24.608]',0.325,0.760,0.555,0.790,1.664,61.348,23.250,7.493
'[01:23:24.616]',0.330,0.740,0.555,0.799,1.641,61.055,24.246,7.493
'[01:23:24.624]',0.330,0.725,0.550,0.809,1.618,60.616,25.565,7.375
'[01:23:24.632]',0.335,0.710,0.555,0.819,1.594,60.322,27.245,7.248
'[01:23:24.640]',0.330,0.700,0.555,0.830,1.572,60.176,29.375,6.936
'[01:23:24.648]',0.340,0.695,0.555,0.839,1.554,60.811,31.563,6.623
'[01:23:24.656]',0.350,0.680,0.555,0.849,1.539,62.716,33.624,6.369
'[01:23:24.664]',0.355,0.680,0.555,0.858,1.522,66.623,35.314,6.125
'[01:23:24.672]',0.355,0.685,0.555,0.867,1.504,72.436,36.565,5.930
'[01:23:24.680]',0.365,0.700,0.555,0.877,1.489,79.323,37.004,5.812
'[01:23:24.688]',0.365,0.725,0.560,0.887,1.474,86.063,37.004,5.744
'[01:23:24.696]',0.360,0.750,0.570,0.897,1.461,91.925,37.004,5.744
'[01:23:24.704]',0.360,0.770,0.575,0.908,1.452,96.662,37.004,5.812
'[01:23:24.712]',0.360,0.795,0.575,0.918,1.444,100.472,36.692,5.871
'[01:23:24.720]',0.345,0.810,0.575,0.928,1.438,103.452,35.939,5.998
'[01:23:24.728]',0.340,0.820,0.575,0.937,1.434,105.747,35.060,6.125
'[01:23:24.736]',0.345,0.825,0.570,0.947,1.431,107.506,34.064,6.438
'[01:23:24.744]',0.345,0.830,0.565,0.955,1.431,108.874,33.253,6.682
'[01:23:24.752]',0.340,0.825,0.560,0.963,1.432,109.850,32.745,6.994
'[01:23:24.760]',0.340,0.825,0.560,0.969,1.432,110.485,32.374,7.180
'[01:23:24.768]',0.340,0.825,0.560,0.975,1.430,110.632,32.188,7.307
'[01:23:24.776]',0.340,0.825,0.560,0.978,1.428,110.095,32.003,7.434
'[01:23:24.784]',0.340,0.825,0.565,0.982,1.424,109.118,31.876,7.561
'[01:23:24.792]',0.340,0.820,0.565,0.984,1.420,107.750,31.749,7.747
'[01:23:24.800]',0.340,0.820,0.570,0.986,1.415,106.187,31.622,7.805
'[01:23:24.808]',0.340,0.820,0.565,0.986,1.410,104.575,31.436,7.805
'[01:23:24.816]',0.340,0.820,0.565,0.986,1.404,103.012,31.250,7.747
'[01:23:24.824]',0.350,0.815,0.560,0.985,1.398,101.449,30.938,7.688
'[01:23:24.832]',0.345,0.810,0.560,0.983,1.390,99.984,30.498,7.561
'[01:23:24.840]',0.345,0.805,0.555,0.979,1.381,98.616,29.932,7.561
'[01:23:24.848]',0.345,0.805,0.555,0.975,1.372,97.297,29.306,7.493
'[01:23:24.856]',0.350,0.795,0.545,0.970,1.363,96.076,28.564,7.561
'[01:23:24.864]',0.340,0.800,0.545,0.964,1.348,94.855,27.753,7.561
'[01:23:24.872]',0.340,0.800,0.550,0.957,1.332,93.732,26.933,7.561
'[01:23:24.880]',0.340,0.800,0.550,0.949,1.325,92.608,26.249,7.620
'[01:23:24.888]',0.340,0.795,0.545,0.940,1.335,91.290,25.750,7.688
'[01:23:24.896]',0.345,0.790,0.555,0.932,1.375,89.824,25.438,7.747
'[01:23:24.904]',0.365,0.775,0.555,0.924,1.456,88.115,24.998,7.874
'[01:23:24.912]',0.380,0.770,0.570,0.915,1.580,86.161,24.432,7.932
'[01:23:24.920]',0.390,0.765,0.575,0.907,1.746,84.256,23.933,8.001
'[01:23:24.928]',0.390,0.760,0.580,0.899,1.945,82.449,23.494,8.118
'[01:23:24.936]',0.405,0.750,0.585,0.891,2.163,80.788,23.308,8.186
'[01:23:24.944]',0.410,0.755,0.590,0.882,2.355,79.567,23.435,8.313
'[01:23:24.952]',0.390,0.755,0.570,0.873,2.524,78.541,23.748,8.372
'[01:23:24.960]',0.390,0.755,0.565,0.864,2.699,77.858,24.187,8.430
'[01:23:24.968]',0.365,0.765,0.540,0.857,2.858,77.223,24.744,8.372
'[01:23:24.976]',0.340,0.775,0.520,0.849,2.991,76.685,25.252,8.313
'[01:23:24.984]',0.330,0.795,0.520,0.842,3.096,76.099,25.565,8.245
'[01:23:24.992]',0.315,0.800,0.515,0.835,3.171,75.660,25.623,8.186
'[01:23:25.000]',0.295,0.820,0.505,0.828,3.220,75.220,25.438,8.059
'[01:23:25.008]',0.280,0.830,0.495,0.820,3.245,74.927,25.057,7.932
'[01:23:25.016]',0.280,0.825,0.495,0.813,3.251,74.634,24.559,7.874
'[01:23:25.024]',0.280,0.820,0.490,0.805,3.239,74.292,24.002,7.747
'[01:23:25.032]',0.275,0.825,0.495,0.797,3.214,74.048,23.377,7.688
'[01:23:25.040]',0.270,0.830,0.500,0.790,3.178,73.803,22.869,7.688
'[01:23:25.048]',0.275,0.835,0.510,0.782,3.134,73.608,22.497,7.747
'[01:23:25.056]',0.280,0.845,0.515,0.774,3.086,73.364,22.126,7.747
'[01:23:25.064]',0.275,0.855,0.525,0.767,3.032,73.120,21.687,7.805
'[01:23:25.072]',0.275,0.860,0.530,0.759,2.976,72.778,21.061,7.874
'[01:23:25.080]',0.295,0.840,0.555,0.752,2.917,72.436,20.182,7.874
'[01:23:25.088]',0.315,0.760,0.565,0.745,2.856,72.045,19.371,7.932
'[01:23:25.096]',0.405,0.550,0.640,0.738,2.795,71.654,18.746,8.001
'[01:23:25.104]',0.610,0.265,0.745,0.731,2.732,71.312,18.434,8.001
'[01:23:25.112]',0.735,0.020,0.545,0.723,2.670,70.873,18.307,8.118
'[01:23:25.120]',0.695,0.215,0.265,0.716,2.605,70.433,18.375,8.245
'[01:23:25.128]',0.645,0.670,0.350,0.709,2.540,69.994,18.561,8.430
'[01:23:25.136]',0.515,0.875,0.435,0.702,2.472,69.554,18.932,8.684
'[01:23:25.144]',0.390,0.891,0.475,0.696,2.409,69.163,19.557,8.870
'[01:23:25.152]',0.315,0.885,0.510,0.690,2.347,68.724,20.251,8.997
'[01:23:25.160]',0.265,0.891,0.525,0.684,2.278,68.284,20.690,8.997
'[01:23:25.168]',0.250,0.900,0.530,0.678,2.205,67.844,20.807,8.997
'[01:23:25.176]',0.245,0.895,0.535,0.671,2.131,67.405,20.749,8.938
'[01:23:25.184]',0.245,0.891,0.535,0.664,2.058,67.112,20.436,8.870
'[01:23:25.192]',0.255,0.885,0.530,0.657,1.987,66.819,19.938,8.743
'[01:23:25.200]',0.250,0.880,0.530,0.650,1.921,66.526,19.244,8.430
'[01:23:25.208]',0.260,0.870,0.535,0.643,1.860,66.281,18.619,8.001
'[01:23:25.216]',0.260,0.875,0.535,0.635,1.805,65.988,18.121,7.434
'[01:23:25.224]',0.260,0.870,0.535,0.628,1.757,65.598,17.994,6.994
'[01:23:25.232]',0.265,0.865,0.535,0.622,1.715,65.256,18.189,6.555
'[01:23:25.240]',0.270,0.855,0.540,0.615,1.679,64.816,18.815,6.242
'[01:23:25.248]',0.270,0.850,0.535,0.608,1.652,64.425,19.752,5.998
'[01:23:25.256]',0.275,0.845,0.535,0.601,1.630,63.986,20.495,5.744
'[01:23:25.264]',0.285,0.840,0.535,0.594,1.611,63.595,20.622,5.558
'[01:23:25.272]',0.290,0.825,0.535,0.587,1.592,63.253,19.938,5.373
'[01:23:25.280]',0.290,0.825,0.535,0.580,1.577,62.862,18.815,5.187
'[01:23:25.288]',0.295,0.805,0.530,0.574,1.562,62.569,17.877,5.060
'[01:23:25.296]',0.300,0.795,0.530,0.568,1.549,62.227,17.369,4.933
'[01:23:25.304]',0.295,0.780,0.535,0.562,1.537,61.934,17.183,4.875
'[01:23:25.312]',0.310,0.770,0.530,0.557,1.523,61.592,17.125,4.806
'[01:23:25.320]',0.305,0.755,0.535,0.550,1.510,61.299,17.125,4.748
'[01:23:25.328]',0.305,0.745,0.535,0.545,1.497,60.909,17.437,4.621
'[01:23:25.336]',0.310,0.730,0.525,0.538,1.483,60.469,18.248,4.494
'[01:23:25.344]',0.315,0.725,0.530,0.532,1.471,60.176,19.557,4.308
'[01:23:25.352]',0.315,0.720,0.530,0.526,1.459,60.127,21.374,4.064
'[01:23:25.360]',0.315,0.715,0.530,0.519,1.445,60.811,23.377,3.868
'[01:23:25.368]',0.320,0.715,0.535,0.513,1.427,62.716,25.438,3.751
'[01:23:25.376]',0.315,0.715,0.535,0.507,1.408,66.623,27.186,3.683
'[01:23:25.384]',0.320,0.725,0.540,0.502,1.387,72.387,28.496,3.751
'[01:23:25.392]',0.325,0.735,0.545,0.497,1.367,79.030,29.306,3.810
'[01:23:25.400]',0.320,0.760,0.555,0.492,1.345,85.477,29.746,3.937
'[01:23:25.408]',0.325,0.790,0.555,0.487,1.325,90.997,29.873,4.064
'[01:23:25.416]',0.320,0.815,0.555,0.481,1.305,95.539,29.873,4.181
'[01:23:25.424]',0.320,0.840,0.555,0.476,1.287,99.251,29.746,4.308
'[01:23:25.432]',0.315,0.860,0.555,0.470,1.272,102.182,29.560,4.494
'[01:23:25.440]',0.305,0.870,0.550,0.464,1.257,104.575,29.248,4.748
'[01:23:25.448]',0.295,0.891,0.550,0.459,1.247,106.431,29.003,5.060
'[01:23:25.456]',0.295,0.891,0.545,0.454,1.239,107.945,28.808,5.373
'[01:23:25.464]',0.295,0.891,0.545,0.449,1.230,109.069,28.691,5.685
'[01:23:25.472]',0.295,0.891,0.545,0.444,1.218,109.753,28.496,5.998
'[01:23:25.480]',0.295,0.891,0.540,0.437,1.206,110.046,28.251,6.311
'[01:23:25.488]',0.285,0.891,0.545,0.430,1.194,109.753,27.870,6.555
'[01:23:25.496]',0.290,0.885,0.535,0.423,1.182,108.922,27.558,6.682
'[01:23:25.504]',0.295,0.885,0.535,0.415,1.169,107.750,27.313,6.867
'[01:23:25.512]',0.295,0.885,0.535,0.406,1.157,106.285,27.001,6.936
'[01:23:25.520]',0.285,0.880,0.535,0.398,1.146,104.722,26.747,6.994
'[01:23:25.528]',0.285,0.885,0.535,0.389,1.135,103.256,26.376,7.063
'[01:23:25.536]',0.285,0.885,0.535,0.380,1.124,101.693,25.936,7.121
'[01:23:25.544]',0.290,0.891,0.535,0.372,1.117,100.179,25.252,7.180
'[01:23:25.552]',0.295,0.880,0.530,0.364,1.111,98.763,24.432,7.180
'[01:23:25.560]',0.295,0.875,0.525,0.357,1.101,97.297,23.494,7.180
'[01:23:25.568]',0.290,0.885,0.530,0.350,1.087,95.930,22.624,7.121
'[01:23:25.576]',0.280,0.885,0.520,0.343,1.070,94.611,21.999,7.121
'[01:23:25.584]',0.285,0.891,0.520,0.336,1.057,93.292,21.618,7.180
'[01:23:25.592]',0.280,0.885,0.515,0.330,1.054,91.925,21.433,7.180
'[01:23:25.600]',0.275,0.891,0.515,0.323,1.070,90.410,21.120,7.180
'[01:23:25.608]',0.285,0.885,0.515,0.319,1.117,88.750,20.690,7.180
'[01:23:25.616]',0.295,0.880,0.520,0.314,1.203,86.943,20.124,7.180
'[01:23:25.624]',0.310,0.870,0.530,0.310,1.334,85.038,19.557,7.180
'[01:23:25.632]',0.320,0.865,0.535,0.306,1.505,83.182,19.186,7.180
'[01:23:25.640]',0.325,0.865,0.535,0.303,1.708,81.472,19.059,7.121
'[01:23:25.648]',0.330,0.865,0.550,0.300,1.897,80.007,19.440,7.121
'[01:23:25.656]',0.340,0.860,0.550,0.298,2.077,78.883,20.309,7.121
'[01:23:25.664]',0.335,0.855,0.555,0.295,2.274,77.906,21.433,7.063
'[01:23:25.672]',0.325,0.855,0.535,0.293,2.461,77.174,22.497,6.994
'[01:23:25.680]',0.325,0.855,0.520,0.292,2.629,76.441,23.250,6.936
'[01:23:25.688]',0.310,0.855,0.490,0.290,2.767,75.806,23.621,6.809
'[01:23:25.696]',0.290,0.870,0.485,0.289,2.876,75.220,23.494,6.682
'[01:23:25.704]',0.275,0.891,0.480,0.288,2.956,74.780,23.064,6.555
'[01:23:25.712]',0.260,0.910,0.475,0.287,3.010,74.438,22.312,6.438
'[01:23:25.720]',0.235,0.925,0.465,0.286,3.041,74.048,21.433,6.369
'[01:23:25.728]',0.220,0.925,0.460,0.285,3.053,73.657,20.563,6.311
'[01:23:25.736]',0.220,0.930,0.460,0.283,3.048,73.364,19.811,6.242
'[01:23:25.744]',0.215,0.925,0.455,0.281,3.029,73.071,19.186,6.184
'[01:23:25.752]',0.220,0.925,0.455,0.279,3.001,72.729,18.688,6.125
'[01:23:25.760]',0.215,0.920,0.460,0.277,2.966,72.485,18.434,6.057
'[01:23:25.768]',0.210,0.925,0.460,0.274,2.924,72.192,18.375,6.125
'[01:23:25.776]',0.220,0.915,0.450,0.272,2.876,71.947,18.434,6.242
'[01:23:25.784]',0.225,0.915,0.450,0.271,2.824,71.605,18.434,6.438
'[01:23:25.792]',0.205,0.915,0.465,0.269,2.770,71.312,18.248,6.623
'[01:23:25.800]',0.230,0.900,0.495,0.268,2.715,70.970,17.808,6.867
'[01:23:25.808]',0.260,0.810,0.505,0.266,2.657,70.629,17.310,7.063
'[01:23:25.816]',0.355,0.600,0.565,0.264,2.597,70.189,16.744,7.307
'[01:23:25.824]',0.540,0.305,0.625,0.262,2.536,69.798,16.245,7.493
'[01:23:25.832]',0.620,0.070,0.360,0.260,2.472,69.407,16.001,7.688
'[01:23:25.840]',0.575,0.305,0.150,0.258,2.406,68.968,16.060,7.932
'[01:23:25.848]',0.545,0.800,0.310,0.256,2.343,68.626,16.314,8.186
'[01:23:25.856]',0.420,0.965,0.385,0.254,2.282,68.235,16.685,8.430
'[01:23:25.864]',0.320,0.956,0.415,0.252,2.213,67.844,17.183,8.684
'[01:23:25.872]',0.245,0.950,0.445,0.251,2.140,67.551,17.681,8.743
'[01:23:25.880]',0.205,0.960,0.460,0.249,2.065,67.258,18.121,8.743
'[01:23:25.888]',0.185,0.965,0.460,0.248,1.989,66.965,18.189,8.626
'[01:23:25.896]',0.190,0.965,0.465,0.247,1.916,66.721,17.994,8.430
'[01:23:25.904]',0.200,0.956,0.465,0.247,1.846,66.428,17.564,8.313
'[01:23:25.912]',0.200,0.956,0.465,0.246,1.781,66.184,17.125,8.059
'[01:23:25.920]',0.200,0.950,0.465,0.245,1.721,65.940,16.558,7.688
'[01:23:25.928]',0.200,0.945,0.465,0.245,1.669,65.598,16.001,7.248
'[01:23:25.936]',0.200,0.940,0.470,0.244,1.622,65.305,15.620,6.809
'[01:23:25.944]',0.200,0.935,0.470,0.244,1.586,64.914,15.493,6.369
'[01:23:25.952]',0.200,0.940,0.470,0.244,1.556,64.621,15.806,5.998
'[01:23:25.960]',0.205,0.930,0.470,0.244,1.528,64.279,16.558,5.617
'[01:23:25.968]',0.215,0.915,0.470,0.243,1.501,64.035,17.496,5.304
'[01:23:25.976]',0.215,0.910,0.470,0.243,1.479,63.595,18.121,5.002
'[01:23:25.984]',0.220,0.905,0.470,0.243,1.459,63.107,18.062,4.806
'[01:23:25.992]',0.220,0.895,0.465,0.243,1.442,62.814,17.310,4.621
'[01:23:26.000]',0.225,0.885,0.465,0.243,1.427,62.569,16.431,4.494
'[01:23:26.008]',0.235,0.865,0.460,0.243,1.413,62.276,15.874,4.376
'[01:23:26.016]',0.240,0.855,0.460,0.243,1.401,61.934,15.620,4.376
'[01:23:26.024]',0.245,0.845,0.460,0.243,1.388,61.592,15.747,4.308
'[01:23:26.032]',0.245,0.830,0.460,0.243,1.375,61.251,15.933,4.376
'[01:23:26.040]',0.250,0.815,0.460,0.243,1.363,60.909,16.187,4.376
'[01:23:26.048]',0.245,0.805,0.460,0.243,1.354,60.567,16.685,4.308
'[01:23:26.056]',0.255,0.785,0.455,0.243,1.346,60.127,17.681,4.181
'[01:23:26.064]',0.250,0.775,0.460,0.243,1.335,59.785,19.127,3.995
'[01:23:26.072]',0.245,0.775,0.460,0.243,1.323,59.736,20.807,3.868
'[01:23:26.080]',0.245,0.780,0.455,0.243,1.309,60.225,22.624,3.751
'[01:23:26.088]',0.250,0.770,0.450,0.243,1.280,61.934,24.373,3.683
'[01:23:26.096]',0.255,0.760,0.455,0.243,1.243,65.402,25.936,3.751
'[01:23:26.104]',0.270,0.770,0.460,0.243,1.221,70.726,27.128,3.868
'[01:23:26.112]',0.270,0.790,0.465,0.243,1.205,77.027,27.939,3.937
'[01:23:26.120]',0.265,0.815,0.475,0.243,1.194,83.230,28.378,3.995
'[01:23:26.128]',0.260,0.845,0.485,0.243,1.184,88.701,28.564,4.122
'[01:23:26.136]',0.255,0.875,0.485,0.242,1.175,93.195,28.623,4.181
'[01:23:26.144]',0.245,0.900,0.485,0.241,1.170,96.809,28.623,4.249
'[01:23:26.152]',0.250,0.915,0.485,0.239,1.167,99.789,28.564,4.376
'[01:23:26.160]',0.245,0.925,0.485,0.237,1.162,102.231,28.496,4.494
'[01:23:26.168]',0.240,0.935,0.480,0.235,1.157,104.136,28.310,4.621
'[01:23:26.176]',0.230,0.940,0.475,0.233,1.153,105.552,27.939,4.875
'[01:23:26.184]',0.230,0.940,0.480,0.230,1.149,106.822,27.558,5.119
'[01:23:26.192]',0.230,0.935,0.470,0.227,1.144,107.604,27.128,5.373
'[01:23:26.200]',0.230,0.940,0.475,0.224,1.138,107.994,26.815,5.617
'[01:23:26.208]',0.230,0.935,0.470,0.221,1.132,107.799,26.688,5.812
'[01:23:26.216]',0.230,0.935,0.470,0.217,1.124,107.115,26.620,6.057
'[01:23:26.224]',0.225,0.935,0.465,0.214,1.116,105.992,26.747,6.242
'[01:23:26.232]',0.230,0.940,0.465,0.209,1.109,104.478,26.815,6.369
'[01:23:26.240]',0.230,0.935,0.460,0.205,1.101,102.915,26.815,6.496
'[01:23:26.248]',0.235,0.935,0.460,0.201,1.096,101.449,26.688,6.555
'[01:23:26.256]',0.230,0.935,0.460,0.198,1.092,99.935,26.376,6.555
'[01:23:26.264]',0.230,0.940,0.460,0.195,1.086,98.372,25.877,6.623
'[01:23:26.272]',0.225,0.940,0.455,0.192,1.078,96.858,25.184,6.623
'[01:23:26.280]',0.230,0.935,0.455,0.189,1.068,95.441,24.246,6.623
'[01:23:26.288]',0.240,0.930,0.455,0.187,1.056,94.074,23.181,6.682
'[01:23:26.296]',0.225,0.935,0.460,0.184,1.042,92.657,22.058,6.682
'[01:23:26.304]',0.225,0.915,0.470,0.182,1.030,91.290,21.247,6.750
'[01:23:26.312]',0.235,0.915,0.485,0.181,1.025,89.873,20.690,6.809
'[01:23:26.320]',0.250,0.900,0.500,0.179,1.034,88.310,20.251,6.867
'[01:23:26.328]',0.280,0.891,0.515,0.178,1.065,86.552,19.752,6.867
'[01:23:26.336]',0.315,0.880,0.550,0.178,1.127,84.696,19.244,6.936
'[01:23:26.344]',0.360,0.885,0.645,0.177,1.203,82.840,18.746,6.936
'[01:23:26.352]',0.480,0.880,0.790,0.177,1.300,81.130,18.434,6.994
'[01:23:26.360]',0.685,0.840,0.925,0.177,1.432,79.616,18.248,6.994
'[01:23:26.368]',0.900,0.760,0.810,0.177,1.587,78.444,18.434,7.063
'[01:23:26.376]',1.075,0.690,0.635,0.178,1.754,77.564,19.059,7.063
'[01:23:26.384]',1.151,0.660,0.370,0.179,1.919,76.783,20.065,6.994
'[01:23:26.392]',1.155,0.655,0.145,0.180,2.071,76.099,21.247,6.994
'[01:23:26.400]',1.041,0.745,0.100,0.182,2.205,75.562,22.243,6.936
'[01:23:26.408]',0.900,0.845,0.155,0.183,2.316,74.976,22.937,6.867
'[01:23:26.416]',0.770,0.960,0.235,0.184,2.402,74.536,23.308,6.750
'[01:23:26.424]',0.685,1.035,0.300,0.185,2.465,74.243,23.250,6.623
'[01:23:26.432]',0.620,1.055,0.340,0.186,2.508,73.901,22.810,6.496
'[01:23:26.440]',0.575,0.920,0.360,0.188,2.531,73.657,22.126,6.369
'[01:23:26.448]',0.495,0.815,0.385,0.189,2.538,73.364,21.188,6.311
'[01:23:26.456]',0.325,0.800,0.380,0.190,2.536,73.120,20.309,6.184
'[01:23:26.464]',0.130,0.891,0.380,0.191,2.525,72.778,19.498,6.125
'[01:23:26.472]',-0.035,0.956,0.385,0.192,2.505,72.533,18.815,6.057
'[01:23:26.480]',-0.120,0.985,0.385,0.192,2.479,72.240,18.248,6.057
'[01:23:26.488]',-0.135,0.996,0.375,0.192,2.447,71.996,17.808,6.057
'[01:23:26.496]',-0.151,0.996,0.380,0.192,2.410,71.654,17.437,6.184
'[01:23:26.504]',-0.155,0.990,0.375,0.193,2.370,71.410,17.056,6.369
'[01:23:26.512]',-0.171,0.996,0.380,0.193,2.326,71.068,16.626,6.623
'[01:23:26.520]',-0.180,0.990,0.375,0.193,2.283,70.677,16.314,6.867
'[01:23:26.528]',-0.196,0.990,0.370,0.193,2.237,70.238,16.558,7.180
'[01:23:26.536]',-0.205,0.990,0.375,0.193,2.191,69.798,17.183,7.493
'[01:23:26.544]',-0.225,0.985,0.370,0.193,2.147,69.310,17.808,8.001
'[01:23:26.552]',-0.236,0.996,0.370,0.193,2.104,68.919,18.189,8.557
'[01:23:26.560]',-0.256,0.985,0.370,0.193,2.056,68.479,18.561,9.183
'[01:23:26.568]',-0.261,0.985,0.370,0.193,2.004,68.089,19.244,9.993
'[01:23:26.576]',-0.271,0.985,0.375,0.193,1.950,67.747,20.622,10.814
'[01:23:26.584]',-0.285,0.985,0.390,0.193,1.894,67.503,22.497,11.683
'[01:23:26.592]',-0.296,0.985,0.405,0.193,1.837,67.258,23.875,12.436
'[01:23:26.600]',-0.301,0.980,0.420,0.193,1.779,66.965,23.748,13.119
'[01:23:26.608]',-0.305,0.976,0.435,0.193,1.723,66.819,22.126,13.686
'[01:23:26.616]',-0.305,0.965,0.460,0.194,1.670,66.672,20.065,14.126
'[01:23:26.624]',-0.296,0.956,0.475,0.194,1.621,66.526,18.502,14.370
'[01:23:26.632]',-0.276,0.935,0.490,0.194,1.576,66.428,17.877,14.438
'[01:23:26.640]',-0.251,0.920,0.500,0.194,1.541,66.281,18.121,14.243
'[01:23:26.648]',-0.200,0.895,0.495,0.194,1.511,66.135,19.000,13.930
'[01:23:26.656]',-0.155,0.875,0.485,0.194,1.482,65.793,20.124,13.500
'[01:23:26.664]',-0.106,0.865,0.475,0.194,1.456,65.500,21.188,12.934
'[01:23:26.672]',-0.045,0.855,0.465,0.194,1.432,65.012,21.999,12.309
'[01:23:26.680]',0.015,0.845,0.460,0.194,1.413,64.474,22.624,11.556
'[01:23:26.688]',0.080,0.835,0.450,0.194,1.396,64.035,23.181,10.814
'[01:23:26.696]',0.145,0.835,0.445,0.193,1.382,63.693,23.807,10.062
